Country,Mitigation_scenario,Forest_use,Management_scenario,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
EU28,REF,MFM,AF0,0,9.70085,20.78078169,24.44842077,24.3353187,24.46844948,25.97070077,29.76982261,31.48334473,30.46862829,29.88471403,Wood_Byproducts
Belgium,REF,MFM,AF25,0,2.144775,2.237554891,2.158816929,1.688472163,1.192474376,1.126920315,1.046905927,1.0899322,1.164103453,1.190087881,Wood_Byproducts
Cyprus,REF,MFM,AF25,0,0,0,0,0.008790962,0.031388392,0.045344468,0.063727318,0.066346416,0.07251786,0.074155573,Wood_Byproducts
Denmark,REF,MFM,AF25,0,2.06295,3.452509338,4.160192393,3.364586013,2.555167168,3.269011911,3.036903231,3.161715426,3.376874126,3.452250711,Wood_Byproducts
France,REF,MFM,AF25,0,0,0,2.061832066,3.169005234,2.238092888,4.232125656,6.252549459,7.301016012,7.82183573,8.0280553,Wood_Byproducts
Greece,REF,MFM,AF25,0,0.033625,0.250186259,0.241382383,0.188792032,0.133333356,0.126003603,0.117057007,0.121867875,0.130161137,0.133066517,Wood_Byproducts
Ireland,REF,MFM,AF25,0,0.017325,0.128906377,0.124370254,0.097273515,0.068698897,0.064922303,0.060312644,0.062791403,0.067064437,0.06856141,Wood_Byproducts
Italy,REF,MFM,AF25,0,1.141875,5.882871091,5.675857052,5.181568347,3.659454752,3.896779005,3.663653132,3.844356567,4.105969853,4.197620881,Wood_Byproducts
Malta,REF,MFM,AF25,0,0,0,0.000785641,0.002197425,0.003536289,0.004290832,0.003986171,0.00433629,0.007616883,0.007948364,Wood_Byproducts
Netherlands,REF,MFM,AF25,0,1.8941,3.042008817,2.934962696,3.805534209,2.814645499,2.659915597,2.471054402,2.572611053,2.747680462,2.809012559,Wood_Byproducts
Poland,REF,MFM,AF25,0,0.26015,0.259797444,0.250655357,1.460646755,7.685824543,7.299518986,6.781233413,7.059931995,7.540369222,7.708680879,Wood_Byproducts
Slovenia,REF,MFM,AF25,0,0.03575,0.113288933,0.109302377,0.0854885,0.060375793,0.057056746,0.053005563,0.055184012,0.058939353,0.060254963,Wood_Byproducts
Sweden,REF,MFM,AF25,0,0.836275,1.813838597,1.750010911,1.368733341,0.966660554,0.913520188,0.848657786,1.524701659,2.76792094,3.042801833,Wood_Byproducts
UK,REF,MFM,AF25,0,1.274025,3.57165777,3.44597368,2.695194092,1.903466319,2.04587581,1.900613099,1.978725464,2.113380213,2.160553835,Wood_Byproducts
EU28,REF,MFM,AF25,0,9.70085,20.75261952,22.91414174,23.11628259,23.31311883,25.74128542,26.29965915,28.84351637,31.97443367,32.93305071,Wood_Byproducts
Belgium,REF,MFM,AF50,0,2.144775,2.238703471,2.094766998,1.676896785,1.162903591,1.098349422,1.038860865,1.069966495,1.087942977,1.146965915,Wood_Byproducts
Cyprus,REF,MFM,AF50,0,0,0,0,0.011059011,0.042681327,0.054821238,0.07426946,0.076493241,0.079209211,0.08377155,Wood_Byproducts
CzechRep,REF,MFM,AF50,0,0,0,0,0,0,0,0,0.037158794,0.042971522,0.045302807,Wood_Byproducts
Denmark,REF,MFM,AF50,0,2.06295,3.456430285,3.780744899,3.33821133,2.487879334,3.050156147,2.884954267,2.97133573,3.021257072,3.18516591,Wood_Byproducts
France,REF,MFM,AF50,0,0,0,3.995591957,5.080939029,3.5235575,5.995912182,7.556211169,8.100095932,8.236185455,8.894266311,Wood_Byproducts
Greece,REF,MFM,AF50,0,0.033625,0.250470391,0.234366505,0.187614393,0.13010786,0.122885417,0.116229724,0.119709881,0.121721124,0.128324722,Wood_Byproducts
Ireland,REF,MFM,AF50,0,0.017325,0.129052774,0.120755382,0.096666747,0.067036986,0.063315683,0.059886393,0.061679515,0.062715791,0.06611824,Wood_Byproducts
Italy,REF,MFM,AF50,0,1.141875,5.890636626,5.511900689,5.115169407,3.54729577,3.790445185,3.596276693,3.727311295,3.789933765,3.995544748,Wood_Byproducts
Malta,REF,MFM,AF50,0,0,0,0.000762806,0.002634997,0.003792265,0.004304719,0.004077483,0.004443953,0.007289087,0.007834841,Wood_Byproducts
Netherlands,REF,MFM,AF50,0,1.8941,3.045463567,2.849656802,3.82119114,2.846474008,2.688462832,2.542850905,2.61898909,2.662990665,2.807462881,Wood_Byproducts
Poland,REF,MFM,AF50,0,0.26015,0.260092491,0.243369957,1.451535596,7.499895067,7.402145498,7.283150449,7.838603003,8.235600427,8.918093069,Wood_Byproducts
Slovenia,REF,MFM,AF50,0,0.03575,0.113417593,0.106125458,0.084955243,0.058915229,0.055644774,0.052630954,0.054206833,0.055117561,0.058107791,Wood_Byproducts
Sweden,REF,MFM,AF50,0,0.836275,1.815898538,1.699146126,1.360195515,0.943275855,0.890913485,1.130943644,1.958969158,3.185142018,3.979089481,Wood_Byproducts
UK,REF,MFM,AF50,0,1.274025,3.576022124,3.346103326,2.678612903,1.857579186,2.059938144,1.948368231,2.006706383,2.04042101,2.151117659,Wood_Byproducts
EU28,REF,MFM,AF50,0,9.70085,20.77618786,23.98329091,24.9056821,24.17139398,27.27729473,28.28871024,30.6456693,32.62849768,35.46716592,Wood_Byproducts
Belgium,REF,MFM,AF75,0,2.144775,2.238703471,2.155750099,1.652271326,1.227462307,1.149135786,1.162578695,1.251696473,1.310638807,1.363258164,Wood_Byproducts
Cyprus,REF,MFM,AF75,0,0,0,0,0.009686097,0.053526668,0.066589003,0.089760547,0.099836162,0.106228855,0.110649269,Wood_Byproducts
Denmark,REF,MFM,AF75,0,2.06295,3.456430285,3.878749076,3.326168697,2.710548617,3.121448487,3.157964057,3.400038628,3.560146304,3.703078595,Wood_Byproducts
France,REF,MFM,AF75,0,0,0,4.111912096,5.153078635,3.82819074,6.421149506,8.155787503,9.677056979,10.38148948,11.12535745,Wood_Byproducts
Greece,REF,MFM,AF75,0,0.033625,0.250470391,0.24118941,0.18485925,0.137330811,0.128567492,0.13007151,0.140042176,0.146636756,0.152523909,Wood_Byproducts
Ireland,REF,MFM,AF75,0,0.017325,0.129052774,0.124270826,0.095247182,0.070758552,0.066243325,0.067018257,0.07215556,0.075553362,0.078586669,Wood_Byproducts
Italy,REF,MFM,AF75,0,1.141875,5.890636626,5.672363785,4.981142673,3.700460561,3.903156327,3.953748345,4.256823972,4.457277633,4.636227837,Wood_Byproducts
Malta,REF,MFM,AF75,0,0,0,0.000785013,0.002436016,0.003891127,0.004306787,0.004357169,0.004850393,0.008403565,0.008919603,Wood_Byproducts
Netherlands,REF,MFM,AF75,0,1.8941,3.045463567,3.118397854,3.923518713,3.112033303,2.913449006,2.947531339,3.173475135,3.322913945,3.456321863,Wood_Byproducts
Poland,REF,MFM,AF75,0,0.26015,0.260092491,0.250454971,1.430219596,7.916252533,8.113206381,9.146141177,10.84239569,12.22899203,13.57422935,Wood_Byproducts
Slovenia,REF,MFM,AF75,0,0.03575,0.113417593,0.109214995,0.083707664,0.062185914,0.058217722,0.058898769,0.063413669,0.066399816,0.069065628,Wood_Byproducts
Sweden,REF,MFM,AF75,0,0.836275,1.815898538,1.748611866,1.340220858,0.995641914,0.942279873,1.458727047,3.207456569,4.748026659,5.998218023,Wood_Byproducts
UK,REF,MFM,AF75,0,1.274025,3.576022124,3.443515477,2.639277105,1.96070289,2.127015528,2.151897945,2.316852252,2.425952727,2.523349562,Wood_Byproducts
EU28,REF,MFM,AF75,0,9.70085,20.77618786,24.85521547,24.82183381,25.77898594,29.01476522,32.48448236,38.50609366,42.83865994,46.79978592,Wood_Byproducts
Belgium,REF,MFM,AF100,0,2.144775,2.232783617,2.175465949,1.651790694,1.185062393,1.132413802,1.150433502,1.23299639,1.317425173,1.238661284,Wood_Byproducts
Cyprus,REF,MFM,AF100,0,0,0,0,0.007164991,0.038299399,0.052472001,0.059401145,0.085425221,0.093155375,0.087585966,Wood_Byproducts
CzechRep,REF,MFM,AF100,0,0,0,0,0,0.082749639,0.094046051,0.095542573,0.102399354,0.109411096,0.102869819,Wood_Byproducts
Denmark,REF,MFM,AF100,0,2.06295,3.447290369,3.908278956,3.476798611,2.663565873,3.097421872,3.146710048,3.372539244,3.603472103,3.388034079,Wood_Byproducts
France,REF,MFM,AF100,0,0,0,3.677515068,4.841270323,3.473325896,5.979798615,7.875100761,9.747690445,10.85532221,10.689779,Wood_Byproducts
Greece,REF,MFM,AF100,0,0.033625,0.249808067,0.243395257,0.184805476,0.132587028,0.126696604,0.128712682,0.137949975,0.147396027,0.138583774,Wood_Byproducts
Ireland,REF,MFM,AF100,0,0.017325,0.128711517,0.12540737,0.095219476,0.068314357,0.065279366,0.066318133,0.071077571,0.07594457,0.07140413,Wood_Byproducts
Italy,REF,MFM,AF100,0,1.141875,5.875059884,5.724241539,4.785819186,3.433542977,3.589614763,3.658724829,3.921299667,4.18980861,3.939315735,Wood_Byproducts
Malta,REF,MFM,AF100,0,0,0,0.000792193,0.002769293,0.004058163,0.004630763,0.004704451,0.005131017,0.008863179,0.008481165,Wood_Byproducts
Netherlands,REF,MFM,AF100,0,1.8941,3.037410379,3.246901062,4.026749228,3.104648168,2.966718426,3.013926765,3.230226533,3.451414605,3.245067526,Wood_Byproducts
Poland,REF,MFM,AF100,0,0.26015,0.259404722,0.252745558,1.429803558,7.642803462,8.28145888,9.549821669,11.40096282,13.3344104,13.43888095,Wood_Byproducts
Slovenia,REF,MFM,AF100,0,0.03575,0.113117681,0.110213843,0.083683314,0.060037842,0.05737055,0.058283467,0.062466282,0.066743628,0.062753278,Wood_Byproducts
Sweden,REF,MFM,AF100,0,0.836275,1.811096717,1.764604151,1.339830999,0.961249712,1.263907305,2.61014425,4.685522576,6.889552204,7.351163179,Wood_Byproducts
UK,REF,MFM,AF100,0,1.274025,3.566565969,3.475008846,2.638509362,1.892974836,2.01567079,2.047745445,2.194705507,2.344986818,2.204788889,Wood_Byproducts
EU28,REF,MFM,AF100,0,9.70085,20.72124892,24.70456979,24.56421451,24.74321974,28.72749979,33.46556972,40.25039261,46.487906,45.96736877,Wood_Byproducts
Belgium,RCP,MFM,noAF,0,2.144775,2.240096038,2.221682984,1.463028068,0.914236137,0.624474138,0.367889679,0.273940312,0.246268499,0.218927433,Wood_Byproducts
Bulgaria,RCP,MFM,noAF,0,0,0,0,0,0,0,0,0,0.076181697,0.138959835,Wood_Byproducts
Cyprus,RCP,MFM,noAF,0,0,0,0,0,0,0,0.012091879,0.018659619,0.023953615,0.028814545,Wood_Byproducts
CzechRep,RCP,MFM,noAF,0,0,0,0,0,0,0.315784602,0.448054901,0.49198112,0.537901633,0.574445537,Wood_Byproducts
Denmark,RCP,MFM,noAF,0,2.06295,3.456430285,3.567909682,2.349548539,1.468216658,1.002873651,0.734643686,0.547034973,0.505344952,0.511763528,Wood_Byproducts
France,RCP,MFM,noAF,0,0,0,2.121873863,5.125755121,5.770861695,4.864399091,2.969473933,2.277610082,2.345093482,2.651811518,Wood_Byproducts
Germany,RCP,MFM,noAF,0,0,0,0,0,0,0,0,0.012819201,0.085862593,0.407428691,Wood_Byproducts
Greece,RCP,MFM,noAF,0,0.033625,0.250470391,0.248411584,0.163584599,0.102222886,0.069823918,0.041134608,0.030629909,0.027535858,0.02447879,Wood_Byproducts
Hungary,RCP,MFM,noAF,0,0,0,0,0.176062635,0.8197153,1.212267544,1.077881828,1.022551691,1.117691851,1.174261845,Wood_Byproducts
Ireland,RCP,MFM,noAF,0,0.017325,0.129052774,0.127991991,0.174332141,0.121393103,0.082918242,0.048848725,0.036374043,0.032699755,0.029069383,Wood_Byproducts
Italy,RCP,MFM,noAF,0,1.141875,5.889552152,8.985680225,8.249445984,5.37828385,3.67366705,2.164227643,1.611540714,1.448752503,1.303827101,Wood_Byproducts
Lithuania,RCP,MFM,noAF,0,0,0,0,0,0,0,0.041570054,0.064024033,0.076612174,0.090167351,Wood_Byproducts
Malta,RCP,MFM,noAF,0,0,0,0.00080852,0.0024513,0.003557133,0.004079306,0.003203099,0.002960891,0.003235972,0.003419995,Wood_Byproducts
Netherlands,RCP,MFM,noAF,0,1.8941,3.045463567,3.020430584,1.989021275,1.242925661,0.848987367,0.500154724,0.372428336,0.334807852,0.297637025,Wood_Byproducts
Poland,RCP,MFM,noAF,0,0.26015,0.260092491,0.48500339,2.379608218,9.15404856,11.54677187,9.883025149,9.636050137,10.6940297,11.31075212,Wood_Byproducts
Romania,RCP,MFM,noAF,0,0,0,0,0,0,0,0.143143286,0.642436441,1.136352661,1.526667228,Wood_Byproducts
Slovakia,RCP,MFM,noAF,0,0,0,0,0,0,0,0,0,0,0.019587486,Wood_Byproducts
Slovenia,RCP,MFM,noAF,0,0.03575,0.113417593,0.112485328,0.074074111,0.046288401,0.031617552,0.018626506,0.013869785,0.012468742,0.011084446,Wood_Byproducts
Spain,RCP,MFM,noAF,0,0,0,0,0,0,0,0,0.000855838,0.004328901,0.028672071,Wood_Byproducts
Sweden,RCP,MFM,noAF,0,0.836275,1.815898538,1.800972287,1.185980639,0.741111112,0.843522549,1.45535166,1.790149847,2.189423555,2.53357296,Wood_Byproducts
UK,RCP,MFM,noAF,0,1.274025,3.575714031,3.546322517,4.60646432,4.20074553,3.803288264,2.603591733,1.938702748,1.742866585,1.675167521,Wood_Byproducts
EU28,RCP,MFM,noAF,0,9.70085,20.77618786,26.23957295,27.93935695,29.96360603,28.92447514,22.51291309,20.78461972,22.64141258,24.56051641,Wood_Byproducts
Belgium,RCP,MFM,AF0,0,2.144775,2.239198471,2.239198471,1.480994323,0.931108125,0.765983972,0.404100279,0.279643785,0.243066222,0.2213427,Wood_Byproducts
Bulgaria,RCP,MFM,AF0,0,0,0,0,0,0,0,0,0,0.044018163,0.082908032,Wood_Byproducts
Cyprus,RCP,MFM,AF0,0,0,0,0,0,0,0,0.007406832,0.014850883,0.017199019,0.022059232,Wood_Byproducts
CzechRep,RCP,MFM,AF0,0,0,0,0,0,0,0.218284214,0.350464053,0.381352589,0.3828367,0.397068727,Wood_Byproducts
Denmark,RCP,MFM,AF0,0,2.06295,3.457194538,3.457194538,2.28657064,1.43757776,1.1826355,0.726860489,0.50868015,0.442144502,0.459778658,Wood_Byproducts
France,RCP,MFM,AF0,0,0,0,4.418157851,7.821293497,7.053263993,6.031352694,3.181882902,2.29135272,2.224157956,2.569628809,Wood_Byproducts
Germany,RCP,MFM,AF0,0,0,0,0,0,0,0,0,0,0.158607694,0.486256574,Wood_Byproducts
Greece,RCP,MFM,AF0,0,0.033625,0.250525773,0.250525773,0.178174582,0.112019201,0.092153543,0.048616255,0.033643218,0.029242666,0.026629165,Wood_Byproducts
Hungary,RCP,MFM,AF0,0,0,0,0,0.17833558,0.835362237,1.48637495,1.185479893,1.04655765,1.1068641,1.19100324,Wood_Byproducts
Ireland,RCP,MFM,AF0,0,0.017325,0.129081309,0.129081309,0.189152127,0.136666489,0.115851907,0.061118495,0.042294966,0.036762761,0.033477168,Wood_Byproducts
Italy,RCP,MFM,AF0,0,1.141875,5.891939107,8.222790738,8.080429147,6.368926202,5.239450994,2.764109543,1.91280753,1.662611234,1.514018922,Wood_Byproducts
Lithuania,RCP,MFM,AF0,0,0,0,0,0,0,0,0.012821591,0.013997129,0.012166296,0.01125532,Wood_Byproducts
Malta,RCP,MFM,AF0,0,0,0,0.000815401,0.002327165,0.003248772,0.004764827,0.003397126,0.002958613,0.003135436,0.003392664,Wood_Byproducts
Netherlands,RCP,MFM,AF0,0,1.8941,3.04613695,3.04613695,2.014699272,1.266650947,1.042021112,0.54972563,0.380418832,0.330659836,0.301107823,Wood_Byproducts
Poland,RCP,MFM,AF0,0,0.26015,0.26015,0.26015,1.281960819,6.004980365,11.09426012,8.966825597,8.337266491,9.07322354,9.913525169,Wood_Byproducts
Romania,RCP,MFM,AF0,0,0,0,0,0,0,0,0.155706323,0.599795957,0.972864046,1.340162593,Wood_Byproducts
Slovenia,RCP,MFM,AF0,0,0.03575,0.113442671,0.113442671,0.075030398,0.047171965,0.038806416,0.0204726,0.014167363,0.012314264,0.011213703,Wood_Byproducts
Spain,RCP,MFM,AF0,0,0,0,0,0,0,0,0,0.0008742,0.002717325,0.015991866,Wood_Byproducts
Sweden,RCP,MFM,AF0,0,0.836275,1.816300052,1.816300052,1.201291489,0.755257632,0.621319077,0.831027906,1.164641784,1.354653012,1.722676333,Wood_Byproducts
UK,RCP,MFM,AF0,0,1.274025,3.57681282,3.57681282,4.427909024,4.346148062,4.525344638,2.721560988,1.883363257,1.644929912,1.653255894,Wood_Byproducts
EU28,RCP,MFM,AF0,0,9.70085,20.78078169,27.53060657,29.21816806,29.29838175,32.45860396,21.9915765,18.90866712,19.75417468,21.97675259,Wood_Byproducts
Belgium,RCP,MFM,AF25,0,2.144775,2.232783617,2.231961733,1.42520836,0.976692463,0.729528631,0.430737943,0.291616881,0.228487968,0.209624176,Wood_Byproducts
Bulgaria,RCP,MFM,AF25,0,0,0,0,0,0,0,0,0,0.052548167,0.119179155,Wood_Byproducts
Cyprus,RCP,MFM,AF25,0,0,0,0,0,0,0,0.009821423,0.014619875,0.017528205,0.021897016,Wood_Byproducts
CzechRep,RCP,MFM,AF25,0,0,0,0,0,0,0.290073505,0.484569414,0.437106729,0.415126858,0.447292267,Wood_Byproducts
Denmark,RCP,MFM,AF25,0,2.06295,3.447290369,3.446021428,2.2004403,1.507957375,1.126350536,0.812482862,0.551213438,0.441702547,0.451069852,Wood_Byproducts
France,RCP,MFM,AF25,0,0,0,4.403879059,7.528185127,7.342937291,5.574298924,3.522044137,2.711206354,2.445571077,2.79161973,Wood_Byproducts
Germany,RCP,MFM,AF25,0,0,0,0,0,0,0,0,0.155178317,0.385817668,1.059942478,Wood_Byproducts
Greece,RCP,MFM,AF25,0,0.033625,0.249808067,0.249716113,0.171463117,0.117503334,0.087767695,0.051820963,0.03508367,0.027488794,0.02521934,Wood_Byproducts
Hungary,RCP,MFM,AF25,0,0,0,0,0.171618051,0.876259136,1.415523401,1.263858569,1.091639621,1.041350748,1.128453872,Wood_Byproducts
Ireland,RCP,MFM,AF25,0,0.017325,0.128711517,0.128664138,0.182027161,0.142160493,0.106185062,0.062695189,0.042445705,0.033257104,0.030511422,Wood_Byproducts
Italy,RCP,MFM,AF25,0,1.141875,5.875059884,8.081043948,7.689831292,6.454152022,4.820850848,2.846390517,1.92705458,1.509887851,1.38523266,Wood_Byproducts
Lithuania,RCP,MFM,AF25,0,0,0,0,0,0,0,0.04377009,0.055822615,0.054911456,0.063869551,Wood_Byproducts
Malta,RCP,MFM,AF25,0,0,0,0.000812766,0.002633489,0.003803649,0.004836211,0.003798193,0.003220816,0.003081588,0.003331555,Wood_Byproducts
Netherlands,RCP,MFM,AF25,0,1.8941,3.037410379,3.036292314,1.938809758,1.328662483,0.992428383,0.585962692,0.396706665,0.310828027,0.285166302,Wood_Byproducts
Poland,RCP,MFM,AF25,0,0.26015,0.259404722,0.288954066,1.374708263,7.019079082,11.37217229,10.17127763,9.240801009,9.06115787,9.985234713,Wood_Byproducts
Romania,RCP,MFM,AF25,0,0,0,0,0,0,0,0.39143719,0.976195278,1.312735467,1.675736469,Wood_Byproducts
Slovakia,RCP,MFM,AF25,0,0,0,0,0,0,0,0,0,0,0.004285592,Wood_Byproducts
Slovenia,RCP,MFM,AF25,0,0.03575,0.113117681,0.113076042,0.072204159,0.049481367,0.036959509,0.021822122,0.014773946,0.011575698,0.010620017,Wood_Byproducts
Spain,RCP,MFM,AF25,0,0,0,0,0,0,0,0,0.000911629,0.003755213,0.019384115,Wood_Byproducts
Sweden,RCP,MFM,AF25,0,0.836275,1.811096717,1.810430056,1.156041348,0.792232843,0.790827805,1.516215756,1.740970589,1.880201722,2.258283826,Wood_Byproducts
UK,RCP,MFM,AF25,0,1.274025,3.566565969,3.565253123,4.490564082,4.708943548,4.470721724,2.941434967,1.991401282,1.638940973,1.645530798,Wood_Byproducts
EU28,RCP,MFM,AF25,0,9.70085,20.72124892,27.35610479,28.40373451,31.31986509,31.81852453,25.16013966,21.677969,20.875955,23.62148491,Wood_Byproducts
Belgium,RCP,MFM,AF50,0,2.144775,2.240591346,2.232056819,1.448537589,0.922653188,0.72626233,0.451451683,0.298772309,0.224496653,0.208978647,Wood_Byproducts
Bulgaria,RCP,MFM,AF50,0,0,0,0,0,0,0,0,0.013266346,0.037909036,0.095453225,Wood_Byproducts
Cyprus,RCP,MFM,AF50,0,0,0,0,0,0,0,0.011630496,0.018221575,0.020256489,0.026042717,Wood_Byproducts
CzechRep,RCP,MFM,AF50,0,0,0,0,0,0,0.166043453,0.461471388,0.426248692,0.412599588,0.484670023,Wood_Byproducts
Denmark,RCP,MFM,AF50,0,2.06295,3.457194538,3.444025907,2.235068991,1.423638259,1.18271511,0.888555869,0.61763135,0.513887809,0.543751591,Wood_Byproducts
France,RCP,MFM,AF50,0,0,0,2.131781654,4.947420605,5.281033927,4.658393602,3.454047041,2.800137333,2.530628741,2.934495984,Wood_Byproducts
Germany,RCP,MFM,AF50,0,0,0,0,0,0,0,0,0.537611113,1.142917577,2.103308694,Wood_Byproducts
Greece,RCP,MFM,AF50,0,0.033625,0.250525773,0.249571507,0.161964385,0.103164017,0.081205094,0.050477871,0.033406433,0.025101497,0.023366393,Wood_Byproducts
Hungary,RCP,MFM,AF50,0,0,0,0,0.174318833,0.82726213,1.407069233,1.321627084,1.114177671,1.018201655,1.119049191,Wood_Byproducts
Ireland,RCP,MFM,AF50,0,0.017325,0.129081309,0.128589632,0.172605478,0.121049345,0.095283451,0.059229114,0.039198036,0.029453291,0.027417375,Wood_Byproducts
Italy,RCP,MFM,AF50,0,1.141875,5.890854393,8.956344978,8.069351415,5.705478407,4.491041809,2.791674992,1.847540313,1.388236472,1.395572064,Wood_Byproducts
Lithuania,RCP,MFM,AF50,0,0,0,0,0,0,0,0.072515213,0.098667724,0.106325495,0.129592031,Wood_Byproducts
Malta,RCP,MFM,AF50,0,0,0,0.000812295,0.002674933,0.003590963,0.004779821,0.00394913,0.003273954,0.002983473,0.003296322,Wood_Byproducts
Netherlands,RCP,MFM,AF50,0,1.8941,3.04613695,3.034534058,1.969321126,1.25436884,0.987370822,0.613759245,0.406188024,0.305208512,0.284111415,Wood_Byproducts
Poland,RCP,MFM,AF50,0,0.26015,0.26015,0.592670771,2.865683018,9.921614559,14.16587744,12.67947529,10.95594331,10.13186277,11.19957186,Wood_Byproducts
Romania,RCP,MFM,AF50,0,0,0,0,0,0,0,0.555688687,1.132569472,1.414541908,1.83139176,Wood_Byproducts
Slovakia,RCP,MFM,AF50,0,0,0,0,0,0,0,0,0,0.013304715,0.028161894,Wood_Byproducts
Slovenia,RCP,MFM,AF50,0,0.03575,0.113442671,0.113010562,0.073340448,0.046714562,0.036771158,0.022857307,0.015127046,0.011366419,0.010580732,Wood_Byproducts
Spain,RCP,MFM,AF50,0,0,0,0,0,0,0,0,0.000933417,0.004227329,0.02931894,Wood_Byproducts
Sweden,RCP,MFM,AF50,0,0.836275,1.816300052,1.809381672,1.17423416,0.747934262,1.774634211,2.399499094,2.419491426,2.396038895,2.832122043,Wood_Byproducts
