"Eco_code","Annual","Permanent","Pasture","Urban","PlantationNonTimber","ClearCut","Retention","PlantationFuel","SlashAndBurn","SelectionSystem","SelectiveLogging","Agroforestry","Plantation","ReducedImpactLogging","Afforested","ForExtensive","ForIntensive"
"AT0707",1.74124447954554e-05,1.7543514324384e-05,7.81772389474788e-05,5.71115411211992e-06,0,0,0,1.04921408928041e-05,0,0,0,0,1.85229897992748e-06,0,5.01707971917492e-05,2.80216805575259e-05,0.000110481478243911
"AT0708",4.21657399941538e-06,8.11347379146003e-07,5.80406179483355e-06,3.13930324366655e-08,0,0,0,3.51402124460115e-09,0,0,0,0,6.89298782853529e-12,0,1.51369088676243e-07,1.34905107103563e-10,1.66938726167033e-09
"AT0709",0.000194422216859014,5.71321696276907e-05,5.33505676402166e-05,0,0,0,0,1.49459994934179e-05,0,0,0,0,2.64513990122816e-07,0,7.88033301962103e-06,3.37308115703308e-07,6.34099386111536e-06
"AT0710",8.84318288103264e-08,2.05189499185289e-07,1.77644094856602e-06,2.34816867190359e-08,0,0,0,1.55141336003409e-08,0,0,0,0,3.75331766734626e-10,0,9.75330849082224e-08,2.27473413994312e-09,3.3135579046736e-08
"AT0711",0.0004194902130411,0.000102556631219953,8.4515807684528e-05,2.27976154725144e-05,0,0,0,3.36560261311684e-05,0,0,0,0,1.27422326311404e-06,0,4.36904766300769e-05,4.18009616547895e-06,7.09873660513861e-05
"AT0712",9.81003515558603e-05,4.48289022849698e-05,0.000207883091835685,6.11139553303276e-06,0,0,0,3.11646194806862e-06,0,0,0,0,8.73033338938958e-07,0,3.65373586908215e-05,7.63849280078895e-06,6.0137593894156e-05
"AT0713",2.27586302334534e-05,1.43449918391498e-05,2.02165601859327e-05,1.60207595980003e-05,0,0,0,0.000125711453002052,0,0,0,0,6.11523351891978e-07,0,6.30419210043274e-05,3.39854779778886e-05,7.4720155715811e-05
"AT0714",7.85802618833976e-06,4.63335197476398e-07,2.88754231909421e-06,2.59353164583113e-07,0,0,0,5.11019586914855e-07,0,0,0,0,5.9577162298074e-09,0,4.52958831017155e-06,5.44050664966743e-07,2.64297780066097e-06
"AT0715",0.000376306311617296,0.000189758158567047,0.000162924638665341,3.15468390512993e-05,0,0,0,0.000288497162630759,0,0,0,0,3.96113221940713e-06,0,8.22203157720774e-05,9.46918570512714e-06,0.000159786685448617
"AT0716",0.000225963610452616,3.67762550895523e-05,0.000108945103809723,1.92104288599236e-06,0,0,0,1.36433119394808e-05,0,0,0,0,3.11022076776554e-07,0,1.84219225036908e-05,3.43451659214979e-06,3.50271217378147e-05
"AT0717",9.18930571366239e-06,2.78396983637879e-06,9.92822368821507e-06,2.88031455800251e-06,0,0,0,4.65696806582452e-05,0,0,0,0,9.23052842609844e-08,0,2.56353808258074e-05,8.88850378701728e-06,2.74015794398656e-05
"AT0718",5.6489096764156e-06,0.000100832317766473,6.59786651241488e-05,0,0,0,0,1.950119946437e-06,0,0,0,0,1.22241257834981e-07,0,7.65790533236759e-05,5.54024204641692e-06,4.61686008546915e-05
"AT0719",7.63894055093112e-05,1.10316497842861e-05,7.37447849218339e-05,1.88657745584804e-06,0,0,0,7.92721304772084e-06,0,0,0,0,3.97496982456822e-07,0,5.18712532003352e-05,6.76841635725365e-06,4.85001065657475e-05
"AT0721",2.06997015467561e-05,2.54037098903701e-05,0.000127533537836471,0,0,0,0,8.27965544917026e-08,0,0,0,0,2.80466850401733e-08,0,3.21719075347778e-05,1.88783924447017e-06,1.27337636777393e-05
"AT0722",1.53500148960451e-07,3.71320309451388e-05,0.000891964434625671,0.000197308902311571,0,0,0,0,0,0,0,0,0,0,8.14948097562078e-06,0,0
"AT0723",0.00048737496587101,0.000164386154938039,0.00017929060762612,0,0,0,0,2.55066553723637e-05,0,0,0,0,8.08117640423085e-07,0,4.7702237325987e-06,1.23497496070223e-06,2.97592647123794e-05
"AT0724",1.31234768087377e-06,3.5949009668569e-07,2.38162620230835e-05,0,0,0,0,0,0,0,0,0,0,0,1.25015179861103e-08,1.71707490122593e-09,1.17435846048165e-08
"AT0725",0.000211578666580674,1.78549870318291e-05,0.00046816645526765,0,0,0,0,0,0,0,0,0,0,0,7.95829959702273e-06,0,0
"AT0726",0.000129406408415536,1.08353375493328e-05,9.74727478743071e-05,2.88004574167362e-06,0,0,0,1.0906051759816e-05,0,0,0,0,5.01777718599412e-10,0,1.33706850775139e-06,0,0
"AT0801",1.2715869856228e-06,5.59754720031561e-06,4.40555388165142e-05,3.07921077355181e-08,0,0,0,1.70996495362961e-08,0,0,0,0,1.05652292449693e-08,0,2.83428356852917e-07,1.24633632074961e-08,7.3859861072868e-07
"AT0802",1.88325718433173e-10,1.36916719208341e-12,1.67080107655243e-11,1.44978282703717e-11,0,0,0,5.68343578771076e-11,0,0,0,0,4.42968803815776e-15,0,3.10239595342556e-10,1.02210984893441e-10,4.09280268402838e-10
"AT0803",1.95788879128705e-06,1.10965497344281e-06,2.11920284366016e-06,7.59301124676478e-08,0,0,0,7.09178208023118e-07,0,0,0,0,2.08730824835783e-08,0,1.63391113068881e-06,4.62172441442475e-07,2.97786297775562e-06
"AT0901",1.68179734317948e-07,8.68368177546745e-08,2.07841721919053e-06,0,0,0,0,7.79600765805741e-11,0,0,0,0,1.61293492430342e-11,0,1.63290017705151e-07,2.73547380736593e-08,1.38627528620998e-07
"AT0902",2.73492337269434e-07,1.21541290970054e-08,1.63954655669073e-06,1.15917635700802e-08,0,0,0,1.30958408831951e-07,0,0,0,0,0,0,8.73107165364646e-07,4.12041089660687e-08,2.51042882861434e-07
"AT0903",4.36884068161525e-07,1.61254776596392e-07,4.316568517274e-06,1.00452396671855e-07,0,0,0,7.28106136248668e-07,0,0,0,0,1.02167105929376e-09,0,1.9171065240767e-06,2.18430921408475e-07,1.30658333945081e-06
"AT0904",2.59059173617249e-07,2.64831181139004e-07,2.18812006589244e-06,0,0,0,0,7.56223583744326e-07,0,0,0,0,1.63641564992454e-08,0,5.37303641817702e-07,1.05975506071639e-07,5.55824086370432e-07
"AT0905",6.38970194364273e-06,1.91259192242914e-06,1.6920407094665e-05,8.18496103412627e-07,0,0,0,4.16399842672993e-06,0,0,0,0,3.23888372799728e-07,0,5.51025050281271e-06,2.84831559047551e-06,1.96412863150385e-05
"AT0906",1.08641641359391e-05,2.58010832838025e-06,3.46283405652159e-06,2.7235731802017e-07,0,0,0,1.86264061157185e-06,0,0,0,0,6.78882469449165e-08,0,2.04841966876955e-06,1.83062654577173e-07,3.66257619975986e-06
"AT0907",1.89825446445646e-05,1.62409771218635e-07,5.35161856742611e-07,7.01560391763259e-06,0,0,0,3.96212382928507e-06,0,0,0,0,4.33483995877354e-08,0,3.43989346329683e-05,3.68734799394238e-06,2.2790423293035e-05
"AT0908",5.99872766700697e-06,6.02094893400304e-07,2.00426770844882e-06,3.97399991851597e-06,0,0,0,2.94538058900701e-06,0,0,0,0,5.2551245439742e-10,0,2.9069999506821e-06,2.81054149897734e-09,4.82226751954841e-08
"AT1001",2.47464431735939e-05,2.1065344148694e-06,3.47586769413114e-06,1.58587054488331e-05,0,0,0,1.10105782281376e-05,0,0,0,0,0,0,9.59243398767429e-06,0,0
"AT1002",3.15410067009878e-05,2.00507058543976e-05,4.25267022706692e-05,3.38621833149035e-06,0,0,0,1.58005955292703e-06,0,0,0,0,6.75626957649952e-08,0,7.83760697203766e-06,9.76000193928087e-07,4.96532425432567e-06
"AT1003",3.45572658402602e-05,2.31779955462728e-06,1.14281341688308e-05,1.0883430539195e-06,0,0,0,1.24304649074806e-05,0,0,0,0,3.90030494184968e-08,0,3.88077320419003e-07,3.67103445565505e-08,5.84558348064403e-07
"AT1004",2.30916052177262e-05,4.29065960741572e-06,2.66650302940244e-05,0,0,0,0,0.000250338075659,0,0,0,0,1.19286791018735e-07,0,6.86807918800193e-05,2.12625556910279e-06,1.61944416428145e-05
"AT1005",2.1649690633948e-06,5.57176665617206e-07,6.55847430134693e-06,2.12292938899713e-06,0,0,0,3.09449404165582e-06,0,0,0,0,3.67765805373298e-07,0,5.06531844792352e-06,1.42647068278158e-06,2.0166681675101e-05
"AT1006",3.15237576360259e-06,2.58337482907448e-06,2.10158197974757e-06,1.39199798841788e-06,0,0,0,2.47047974327882e-06,0,0,0,0,4.70539779788799e-08,0,1.89140770774057e-06,9.58220798894481e-07,1.3102535210329e-05
"AT1007",0.00039808079668714,3.41414316791803e-06,5.77912801264418e-05,0.000115849379537103,0,0,0,0.000113206492966697,0,0,0,0,9.94350185432744e-08,0,5.82312103315181e-05,4.87065245280222e-06,4.20368176365884e-05
"AT1008",5.79267488404239e-05,4.80580608999438e-06,1.44331635715043e-05,2.06206422971395e-06,0,0,0,1.55727965812408e-05,0,0,0,0,6.63767881182199e-07,0,1.6208449551947e-05,1.06921461191362e-06,4.16743379710364e-05
"AT1009",4.12980587477267e-09,1.5054211241076e-05,0.000103135518428681,5.34976808411382e-06,0,0,0,4.16894020856247e-06,0,0,0,0,8.49144828218077e-07,0,1.20427199772301e-06,7.45589208356044e-06,5.16245853852731e-05
"AT1010",7.74346180846942e-09,9.028204857432e-06,2.28370078544386e-05,1.49958865922076e-06,0,0,0,1.26419306212014e-06,0,0,0,0,1.08151633742813e-07,0,2.87143480664429e-08,5.28212901303614e-07,6.0901146438252e-06
"AT1011",7.42921215324916e-09,2.62882320632494e-06,6.92962772783255e-06,6.41908418200739e-08,0,0,0,3.99048236014308e-07,0,0,0,0,2.20589712904876e-08,0,6.42149530233344e-09,6.14715154018001e-08,1.07328625851163e-06
"AT1012",1.61862949312312e-06,9.80247930298691e-06,7.90646427861186e-05,9.01512675088819e-06,0,3.18999829201328e-07,0,0,0,0,0,0,0,0,8.49557097252366e-08,0,0
"AT1013",1.93343530328427e-05,1.77684023708064e-06,6.87481177066902e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1014",1.45445217836089e-07,2.08616468710335e-06,9.21084218691973e-05,0,0,7.15776145234183e-07,0,0,0,0,0,0,0,0,0,0,0
"AT1015",1.78065329568141e-05,1.66342767578643e-05,6.54197793422357e-05,1.03773591808532e-06,0,9.7194087030433e-08,0,0,0,0,0,0,0,0,5.7857508494509e-06,1.44960350503254e-08,2.56842046781036e-07
"AT1201",1.14444804417431e-08,5.56394337348317e-06,6.80281475268374e-05,3.97275905910434e-05,0,0,0,0,0,0,0,0,0,0,3.93829304234633e-07,0,0
"AT1202",0,6.26143521882577e-07,0.00024206849894181,4.55134039614529e-06,0,0,0,2.13767741186369e-09,0,0,0,0,1.91372799663206e-09,0,0,5.52673885896997e-09,1.58881770133579e-07
"AT1203",5.06185360798521e-06,1.46117130371257e-05,0.000332813666275982,1.79259916995556e-07,0,0,0,5.01873544942534e-09,0,0,0,0,4.49849314019019e-09,0,6.86067214165162e-07,1.36103626265174e-08,2.3172444581438e-07
"AT1302",2.90229288709087e-05,3.0990740243181e-07,6.4908843341164e-05,1.32101133475123e-06,0,0,0,3.8156453628745e-06,0,0,0,0,0,0,3.75123865372633e-06,2.35508094845297e-07,3.73589398387763e-06
"AT1303",2.87096477795173e-07,5.46343294451857e-07,9.49378837432656e-06,0,0,0,0,3.17686610921472e-07,0,0,0,0,2.00452761663838e-09,0,7.18952663520942e-07,8.8747736184996e-09,1.55268881161088e-07
"AT1304",2.55284691863532e-08,1.17286347145914e-07,1.24238083124818e-06,0,0,0,0,1.51963974190097e-07,0,0,0,0,1.93789457648346e-10,0,3.818172290549e-08,1.17064473247735e-09,8.92178628954183e-09
"AT1305",9.03695347784583e-06,8.73467412497246e-06,9.52629837030298e-05,0,0,0,0,1.04571575860495e-06,0,0,0,0,1.11035035264842e-08,0,1.22812567070767e-06,1.95567779678607e-08,3.8863842409074e-07
"AT1306",1.1133964185387e-08,5.01540143757203e-06,2.78693879139715e-05,0,0,0,0,1.55828492991861e-07,0,0,0,0,1.29967854952865e-08,0,8.20803992369601e-08,2.78643289348962e-08,5.63346141903671e-07
"AT1307",1.32640499123536e-09,4.26861833655264e-10,3.522127970648e-05,2.13141844065831e-07,0,0,0,0,0,0,0,0,0,0,4.61633476192441e-09,8.93334644748225e-10,4.41270415412344e-09
"AT1308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1309",0,0.0009480921028127,0,0,0,1.55861520172065e-06,0,0,0,0,0,0,0,0,0,1.57692450281163e-07,1.61937271333914e-05
"AT1310",4.16922055481746e-11,7.19132114766749e-06,4.27421060913433e-05,0,0,0,0,3.59961715914204e-09,0,0,0,0,3.0839577450529e-09,0,1.10813665662129e-06,3.5030166227958e-08,6.93946822393601e-07
"AT1311",1.28739544891347e-05,0.000100096185738667,0.000549580483267482,2.03034514289404e-05,0,1.10024546829817e-06,0,0,0,0,0,0,0,0,8.87744208372151e-07,0,0
"AT1312",2.27554001444552e-05,0.000157384051440324,0.000907992994224183,4.49655451356183e-05,0,1.06451683863354e-06,0,0,0,0,0,0,0,0,1.20465027662004e-06,0,0
"AT1313",2.21960378690509e-07,1.61659251847329e-05,6.14338500177196e-05,1.4897397647405e-07,0,0,0,5.11879517193496e-07,0,0,0,0,3.04522423990849e-08,0,1.28826988612924e-07,2.32680386396902e-07,1.57694138140378e-06
"AT1314",0.000136356124842962,7.28674944895728e-05,5.129100381191e-05,0.000175805897455814,0,0,0,6.57102225079807e-05,0,0,0,0,2.1314226910773e-06,0,2.4951359002445e-05,1.75538367498024e-05,0.000215485469708035
"AT1315",2.21487517922759e-05,3.91659656094296e-06,8.8524257422055e-06,4.93089671068764e-06,0,0,0,1.16432858413099e-05,0,0,0,0,7.04317941403531e-07,0,1.19333526145012e-05,2.65556598141556e-06,5.55196328821711e-05
"AT1316",0.000140789837070368,9.91397873402116e-06,4.06292497007397e-05,8.40859544787559e-06,0,0,0,3.67987270664049e-05,0,0,0,0,5.51219487863575e-07,0,2.52671155414779e-05,4.52054854095416e-06,8.00755317745174e-05
"AT1318",2.69518481905566e-06,3.66044932032532e-07,7.52949240253855e-06,0,0,0,0,4.08221131432605e-05,0,0,0,0,1.84776030702093e-08,0,3.40944316091261e-06,3.74370713840946e-07,1.81210091365593e-06
"AT1319",3.18873127897388e-06,4.34167823201245e-07,5.15239570256388e-06,4.17791614378413e-05,0,0,0,6.02946675825611e-06,0,0,0,0,4.41285713696154e-07,0,6.22514806628194e-06,5.67222396152292e-06,3.2525086307027e-05
"AT1320",0.000289477966280117,0,0,7.81780782798549e-08,0,0,0,9.55916546110081e-06,0,0,0,0,1.91017278597053e-07,0,1.11388846413635e-05,0,0
"AT1321",1.20701317665161e-06,1.32483279236115e-05,2.35984941688578e-06,9.82495986434257e-07,0,0,0,1.49875228232701e-05,0,0,0,0,6.56973974024963e-07,0,5.80285417795318e-06,2.95036681182616e-06,2.25900825762783e-05
"AT1322",0,1.60540147543519e-05,0,2.55384784727717e-07,0,0,0,3.31379543651469e-05,0,0,0,0,1.02335022916131e-06,0,2.04889633773753e-05,7.17476229994855e-06,0.000117827997262453
"AT1401",4.76516012348275e-06,1.36245152900387e-05,2.18490974208833e-06,2.79334062882022e-06,0,0,0,1.56031781321106e-05,0,0,0,0,5.80660862181612e-07,0,4.15154607448889e-06,1.05879780401876e-06,1.32977251599348e-05
"AT1402",9.65466302117595e-06,9.49095763481628e-06,5.22273299570708e-06,1.49666884040457e-06,0,1.22656453099465e-08,0,1.64364604158147e-05,0,0,0,0,2.29426190081752e-07,0,1.18169365398601e-06,1.8034226687316e-07,1.83368723194661e-05
"AT1403",4.51579077261918e-06,4.02982330982345e-06,2.20836523928876e-06,3.23423235348679e-07,0,0,0,5.0606544446312e-06,0,0,0,0,3.03834679089673e-07,0,1.83464762082603e-06,6.70547633065975e-07,8.30894960383344e-06
"AT1404",3.54305023385346e-05,8.77564833861778e-06,1.43428762326906e-05,3.18031054962602e-06,0,0,0,1.20110021686024e-05,0,0,0,0,8.67075929720307e-09,0,7.82264882328097e-07,1.95925171792169e-07,2.67011545630893e-06
"AT1405",1.71425656122557e-06,4.94378237827989e-07,7.57949056295704e-07,7.91064850150855e-09,0,0,0,1.28881302898593e-06,0,0,0,0,8.30771949749411e-10,0,6.91554251040955e-08,2.76238086120637e-08,2.84975074477537e-07
"IM0101",9.66754283484847e-06,1.5788806912626e-05,1.60308116088715e-05,7.31746658411139e-07,0,0,0,8.51022285606551e-05,0,0,0,0,8.94140811775202e-08,0,7.01272908403369e-06,1.94077846484801e-06,1.67035849327259e-05
"IM0102",0.000690818784342897,0.000155243204262746,9.37947783308146e-05,7.68381344942897e-05,0,0,0,0.000996488623219435,0,0,0,0,1.26090970339015e-05,0,5.91171561382099e-05,9.70531231922029e-06,0.00127233379749351
"IM0103",0.0012362727471816,3.29190933751507e-06,2.57080871132677e-05,9.72245602682602e-05,0,0,0,0.000182700526394852,0,0,0,0,2.93688591408171e-07,0,1.66483608574824e-05,1.15012195569803e-06,1.28903425239018e-05
"IM0104",0.000593120128476593,1.04191179722036e-06,1.71209336940646e-05,4.74652730220853e-05,0,0,0,8.49465178285729e-05,0,0,0,0,3.16106202923281e-07,0,5.95896775386916e-06,1.27574632735757e-07,1.67062138625694e-06
"IM0105",3.91831521269997e-05,4.43450503448477e-05,1.57052366198909e-05,2.04818414245403e-05,0,0,0,0.000138584417926709,0,0,0,0,8.02966679424708e-09,0,1.91570073850587e-05,2.0733293172603e-06,1.82452997451188e-05
"IM0106",7.81301232391339e-05,2.28336885955018e-05,1.73466917187811e-05,2.60225174987057e-05,0,1.8900231619219e-08,0,2.77667865761016e-05,0,0,0,0,1.02636756624566e-06,0,1.37887085061242e-06,5.93105068420888e-07,2.73671454942493e-05
"IM0107",1.63947272808869e-05,2.8913912889352e-06,4.6223766698344e-05,2.32302543394473e-06,0,0,0,8.74616884045695e-07,0,0,0,0,2.50052827249574e-09,0,8.38900490258595e-07,2.55041741524537e-08,4.25204422730331e-07
"IM0108",6.12348970534845e-06,2.02515184147229e-06,1.29616208247e-05,1.59610255691602e-06,0,3.39280940063686e-09,0,1.18280223547137e-05,0,0,0,0,7.33684323315099e-09,0,2.87733685013749e-06,5.89011490121317e-07,8.1248484427833e-06
"IM0109",2.97882306734627e-06,5.54460592255819e-07,2.99751444630067e-06,1.43074597061215e-05,0,1.66922261029768e-06,0,2.65433515606407e-05,0,0,0,0,1.16289607732851e-10,0,5.36232378672956e-06,2.80629453264943e-06,3.12480828197889e-05
"IM0110",1.4863498462502e-06,6.89904660483023e-07,3.42087814056193e-06,2.69152389232393e-07,0,6.18991270776243e-11,0,5.32629053958985e-06,0,0,0,0,1.17503667623921e-09,0,8.66451566753663e-07,1.96976734108475e-07,1.31680810814389e-06
"IM0111",0.000167810976596567,1.81001609101185e-05,1.22850670354275e-05,3.15019929802282e-05,0,2.42843390558986e-08,0,7.22895201913443e-05,0,0,0,0,5.81601615555363e-07,0,2.96359877176222e-05,5.9388358446606e-07,3.30605150075256e-05
"IM0112",1.10183302657272e-05,9.57693091133108e-06,1.45253619706695e-05,5.54837435163398e-06,0,0,0,8.54589636034868e-05,0,0,0,0,6.79709272400149e-07,0,9.1147840998327e-06,1.73288194831098e-06,1.72819740934065e-05
"IM0113",1.56849361008974e-05,4.83717503831803e-05,9.0266031573665e-06,9.32790864229464e-07,0,0,0,6.30029948643087e-05,0,0,0,0,3.939861719874e-08,0,3.41323594312883e-05,6.15308084961872e-06,7.1479459850601e-05
"IM0114",4.33617299492123e-05,9.39558931970873e-05,1.80804782491763e-05,7.16997315719929e-05,0,0,0,0.000108960653429449,0,0,0,0,4.73492421844781e-08,0,5.84346970499675e-05,1.18887629732989e-05,9.73370282018278e-05
"IM0115",4.92456321854208e-05,1.24451540347719e-05,3.48474885531987e-06,6.7656659418231e-05,0,0,0,3.22274792342648e-05,0,0,0,0,7.06233533263486e-07,0,3.24894838605196e-06,7.20121206469952e-07,7.99250343871702e-05
"IM0116",1.23688868239739e-06,4.14041297701054e-06,4.3945916326163e-07,9.5804077242262e-06,0,0,0,1.09288553640212e-07,0,0,0,0,1.07870294310731e-09,0,2.26715869455011e-06,1.91049601064506e-07,2.29633005915579e-06
"IM0117",4.17468224630552e-05,3.85486845783156e-05,2.02764594614225e-05,2.28306724292204e-05,0,3.89349369401155e-09,0,9.34708546273357e-05,0,0,0,0,9.16526414326576e-07,0,2.07656235081975e-05,7.79120925152308e-07,8.82626977907946e-05
"IM0118",0.00015264608706926,4.27547112568619e-05,7.96567627435547e-06,0,0,0,0,8.40204108960912e-05,0,0,0,0,3.90469889786229e-06,0,3.51537127679002e-05,2.32271107224833e-05,0.000203439085781672
"IM0119",3.45815504288937e-05,4.70178028689188e-05,2.13227415159222e-05,1.76987177978877e-06,0,0,0,0.000154148137164475,0,0,0,0,2.78271295032914e-08,0,2.0959004696841e-05,6.4311471870238e-06,5.85822214079991e-05
"IM0120",2.56454059032118e-05,3.3457380059881e-05,1.37236633601308e-05,3.17854217456776e-05,0,0,0,9.23081025707473e-05,0,0,0,0,1.99970180829323e-08,0,1.48798972016612e-05,4.38418921098982e-06,3.97189763831873e-05
"IM0121",1.38169031538138e-05,4.87637653299433e-05,5.94028710715692e-06,0,0,0,0,1.14748020450318e-06,0,0,0,0,1.16553780906322e-08,0,3.10343024345019e-05,2.05471844640321e-06,2.40953114328931e-05
"IM0122",1.19727670574204e-05,1.24538838002256e-05,1.90026369277587e-05,1.23935239617172e-05,0,5.04030626656165e-08,0,6.98034386124917e-05,0,0,0,0,1.79050379676661e-07,0,5.24217341302131e-06,2.44464391620616e-06,4.5509282039202e-05
"IM0123",0.000222513130801531,3.85727974665692e-05,0.000401295828583062,0.000103416503482579,0,0,0,0.000395427311223077,0,0,0,0,1.17506619723677e-07,0,3.28442459599806e-05,7.34671260373059e-06,6.79364157080619e-05
"IM0124",0.000157187370856917,0,4.47770602973645e-21,0,0,0,0,6.22242977706193e-07,0,0,0,0,2.94143294411432e-08,0,0,0,0
"IM0125",3.35676018749023e-07,3.53416229820112e-08,3.99698002322771e-08,8.91463544479541e-08,0,0,0,4.09512451234322e-07,0,0,0,0,4.48916990519046e-09,0,3.90860164479879e-08,2.14308017174349e-09,3.97700379414543e-07
"IM0126",5.17241091694003e-05,3.18156437585644e-06,3.35843675854188e-06,1.90818416166246e-05,0,0,0,4.86894738129819e-05,0,0,0,0,6.87402567263718e-07,0,5.46056967166119e-06,9.51919971088737e-07,8.5675395889675e-05
"IM0127",2.02099585566876e-05,8.47360041752827e-06,4.06830771655453e-05,6.41767391334697e-07,0,0,0,5.77514309778023e-05,0,0,0,0,1.85551507389624e-06,0,1.31366900511416e-05,1.0750210638796e-06,3.96316773122335e-05
"IM0128",1.74612757847736e-05,2.78134789957892e-05,5.26659118382535e-05,1.91415448695014e-05,0,2.19028255044607e-06,0,0.000157998684888786,0,0,0,0,8.75138416813619e-07,0,2.54841520330119e-05,1.0553415712375e-05,9.63974489177791e-05
"IM0129",0.000630647727996838,0.000120833186031951,0.000137260729899343,8.64416226138986e-05,0,0,0,0.000397149484279954,0,0,0,0,5.6630563297708e-06,0,5.52050375373495e-05,1.18232141177398e-05,0.000119498351991453
"IM0130",2.15874960806375e-05,2.49564982521248e-05,5.48326944103316e-05,8.6488323242454e-06,0,6.78530895467349e-09,0,0.000135144253313892,0,0,0,0,6.60318120676854e-07,0,1.82084421778845e-05,2.13617292238523e-06,2.28013786157386e-05
"IM0131",1.80812579269058e-05,1.46315043505994e-05,0.000113702416546194,2.63220631329425e-06,0,1.11349004067365e-06,0,7.45785098575224e-05,0,0,0,0,3.75054551493569e-07,0,1.37444075711204e-05,1.27617363731316e-05,0.000117918111180024
"IM0132",8.14233572191875e-06,6.1566395846691e-06,1.49920915360106e-05,1.01362837749706e-05,0,4.95183592953693e-10,0,5.4425135563877e-05,0,0,0,0,1.49594407906716e-06,0,8.13869133553589e-06,2.93990862619651e-06,3.44265478532597e-05
"IM0133",4.45824853147002e-05,1.92557446270491e-06,1.97992050990985e-06,4.9634700849843e-06,0,0,0,3.44337970095719e-05,0,0,0,0,3.1658161708122e-07,0,2.21413006059682e-06,5.71214595784136e-07,4.3353753004302e-05
"IM0134",1.13898068381313e-05,4.46092017581805e-05,1.54335819845717e-05,1.71838785418334e-06,0,0,0,6.34875719704692e-05,0,0,0,0,4.25562850051021e-08,0,1.38320056674927e-05,4.21883726589153e-06,7.18891464591641e-05
"IM0135",0,3.81306638153863e-05,1.67363275231041e-06,0,0,0,0,5.23862761926403e-05,0,0,0,0,1.04943823488478e-06,0,6.58599573128249e-06,4.89796419453249e-06,0.000100993953722628
"IM0136",0,8.92589314303597e-05,0,8.74160629417459e-06,0,0,0,8.99890757339189e-05,0,0,0,0,3.84978147175407e-06,0,1.55484358246544e-05,4.60607357466378e-06,9.27593354599718e-05
"IM0137",0,0.00030642358769129,1.81336068734379e-05,0.000106636650587673,0,0,0,0.000369135700667884,0,0,0,0,1.25603539578067e-05,0,5.86228362233651e-05,3.63331500923992e-05,0.000495333817801512
"IM0138",3.24285150644776e-06,5.02967813314658e-06,2.84551836022352e-06,2.2115165182951e-06,0,3.77928742903322e-08,0,1.27432833340604e-05,0,0,0,0,6.52870659419551e-08,0,2.83756937479456e-06,9.5030225891936e-08,1.65411177783864e-06
"IM0139",2.64256793021045e-06,6.63550980569467e-06,7.02903823815893e-06,1.08620790532251e-05,0,1.06608933286127e-06,0,4.66238582615037e-05,0,0,0,0,3.16273545209813e-08,0,5.65714531285297e-06,1.80216198085583e-06,2.6850797541985e-05
"IM0140",0.000109991314418819,1.69636468582662e-05,9.93169511302354e-06,8.19672021366575e-05,0,0,0,1.20442819072139e-05,0,0,0,0,1.11879079923598e-06,0,4.25704152363056e-06,1.17939534789731e-06,0.000130148479693334
"IM0141",3.8205010808445e-05,7.29847535569134e-06,2.98599020036869e-06,6.76887323436743e-05,0,0,0,7.43346232457498e-06,0,0,0,0,5.04075278967081e-07,0,1.47220219736667e-06,5.97074306037696e-07,6.11829081182218e-05
"IM0142",1.10442922410943e-06,1.66465095594691e-06,1.82429049314202e-06,1.4513461159883e-07,0,0,0,5.34075384988619e-06,0,0,0,0,2.35961758178812e-07,0,8.1757541012375e-07,5.60086460501209e-07,6.21143941557341e-06
"IM0143",6.64199057235019e-05,6.13033011576896e-05,1.77054078248815e-05,1.39657455844453e-05,0,0,0,8.93248858615125e-05,0,0,0,0,2.36904754248924e-06,0,1.72910736264389e-05,4.41338134093362e-06,4.25710828536803e-05
"IM0144",7.16350420422096e-05,4.53464849401359e-05,2.23267516237934e-05,2.9092950158297e-05,0,0,0,6.66612157923494e-05,0,0,0,0,1.61487018044426e-06,0,6.11712793912371e-06,6.38285674303514e-07,2.8398828373312e-05
"IM0145",9.81200735326679e-06,5.98463525874013e-06,3.08860428069529e-06,1.35076440764177e-07,0,0,0,9.67104229448431e-06,0,0,0,0,2.54309106779693e-07,0,8.45696836561726e-07,8.15171858219009e-08,4.12588468655601e-06
"IM0146",5.86653231419837e-05,9.39225070694643e-05,0.000120937090532795,0.000832882080080288,0,0,0,0.000120661410497626,0,0,0,0,8.20486817620592e-07,0,2.09828448485103e-05,1.08695334505084e-05,0.000150224185918884
"IM0147",2.04364174696273e-06,5.77711449746228e-06,2.10923568575766e-06,4.19508243923075e-07,0,0,0,5.35589760423678e-06,0,0,0,0,1.38349162796276e-07,0,1.59668349615387e-06,1.49437441769204e-07,1.92675341637507e-06
"IM0148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IM0149",4.52888141164718e-05,6.44987024902597e-05,3.03107336484563e-05,3.64695407825238e-05,0,0,0,8.97522551458428e-05,0,0,0,0,1.3372978647683e-06,0,3.33489022380865e-05,5.26283951468911e-06,6.9838400454711e-05
