"Scenario","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_SelectionSystem_im_median","For_SelectionSystem_ex_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_MFM_AF0",2100,0.000114503811378384,1.37464613094105e-05,9.49093102710735e-06,1.26251750588201e-05,2.49103756915409e-05,2.88501535755105e-05,1.64366733590262e-05,6.11928522040983e-05,2.99679349309615e-06,3.3066453720595e-06,2.84038323204506e-06,3.0420404113081e-07,4.18392667817731e-05,0,0,4.20494448157465e-07,0,0,0,1.00837414311722e-05,1.10663583232216e-05,4.32713274116422e-05,5.91143246705579e-05,1.5505715110594e-06,6.87362759215192e-06,3.37585405178743e-06,0,2.69437583349365e-06,0,2.87623000563366e-05
"RCP_MFM_AF100",2000,0.000605642539587941,1.44137098855578e-05,9.73757767173519e-06,1.29015026471786e-05,2.93464560538659e-05,2.83293607522107e-05,2.04900237186331e-05,6.11264938689597e-05,2.32312531482797e-06,1.82777021087469e-06,2.95849250095749e-06,0,4.1121542727744e-05,0,0,2.90386488603927e-07,0,0,0,0,0,0,0,0,0,4.52405539631698e-06,Inf,1.60018808580607e-06,Inf,2.23698262737397e-05
"RCP_MFM_AF100",2010,0.000594315321486475,1.43604940631306e-05,9.53220918323198e-06,1.28129771955602e-05,3.02035708880328e-05,2.84518617310117e-05,2.1086664053856e-05,6.12796337541367e-05,2.24132425793434e-06,2.13459590318482e-06,2.9524860274401e-06,0,4.09850166501053e-05,0,0,2.97735344511046e-07,0,0,0,0,0,0,0,2.40101211151381e-06,5.27447824996902e-06,4.2518643566154e-06,Inf,1.57973321928283e-06,Inf,2.20940053730802e-05
"RCP_MFM_AF100",2020,0.000612638270165363,1.44751782814105e-05,9.5785672720943e-06,1.29164983105794e-05,3.07529437937261e-05,2.86666465349905e-05,2.1396019492548e-05,6.15560727724255e-05,2.35045621085244e-06,2.34894487220867e-06,2.9767845196474e-06,0,4.13983821760335e-05,0,0,3.01647147724232e-07,0,0,0,3.1252229350471e-06,1.47371530287786e-05,5.02121773933332e-05,8.76536480436638e-05,2.50157031913627e-06,5.47104737748322e-06,4.09925942063384e-06,Inf,1.65299955369098e-06,Inf,2.24372045697115e-05
"RCP_MFM_AF100",2030,0.000599770101286419,1.44370531674806e-05,9.55468229979021e-06,1.28788487679673e-05,3.02801316913186e-05,2.87199075093811e-05,2.07993414779341e-05,6.15434152116326e-05,2.3720744056079e-06,2.37208965005432e-06,2.96825443541719e-06,0,4.11792356599317e-05,0,0,2.93270591870648e-07,0,0,0,5.33957515545673e-06,1.43902110741274e-05,5.66966351739987e-05,8.80477895006684e-05,2.32984812033651e-06,5.57800757933156e-06,4.08228980448938e-06,Inf,1.70941836625833e-06,Inf,2.27738303413544e-05
"RCP_MFM_AF100",2040,0.000597216368728691,1.44262239404407e-05,9.56179542095428e-06,1.2995645241236e-05,3.03177204035453e-05,2.88030856354822e-05,2.06131595118724e-05,6.16037164796408e-05,2.390131217403e-06,2.40290127755979e-06,2.95983760258004e-06,0,4.17820884733495e-05,0,0,2.8874228555767e-07,0,0,0,5.4734841756373e-06,1.31849838427625e-05,5.16065238043964e-05,4.03167918417627e-05,2.30140558962095e-06,5.76040462932393e-06,4.07714508618422e-06,Inf,1.75084097942937e-06,Inf,2.28643853611356e-05
"RCP_MFM_AF100",2050,0.00054627618710861,1.44179464237323e-05,9.62303418856768e-06,1.30320474562823e-05,2.9809091102879e-05,2.88373320604532e-05,2.01875126773751e-05,6.15604351286769e-05,2.53778447155924e-06,2.43054264948441e-06,2.95739264731272e-06,0,4.36532640770469e-05,0,0,2.80230834866901e-07,0,0,0,5.52088677965178e-06,1.24542508280173e-05,5.40688668392275e-05,4.33839461656674e-05,2.20741501508258e-06,6.16652641426261e-06,4.06560146898923e-06,Inf,1.80939461457147e-06,Inf,2.29378764916574e-05
"RCP_MFM_AF100",2060,0.000463641334438366,1.43251806006518e-05,9.59978692811852e-06,1.30319880069143e-05,2.94416864932884e-05,2.88668201951126e-05,1.96407851725903e-05,6.15372521170361e-05,2.85163281753007e-06,2.48596068337952e-06,2.94344636204121e-06,0,4.51416589569558e-05,0,0,2.64881228256909e-07,0,0,0,5.40001487041263e-06,1.20384504356428e-05,5.40641387070893e-05,5.67856442464121e-05,2.10981546992381e-06,6.25304995185532e-06,4.0577888536634e-06,Inf,1.88216726811086e-06,Inf,2.31731101196772e-05
"RCP_MFM_AF100",2070,0.000353094634146322,1.4106358559901e-05,9.48738905868576e-06,1.2927653919802e-05,2.8583040818809e-05,2.88999453345437e-05,1.91811361233026e-05,6.15138152133519e-05,3.26628204464975e-06,2.63330495678635e-06,2.90235095716954e-06,0,4.54160436539743e-05,0,0,2.44571295541166e-07,0,0,0,6.66530250129997e-06,1.12368691155062e-05,5.05332793438409e-05,4.98481153581931e-05,1.95740557656725e-06,6.16799318469559e-06,3.98149628573463e-06,Inf,2.02490022850877e-06,Inf,2.41959001650466e-05
"RCP_MFM_AF100",2080,0.000219301016324762,1.38767224081037e-05,9.57772275264714e-06,1.28041649638273e-05,2.75069756499254e-05,2.8963455757339e-05,1.85206620130072e-05,6.15081560408653e-05,3.5024225409459e-06,3.03285362347209e-06,2.86843304675828e-06,0,4.43909592872293e-05,0,0,2.32971462052874e-07,0,0,0,6.74316104925216e-06,1.1077749547845e-05,4.86032416884284e-05,4.52555759236755e-05,1.87666687422109e-06,6.43111635234231e-06,3.81527212259987e-06,Inf,2.25123481157585e-06,Inf,2.55827341364694e-05
"RCP_MFM_AF100",2090,0.000161764000802558,1.37972602541087e-05,9.5084844247226e-06,1.26938003871968e-05,2.61179723288194e-05,2.89675771632093e-05,1.76080627070549e-05,6.14575340192356e-05,3.71019511135078e-06,3.09750181738737e-06,2.85265187770125e-06,0,4.4023428848692e-05,0,0,2.28072661284206e-07,0,0,0,8.91133440076225e-06,1.09950901033131e-05,4.64472459342074e-05,4.97924193745985e-05,1.70547145178486e-06,6.78903414383302e-06,3.6083877891997e-06,Inf,2.51451153253021e-06,Inf,2.73488696606637e-05
"RCP_MFM_AF100",2100,0.000108497821195291,1.38402154249033e-05,9.56272249096791e-06,1.26606250296185e-05,2.48397777310557e-05,2.8857036324491e-05,1.6416145533954e-05,6.11972779306593e-05,3.92483545480464e-06,3.14266281000899e-06,2.83999601917676e-06,0,4.30138508303368e-05,0,0,2.22154235063726e-07,0,0,0,1.01463281213117e-05,1.08579050449894e-05,4.32870112069331e-05,5.62915159483507e-05,1.54714934911171e-06,6.87501510309212e-06,3.39791775168895e-06,0,2.72145443093892e-06,0,2.8840499738062e-05
"RCP_MFM_AF25",2000,0.000605642989646088,1.44137175718253e-05,9.73758613950449e-06,1.29015130312382e-05,2.93464758393449e-05,2.83293875165236e-05,2.04900310902265e-05,6.11265431202045e-05,2.32313311177167e-06,1.83232852867685e-06,2.95849866368058e-06,0,4.11588478428415e-05,0,0,2.90387133336181e-07,0,0,0,0,0,0,0,0,0,4.52398608787065e-06,Inf,1.60018390705121e-06,Inf,2.23702335106438e-05
"RCP_MFM_AF25",2010,0.000594316033135855,1.43605043236434e-05,9.53222068841271e-06,1.28130009339444e-05,3.02035997725787e-05,2.84519019648774e-05,2.10866761762834e-05,6.12796966549003e-05,2.24133310851969e-06,2.13943803503695e-06,2.95249385120378e-06,0,4.10443544157649e-05,0,0,2.97736128616069e-07,0,0,0,0,0,0,0,2.40101528402848e-06,5.27448085138557e-06,4.2517738911619e-06,Inf,1.57971918205208e-06,Inf,2.20946078634727e-05
"RCP_MFM_AF25",2020,0.000612771543915323,1.44761459727012e-05,9.58089099286976e-06,1.29240561806017e-05,3.07528818077273e-05,2.86666021975261e-05,2.13960037745708e-05,6.15561837836978e-05,2.34935887231689e-06,2.3828097453005e-06,2.97749556418417e-06,0,4.14146326288075e-05,0,0,3.02010843057102e-07,0,0,0,3.1237386238639e-06,1.46113554577143e-05,5.02121371442264e-05,9.61947742009754e-05,2.50127592135846e-06,5.47105709137583e-06,4.09679158236083e-06,Inf,1.65173133514733e-06,Inf,2.24288211827777e-05
"RCP_MFM_AF25",2030,0.000600180501850094,1.44448907059464e-05,9.56036167330197e-06,1.28929864740479e-05,3.02801988946971e-05,2.87200343397028e-05,2.07994035960331e-05,6.15436167475397e-05,2.35098856353495e-06,2.39161307476113e-06,2.97051212425406e-06,2.85562442606298e-07,4.10681823239532e-05,0,0,3.06556309308363e-07,0,0,0,5.34244371523921e-06,1.4340495622202e-05,5.66965665748775e-05,9.71291622484097e-05,2.3303076020697e-06,5.57804920288571e-06,4.07965252027353e-06,Inf,1.70796621298996e-06,Inf,2.27643614374473e-05
"RCP_MFM_AF25",2040,0.000598085869576192,1.44320129313966e-05,9.5656791136631e-06,1.30082624372191e-05,3.03159591052225e-05,2.88015615054853e-05,2.06127180020513e-05,6.16026383844199e-05,2.31909052326259e-06,2.39600153773074e-06,2.96177366097293e-06,2.75597580026797e-07,4.02945292471769e-05,0,0,3.13557974062337e-07,0,0,0,5.47821873555354e-06,1.35031059736387e-05,5.16038422738107e-05,4.30689184489968e-05,2.30212949172261e-06,5.76039000330951e-06,4.0763011401761e-06,Inf,1.74961295840318e-06,Inf,2.28589655099692e-05
"RCP_MFM_AF25",2050,0.000547207021381568,1.44145514061103e-05,9.62108531245495e-06,1.30341712241234e-05,2.98103834073619e-05,2.88338212354417e-05,2.01868171201288e-05,6.15578376272313e-05,2.3823810529401e-06,2.40569821814303e-06,2.95853668077612e-06,2.89399527191709e-07,4.19628075664661e-05,0,0,3.17249016660808e-07,0,0,0,5.520152954186e-06,1.26823277023733e-05,5.40641345952043e-05,4.40500596229276e-05,2.20864582157329e-06,6.16645819962454e-06,4.06587236574419e-06,Inf,1.80809872529182e-06,Inf,2.29342964232224e-05
"RCP_MFM_AF25",2060,0.000465407288864351,1.43181951739685e-05,9.59428951632999e-06,1.30319349327503e-05,2.94498462810224e-05,2.88579414218097e-05,1.96401179103288e-05,6.15288753002162e-05,2.53675008080169e-06,2.46133091795317e-06,2.94471999669717e-06,2.84221023618064e-07,4.15271014675718e-05,0,0,3.21929485034211e-07,0,0,0,5.40309564343734e-06,1.23716686348708e-05,5.40529551486953e-05,5.41897537142729e-05,2.11029721752278e-06,6.25260801021217e-06,4.06054733833612e-06,Inf,1.88129808670341e-06,Inf,2.31854278821537e-05
"RCP_MFM_AF25",2070,0.000357317791055696,1.41131044152269e-05,9.487770218528e-06,1.2943890707779e-05,2.85928996162325e-05,2.88889209548699e-05,1.91805228650805e-05,6.1504103232829e-05,2.8693906771075e-06,2.61818971767137e-06,2.9082605856335e-06,2.94082466954405e-07,4.2252754275278e-05,0,0,2.98248695511022e-07,0,0,0,6.66566670761438e-06,1.16903837197165e-05,5.05207327857337e-05,5.01082175544622e-05,1.96129590563e-06,6.16761441664379e-06,3.97986939605378e-06,Inf,2.02141915009937e-06,Inf,2.41913898187474e-05
"RCP_MFM_AF25",2080,0.000224283086273167,1.3899266165735e-05,9.58942292247851e-06,1.28297311647704e-05,2.75245931371081e-05,2.89517474203593e-05,1.85199682242597e-05,6.14980566972207e-05,3.01644902863439e-06,2.92152572821593e-06,2.87906713403012e-06,3.06365350435492e-07,4.11258347563642e-05,0,0,2.77682306961564e-07,0,0,0,6.75027738726879e-06,1.13640716718954e-05,4.85887201708236e-05,4.65480294300028e-05,1.88332686341719e-06,6.43047926710802e-06,3.80972371254491e-06,Inf,2.24385610983123e-06,Inf,2.55639397234319e-05
"RCP_MFM_AF25",2090,0.000165264793191503,1.38069999642038e-05,9.51365779044951e-06,1.27178604059548e-05,2.6138740338487e-05,2.89570441849039e-05,1.76206527018774e-05,6.14491282250018e-05,3.10141164934055e-06,3.19656015852679e-06,2.86385082530246e-06,3.06233368851176e-07,4.07115383925152e-05,0,0,2.67409406441373e-07,0,0,0,8.90747768954758e-06,1.10170887167247e-05,4.64321227801803e-05,5.06149251098849e-05,1.71139301329213e-06,6.78789811477109e-06,3.59398395869849e-06,Inf,2.4976169099762e-06,Inf,2.73043563752765e-05
"RCP_MFM_AF25",2100,0.000112071461751532,1.37308575879235e-05,9.49693949906667e-06,1.26082636938932e-05,2.48926698692635e-05,2.8849507225561e-05,1.64306067261375e-05,6.11926976451336e-05,3.16248779464307e-06,3.31523314205361e-06,2.83382591746838e-06,3.00939966162675e-07,3.98921923863333e-05,0,0,2.63935749899332e-07,0,0,0,1.00724554641808e-05,1.07682892689918e-05,4.3273656203399e-05,5.77054550215199e-05,1.54745353574512e-06,6.87370681896358e-06,3.37904688905102e-06,0,2.69952772536854e-06,0,2.87833654562375e-05
"RCP_MFM_AF50",2000,0.000605642891315864,1.44137159539754e-05,9.73758463593107e-06,1.2901511214471e-05,2.93464687717934e-05,2.83293766336642e-05,2.04900277302299e-05,6.11265325928526e-05,2.32313146838166e-06,1.82763637399504e-06,2.95849740856244e-06,0,4.11472641306324e-05,0,0,2.90386988992735e-07,0,0,0,0,0,0,0,0,0,4.52402778968682e-06,Inf,1.60019496847565e-06,Inf,2.23701584650272e-05
"RCP_MFM_AF50",2010,0.00059431571505885,1.43605009472409e-05,9.5322161799499e-06,1.28129868087092e-05,3.02035894879658e-05,2.84518867275242e-05,2.10866702455214e-05,6.12796895436511e-05,2.24133073371513e-06,2.1349441401857e-06,2.95249139997675e-06,0,4.10274950315288e-05,0,0,2.97735881878204e-07,0,0,0,0,0,0,0,2.40101510982609e-06,5.27447946763721e-06,4.2518313306352e-06,Inf,1.57973523267871e-06,Inf,2.20945292039041e-05
"RCP_MFM_AF50",2020,0.000612639863506398,1.44751965940754e-05,9.57858600077596e-06,1.29165150490708e-05,3.07530322500539e-05,2.8666726869367e-05,2.13960389907909e-05,6.15562018974654e-05,2.35045752920996e-06,2.34975188648179e-06,2.97679286616871e-06,0,4.15339046890419e-05,0,0,3.0164763506459e-07,0,0,0,3.12523380913162e-06,1.4737190538843e-05,5.02121812737996e-05,0,2.50157648908087e-06,5.47104914110185e-06,4.09917592227371e-06,Inf,1.65299400231255e-06,Inf,2.24377184837462e-05
"RCP_MFM_AF50",2030,0.000599893782939863,1.44384094641254e-05,9.55574277416142e-06,1.28813058296742e-05,3.02801430790719e-05,2.8719972142873e-05,2.07993402208313e-05,6.15434818682473e-05,2.34898526802821e-06,2.35959205529159e-06,2.96885896968151e-06,2.84130876255454e-07,4.13855832561484e-05,0,0,3.01618951123537e-07,0,0,0,5.34010069994969e-06,1.43811616769845e-05,5.66962125690944e-05,4.21339218682556e-05,2.33019293658922e-06,5.57801186717668e-06,4.08215144014626e-06,Inf,1.70920771306172e-06,Inf,2.27730466480133e-05
"RCP_MFM_AF50",2040,0.000597404809456866,1.44237398741198e-05,9.56113693257139e-06,1.29954544192196e-05,3.0316855766162e-05,2.88008718336106e-05,2.06127337514031e-05,6.16020853128219e-05,2.31618867608217e-06,2.36315192032252e-06,2.95969145647987e-06,2.83707357131582e-07,4.01077381803274e-05,0,0,3.04648576918605e-07,0,0,0,5.47509119822359e-06,1.33642028614416e-05,5.16011403950903e-05,4.1530986472989e-05,2.30160268041246e-06,5.76035577036928e-06,4.07914304007931e-06,Inf,1.75164395085055e-06,Inf,2.28713279105621e-05
"RCP_MFM_AF50",2050,0.000546940276788907,1.44178265874333e-05,9.61980111067085e-06,1.30311350442562e-05,2.98093397842133e-05,2.88332315663332e-05,2.01868609657396e-05,6.15575516294409e-05,2.45647324152722e-06,2.42270186384484e-06,2.95827663104677e-06,2.87387179442875e-07,4.17667505907746e-05,0,0,2.99546501747429e-07,0,0,0,5.52046920968371e-06,1.27104202507185e-05,5.40618125991369e-05,4.32515098619093e-05,2.20887865532609e-06,6.16646284084787e-06,4.0678358987846e-06,Inf,1.80976409647947e-06,Inf,2.29460744479444e-05
"RCP_MFM_AF50",2060,0.000464709861776515,1.43152612884461e-05,9.59180923012551e-06,1.30247589896161e-05,2.94485835789972e-05,2.88595115617666e-05,1.96399564719265e-05,6.15313293558729e-05,2.63199563144349e-06,2.45485659514193e-06,2.94341269445813e-06,2.84978397155843e-07,4.39450838141477e-05,0,0,2.95243471938283e-07,0,0,0,5.40107728805045e-06,1.22366771595336e-05,5.40548512136532e-05,5.54986745969345e-05,2.11037982349878e-06,6.25281173500707e-06,4.0589513233169e-06,Inf,1.88348083537573e-06,Inf,2.31818939093144e-05
"RCP_MFM_AF50",2070,0.000356364157925336,1.41008430977165e-05,9.48210328690317e-06,1.29284081216781e-05,2.8587524996621e-05,2.88912273652718e-05,1.91799360006614e-05,6.15072763566782e-05,2.99118961557896e-06,2.57472651794882e-06,2.90380210798893e-06,2.9125463872658e-07,4.4492631246235e-05,0,0,2.69922450165712e-07,0,0,0,6.65925546753959e-06,1.16117845731578e-05,5.05256577429517e-05,5.25362736434974e-05,1.95946568291816e-06,6.16786652581371e-06,3.98024218830355e-06,Inf,2.02537393080772e-06,Inf,2.4190081120827e-05
"RCP_MFM_AF50",2080,0.000223053118823512,1.38893111599456e-05,9.58349001109733e-06,1.28149713268267e-05,2.75141066999882e-05,2.89533375625116e-05,1.8519627957833e-05,6.15001280490904e-05,3.19827715248345e-06,2.90319771175147e-06,2.8743879928276e-06,2.94667128173721e-07,4.24884573413148e-05,0,0,2.50547594098689e-07,0,0,0,6.74490756728736e-06,1.12696205600812e-05,4.8592421046106e-05,4.77562019738428e-05,1.88103267057232e-06,6.43058735450743e-06,3.81317524171256e-06,Inf,2.2502604168317e-06,Inf,2.55781661460391e-05
"RCP_MFM_AF50",2090,0.000164237546361285,1.37918598829022e-05,9.50534774290958e-06,1.26976881813594e-05,2.61309306549542e-05,2.89584293167976e-05,1.76150996623933e-05,6.14504107773782e-05,3.30082186991663e-06,3.07422305081372e-06,2.8575035809061e-06,2.92055488643846e-07,4.18599176638135e-05,0,0,2.44165847432186e-07,0,0,0,8.89837501652175e-06,1.10167804961255e-05,4.64352729041893e-05,5.08370467757167e-05,1.70836251862582e-06,6.78801606740951e-06,3.59986869630424e-06,Inf,2.50705444949074e-06,Inf,2.73278865271284e-05
"RCP_MFM_AF50",2100,0.000110975590171596,1.37194969761352e-05,9.48824534028171e-06,1.25885811907213e-05,2.48764661189172e-05,2.88504984869455e-05,1.64245296324512e-05,6.11935776183355e-05,3.40239709578345e-06,3.15661978690547e-06,2.82753508097899e-06,2.97747239976457e-07,4.05872367749244e-05,0,0,2.37975877693056e-07,0,0,0,1.00639227925237e-05,1.07832247342138e-05,4.32768523265437e-05,5.72619680695887e-05,1.54483812997845e-06,6.87394582202572e-06,3.38590133485832e-06,0,2.71008123822893e-06,0,2.88073849805363e-05
"RCP_MFM_AF75",2000,0.000605642822568765,1.4413714716383e-05,9.73758305548732e-06,1.29015091886664e-05,2.93464652528667e-05,2.83293702699697e-05,2.04900282142531e-05,6.11265202147391e-05,2.32313022012103e-06,1.82569471685824e-06,2.95849636581873e-06,0,4.11473353272802e-05,0,0,2.90386881364487e-07,0,0,0,0,0,0,0,0,0,4.5240449245141e-06,Inf,1.60019344304758e-06,Inf,2.23700817768583e-05
"RCP_MFM_AF75",2010,0.000594315638013268,1.4360499564362e-05,9.53221461173921e-06,1.28129845155961e-05,3.0203582617096e-05,2.84518764751767e-05,2.10866710911424e-05,6.12796703778249e-05,2.24132941672644e-06,2.13296458719281e-06,2.9524902575853e-06,0,4.10295763209469e-05,0,0,2.97735769656331e-07,0,0,0,0,0,0,0,2.40101440130962e-06,5.27447953418628e-06,4.25185694174699e-06,Inf,1.57973554213365e-06,Inf,2.20943998098563e-05
"RCP_MFM_AF75",2020,0.000612640203041575,1.4475198278679e-05,9.57858786784236e-06,1.29165146043258e-05,3.0753016900616e-05,2.86666993899047e-05,2.1396037064485e-05,6.15561664285508e-05,2.35045674131743e-06,2.34785778197321e-06,2.97679232734093e-06,0,4.15105427434447e-05,0,0,3.01647464876308e-07,0,0,0,3.12523223619024e-06,1.47371927630893e-05,5.02121860219189e-05,1.63646646620018e-05,2.50157646808773e-06,5.47104932160879e-06,4.09922056398221e-06,Inf,1.65299542772686e-06,Inf,2.24376037896026e-05
"RCP_MFM_AF75",2030,0.000599828460778819,1.44382390847412e-05,9.55497397305061e-06,1.28800741496647e-05,3.02796116950468e-05,2.8719831894441e-05,2.07990606451674e-05,6.15433221229553e-05,2.36504993275203e-06,2.35916728012481e-06,2.96859597739104e-06,2.8602151598055e-07,4.18783803116575e-05,0,0,2.9691300682831e-07,0,0,0,5.33976368189303e-06,1.43997718300032e-05,5.66959065848997e-05,4.39822937132008e-05,2.33007690200326e-06,5.57796063541104e-06,4.08235081216019e-06,Inf,1.70927212113979e-06,Inf,2.27734345226307e-05
"RCP_MFM_AF75",2040,0.000597211744220676,1.44236688020027e-05,9.560275346744e-06,1.29957812075289e-05,3.03170004690248e-05,2.88017172802749e-05,2.06129208159874e-05,6.16026373947595e-05,2.34638777752114e-06,2.37107591278965e-06,2.95949861622827e-06,2.84944175251163e-07,4.10827558085927e-05,0,0,2.96538022453432e-07,0,0,0,5.47433199602398e-06,1.32780471021603e-05,5.16030106482869e-05,4.05144286477336e-05,2.30133649844456e-06,5.76030951785907e-06,4.0782347665972e-06,Inf,1.75129518830463e-06,Inf,2.28675590694224e-05
