"Scenario","Year","Annual_EU_median","Permanent_EU_median","Pasture_EU_median","Urban_EU_median","Annual_RoW_median","Permanent_RoW_median","Pasture_RoW_median","Urban_RoW_median","For_ClearCut_EU_median","For_ClearCut_im_median","For_ClearCut_ex_median","For_Retention_EU_median","For_Plantation_im_median","For_TimberPlant_EU_median","For_TimberPlant_ex_median","For_SelectionSystem_EU_median","For_Selective_im_median","EP_EU_median","EP_conv_EU_median","EP_RoW_median","EP_conv_im_median","Afforested_EU_median","Afforested_RoW_median","Regrowth_median","ForOther_Extensive_EU_median","ForOther_Extensive_RoW_median","ForOther_Intensive_EU_median","ForOther_Intensive_RoW_median"
"RCP_SFM_AF25",2070,0.000270185414418655,1.06979574851761e-05,7.19332789476946e-06,9.81640514776075e-06,2.16598931862848e-05,2.18892540948572e-05,1.45306148142267e-05,4.65989090374694e-05,2.17349210573878e-06,2.02754369203789e-06,2.29465695356808e-06,2.37985179616943e-07,3.4104253512765e-05,0,0,3.06040110571835e-07,0,5.04951145232809e-06,8.77437048394476e-06,3.82805867503905e-05,3.7847578403368e-05,1.48699946934717e-06,4.67273557810257e-06,3.05555571434439e-06,2.32855418872308e-07,1.59071161356708e-06,2.57159811241882e-06,1.85703271457922e-05
"RCP_SFM_AF25",2080,0.000168857060069507,1.05358620207858e-05,7.27041446237962e-06,9.72902616746498e-06,2.08469581163591e-05,2.19369095782377e-05,1.40305599213954e-05,4.659400651963e-05,2.27420401314472e-06,2.28352108120706e-06,2.27157050790453e-06,2.37224558856802e-07,3.33547050865259e-05,0,0,3.28730069142201e-07,0,5.11686372417173e-06,8.47811194591713e-06,3.68155777127831e-05,3.49141034300632e-05,1.42729971382206e-06,4.87184920226183e-06,2.92612999281048e-06,2.33128295314183e-07,1.76381159186086e-06,2.56360332473953e-06,1.96252099224071e-05
"RCP_SFM_AF25",2090,0.000123992970786274,1.04622892011981e-05,7.21231950655947e-06,9.64056425643686e-06,1.97943642419475e-05,2.19407638178346e-05,1.33447965676726e-05,4.65556881472239e-05,2.31544781504971e-06,2.36466915163037e-06,2.25846183134272e-06,2.39408782835881e-07,3.29820899346488e-05,0,0,4.47215181579539e-07,0,6.75068556709264e-06,8.25367991017826e-06,3.51813018792492e-05,3.90752927998927e-05,1.2964744948058e-06,5.14277387026268e-06,2.76429314106824e-06,2.33765984170301e-07,1.96171946695643e-06,2.56527214473725e-06,2.09596771447613e-05
"RCP_SFM_AF25",2100,8.42859099805477e-05,1.04212302102307e-05,7.21197953872956e-06,9.57581195155068e-06,1.88446883981517e-05,2.18604767643005e-05,1.24434078188572e-05,4.63626500270169e-05,2.34236812578002e-06,2.42356603543908e-06,2.24814910528985e-06,2.48611751251459e-07,3.19407163756202e-05,0,0,6.05858619749142e-07,0,7.65196686142841e-06,8.11320295835616e-06,3.27892197112712e-05,4.37414330529433e-05,1.17606856664483e-06,5.20807785746587e-06,2.59571966296524e-06,2.33622004216422e-07,2.11084157087319e-06,2.55795162021754e-06,2.20113003144692e-05
"RCP_SFM_AF50",2000,0.000458816943006006,1.09178688577408e-05,7.37660764036747e-06,9.77369500704724e-06,2.22321634565264e-05,2.14616352812309e-05,1.55227453872556e-05,4.63079435639749e-05,1.71043714347491e-06,1.38406591881496e-06,2.46361581116993e-06,0,3.11586181449769e-05,0,0,2.19989969502246e-07,0,0,0,0,0,0,0,3.47944813821876e-06,2.37043297392036e-07,1.26367512302725e-06,2.73885714689807e-06,1.71493272462452e-05
"RCP_SFM_AF50",2010,0.00045041645470704,1.08735893075423e-05,7.21986254475094e-06,9.70852524889995e-06,2.28814200696637e-05,2.15543299983215e-05,1.59746980612753e-05,4.6423921433233e-05,1.6524721449294e-06,1.61668091840462e-06,2.45833304424387e-06,0,3.10533842971243e-05,0,0,2.26879077130609e-07,0,0,0,0,0,1.81795260936734e-06,3.99583449168363e-06,3.27169356128847e-06,2.37586620282091e-07,1.24617756773281e-06,2.73266423007455e-06,1.69501839061442e-05
"RCP_SFM_AF50",2020,0.00046434351534154,1.09674428432655e-05,7.25812262356545e-06,9.79410250410014e-06,2.32976447137123e-05,2.17170470204903e-05,1.62090687046928e-05,4.66333457604458e-05,1.71825254345103e-06,1.77877093473649e-06,2.47976279736387e-06,0,3.13892283307513e-05,0,0,2.30026185013094e-07,0,2.36498333295032e-06,1.11627842709477e-05,3.80395031284997e-05,0,1.8942615681868e-06,4.14474519429364e-06,3.15367595718512e-06,2.37369278999723e-07,1.30342219713494e-06,2.70715319474248e-06,1.72318483092573e-05
"RCP_SFM_AF50",2030,0.000454751398432302,1.0942523345122e-05,7.24232373532739e-06,9.7700734652386e-06,2.29392458435198e-05,2.17575920054551e-05,1.57569594277106e-05,4.66239231239815e-05,1.71966104520737e-06,1.79685051358783e-06,2.47171029889485e-06,2.10682735822809e-07,3.15760350475096e-05,0,0,2.4142776232355e-07,0,4.04638596348286e-06,1.09141122707492e-05,4.2952311900437e-05,3.33776742535637e-05,1.76515453971201e-06,4.22576765156388e-06,3.13965599624403e-06,2.39347108679469e-07,1.34703979345454e-06,2.72823124830805e-06,1.74922568265646e-05
"RCP_SFM_AF50",2040,0.000453039105962838,1.09416597502583e-05,7.25152435883043e-06,9.86521732284984e-06,2.29687411515482e-05,2.18225595543908e-05,1.56164367921106e-05,4.66711588159387e-05,1.72722390797091e-06,1.84553064350135e-06,2.46617162257038e-06,2.44189190226785e-07,3.26403218620658e-05,0,0,2.60003918368846e-07,0,4.14963500935952e-06,1.004499938888e-05,3.91003771689537e-05,3.00768253055024e-05,1.74465114370739e-06,4.3640752796573e-06,3.13286357972036e-06,2.35539303663963e-07,1.37860270473349e-06,2.67659409637523e-06,1.75626556771652e-05
"RCP_SFM_AF50",2050,0.000414379060329776,1.09360635339197e-05,7.29965541693592e-06,9.89264743444549e-06,2.25819348295672e-05,2.18485527365013e-05,1.5293585107804e-05,4.66381556497869e-05,1.81286715845886e-06,1.93520688601386e-06,2.46401915860261e-06,2.47433998768712e-07,3.26033020972237e-05,0,0,2.83212728550199e-07,0,4.18686190526102e-06,9.39289165045115e-06,4.09653713921843e-05,3.33962250431862e-05,1.67422955731864e-06,4.67172866923228e-06,3.1251952529553e-06,2.35267231829967e-07,1.42358502633697e-06,2.66746588397753e-06,1.76309637935682e-05
"RCP_SFM_AF50",2060,0.000351732906844587,1.08655732995928e-05,7.2842720329361e-06,9.892528472773e-06,2.23058121924757e-05,2.18731870528075e-05,1.48801856884612e-05,4.66233909361916e-05,1.98921143881612e-06,2.01379697227454e-06,2.45115836396822e-06,2.55592815596073e-07,3.4449427050846e-05,0,0,3.12628318668528e-07,0,4.0951711703003e-06,9.06907219434814e-06,4.09660103625918e-05,4.26203918477994e-05,1.60038525525608e-06,4.73748871450664e-06,3.1143026867473e-06,2.34620110949806e-07,1.47800153238651e-06,2.64161460096382e-06,1.77830218900673e-05
"RCP_SFM_AF50",2070,0.000267537322397266,1.07018664051557e-05,7.19974896593939e-06,9.81691138136103e-06,2.16560320805479e-05,2.18991461960748e-05,1.45322534119108e-05,4.66068786610287e-05,2.23318567521804e-06,2.13035869196106e-06,2.41858940466552e-06,2.56505584478354e-07,3.50346952922917e-05,0,0,3.58085697482754e-07,0,5.05336036682706e-06,8.48886735316366e-06,3.82914824729869e-05,3.85988993681064e-05,1.4861346685924e-06,4.67312913349099e-06,3.05291974925104e-06,2.32605932375432e-07,1.58888652251755e-06,2.57247823454238e-06,1.85631115022671e-05
"RCP_SFM_AF50",2080,0.00016579579411402,1.05305742685703e-05,7.27017403789251e-06,9.7269647747429e-06,2.08419892692119e-05,2.19477416223628e-05,1.40319142831956e-05,4.66028512813801e-05,2.32099336202691e-06,2.42722299747495e-06,2.39026465830067e-06,2.56589916785423e-07,3.47294989292732e-05,0,0,5.6891997115421e-07,0,5.11526933411799e-06,8.34336541523239e-06,3.68285008419744e-05,3.49217597434528e-05,1.42566703694821e-06,4.87266369846291e-06,2.92460589873385e-06,2.32983641378266e-07,1.76310685020723e-06,2.56670437888158e-06,1.96171612359987e-05
"RCP_SFM_AF50",2090,0.000121699920078854,1.04526249777303e-05,7.21218836138072e-06,9.63002299312201e-06,1.97899231429588e-05,2.19515344367942e-05,1.33406652989884e-05,4.65640517077621e-05,2.37980518063361e-06,2.49192487792716e-06,2.37459229096599e-06,2.51081836068994e-07,3.43416297862971e-05,0,0,7.01877480679774e-07,0,6.74775831949629e-06,8.26494779859764e-06,3.5197179990548e-05,3.80251932881125e-05,1.29411018591997e-06,5.14432898213742e-06,2.76430294097283e-06,2.33561888992253e-07,1.96330522692444e-06,2.56973228143119e-06,2.09489639200087e-05
"RCP_SFM_AF50",2100,8.18644939622913e-05,1.04114901923841e-05,7.21430845200074e-06,9.56380607570985e-06,1.88190250800399e-05,2.18694917550161e-05,1.24378929273248e-05,4.63682386101831e-05,2.44983517010388e-06,2.50573250256218e-06,2.36419982829587e-06,2.50197144271009e-07,3.34491515472358e-05,0,0,7.49837044784792e-07,0,7.64615181579513e-06,8.14008845604513e-06,3.28027289788628e-05,4.31837200087383e-05,1.17374859505844e-06,5.20972594392075e-06,2.59954124512025e-06,2.3343857556453e-07,2.11538061356995e-06,2.56437952938288e-06,2.20113536930127e-05
"RCP_SFM_AF75",2000,0.000458783671960651,1.09127055525287e-05,7.37445045375311e-06,9.76908366836996e-06,2.22321064920465e-05,2.14615912785617e-05,1.5522739373108e-05,4.63078245921944e-05,1.67190794209687e-06,1.3783809172992e-06,2.64715428711162e-06,0,3.11197604405839e-05,0,0,2.19962597432353e-07,0,0,0,0,0,0,0,3.4795328607032e-06,2.37019647520399e-07,1.2636856498963e-06,2.73846433085662e-06,1.71491280495023e-05
"RCP_SFM_AF75",2010,0.000450376703128808,1.08654823410931e-05,7.21641362833619e-06,9.7007248199979e-06,2.2881347621306e-05,2.15542721935912e-05,1.5974687061538e-05,4.64237842118566e-05,1.60750492607488e-06,1.61014301656124e-06,2.64036756880546e-06,0,3.09980419361664e-05,0,0,2.26823777357076e-07,0,0,0,0,0,1.81727906674521e-06,3.99582888867531e-06,3.27181038192712e-06,2.37564775207381e-07,1.2461946030991e-06,2.73228935039008e-06,1.6949810939547e-05
"RCP_SFM_AF75",2020,0.00046437068587877,1.09670726428814e-05,7.2585370539221e-06,9.79559300462834e-06,2.32975033739408e-05,2.17169139104505e-05,1.62090388327608e-05,4.6633141692814e-05,1.65763604220701e-06,1.7829830135089e-06,2.66467840285866e-06,0,3.12732918267511e-05,0,0,2.30037889530759e-07,0,2.36469631497237e-06,1.10964500164342e-05,3.80394927351731e-05,6.63643395959142e-05,1.89366884332487e-06,4.14473936593048e-06,3.15314258871358e-06,2.37489595797208e-07,1.30305555370348e-06,2.71161313028896e-06,1.72295168321813e-05
"RCP_SFM_AF75",2030,0.000454831820314967,1.09470868463339e-05,7.24460611184429e-06,9.77546155455263e-06,2.29397989861395e-05,2.17587848937719e-05,1.57574163188536e-05,4.66249375854132e-05,1.68238877144572e-06,1.81209304633615e-06,2.65523985656863e-06,2.04512713184018e-07,3.08102630039537e-05,0,0,2.43141864589435e-07,0,4.04798765022623e-06,1.08163041379759e-05,4.29548826623156e-05,7.09849743862639e-05,1.76485614707495e-06,4.22588603293947e-06,3.13815404964551e-06,2.3933511581612e-07,1.3456648931918e-06,2.73089819865522e-06,1.74865401708648e-05
"RCP_SFM_AF75",2040,0.000453050517372082,1.09558794962193e-05,7.25903109259564e-06,9.87697325647683e-06,2.29680153960949e-05,2.18230706389637e-05,1.56165386279227e-05,4.66727627893327e-05,1.72114100016839e-06,1.98404757492385e-06,2.65013217515506e-06,2.61069587057054e-07,3.16503548191455e-05,0,0,2.66729266529339e-07,0,4.15500660902809e-06,9.73799663474242e-06,3.91025159360342e-05,3.26752311376831e-05,1.74472145197419e-06,4.36436380013502e-06,3.13278474540085e-06,2.35477547035166e-07,1.37752268011531e-06,2.6794043362759e-06,1.75591723506091e-05
"RCP_SFM_AF75",2050,0.000413744003388288,1.09366463084472e-05,7.30494930622011e-06,9.9003682405277e-06,2.25823485208498e-05,2.18515546367972e-05,1.52948236300926e-05,4.66432302344741e-05,1.78202480447798e-06,2.12368870916706e-06,2.64464011643497e-06,2.69463176841161e-07,3.26093776946094e-05,0,0,3.00278242320756e-07,0,4.18999763858154e-06,9.04243619175044e-06,4.09731617298317e-05,3.31266420648645e-05,1.67336972801131e-06,4.67228566099473e-06,3.12160833761677e-06,2.34857936321598e-07,1.42205468500876e-06,2.66016357471286e-06,1.76092364484382e-05
"RCP_SFM_AF75",2060,0.000349601996880214,1.08779313408718e-05,7.2958234617061e-06,9.8981792818135e-06,2.23095115694262e-05,2.18778614304021e-05,1.48807388156885e-05,4.66307040015301e-05,2.04779146260049e-06,2.21091888847159e-06,2.63261972929466e-06,2.69904354315183e-07,3.69820756151223e-05,0,0,3.40272983689493e-07,0,4.09599010026782e-06,8.5382757389573e-06,4.09763159670729e-05,4.03309266926248e-05,1.60097465787751e-06,4.7381770619574e-06,3.10732455625304e-06,2.34160165391782e-07,1.47903566538563e-06,2.63291967038917e-06,1.77518746173353e-05
"RCP_SFM_AF75",2070,0.000265196197850744,1.07112127897995e-05,7.20926812826058e-06,9.81840603662801e-06,2.16591968585334e-05,2.19031963445643e-05,1.45325559316599e-05,4.66137230732067e-05,2.2778547039936e-06,2.37513203932678e-06,2.59376370207466e-06,2.6898614501481e-07,3.64984760202918e-05,0,0,4.80890819414342e-07,0,5.05255613062402e-06,8.16256057178273e-06,3.83023571218782e-05,3.47414663906764e-05,1.48478172201906e-06,4.67380500977339e-06,3.05029001415023e-06,2.32209430748231e-07,1.59123660456219e-06,2.56577295047304e-06,1.85531431498525e-05
"RCP_SFM_AF75",2080,0.00016289997831005,1.05215198899493e-05,7.27512205221825e-06,9.71655635546429e-06,2.08431615174068e-05,2.19521443342701e-05,1.40319930074192e-05,4.66081174321537e-05,2.3493236842943e-06,2.38352891403863e-06,2.55685313926837e-06,2.66198926802579e-07,3.55103846906346e-05,0,0,7.43496200469669e-07,0,5.1099690506419e-06,8.13836637790602e-06,3.68387587563125e-05,3.18184438363536e-05,1.42355175492081e-06,4.873345544914e-06,2.92781620285514e-06,2.33047582550488e-07,1.77192177956023e-06,2.56867039555973e-06,1.96194334427382e-05
"RCP_SFM_AF75",2090,0.000119590873280533,1.04411226311862e-05,7.21937853373097e-06,9.61515328957268e-06,1.97822138716988e-05,2.19555955885073e-05,1.33367686492803e-05,4.65671446072085e-05,2.43418794304079e-06,2.41845647924374e-06,2.53920009598655e-06,2.63845886956034e-07,3.57024226477274e-05,0,0,8.89972969748983e-07,0,6.74045154375468e-06,8.06064125652122e-06,3.52034318625271e-05,3.56325370255702e-05,1.29163742765173e-06,5.14494634472813e-06,2.77219981000985e-06,2.33644996276789e-07,1.97642797548488e-06,2.57013494415982e-06,2.09627256627709e-05
"RCP_SFM_AF75",2100,8.03634905818346e-05,1.0401322561455e-05,7.2211823858988e-06,9.55084325649e-06,1.87946747891323e-05,2.18738680934333e-05,1.24284417231236e-05,4.63705705442242e-05,2.57200924409205e-06,2.40720835865629e-06,2.53128944162796e-06,2.60388696597899e-07,3.45820397165772e-05,0,0,8.53982677354478e-07,0,7.6462007558054e-06,8.01155853351521e-06,3.28095245078325e-05,4.14843618014145e-05,1.17136774484437e-06,5.21058873888216e-06,2.61165119746333e-06,2.3379294688262e-07,2.1327328549002e-06,2.57016596090339e-06,2.20463597779956e-05
"RCP_SFM_noAF",2000,0.000458820032489336,1.0919475934616e-05,7.37695137957503e-06,9.7738640070951e-06,2.22321662134748e-05,2.14616388753798e-05,1.55227495389073e-05,4.63079502333343e-05,1.75994216843434e-06,1.38264768543337e-06,2.24128122894346e-06,0,3.11746727181371e-05,0,0,2.19989676997134e-07,0,0,0,0,0,0,0,3.47945045867813e-06,2.3704739026527e-07,1.26367089290074e-06,2.73894096420343e-06,1.71493091502774e-05
"RCP_SFM_noAF",2010,0.00045023879656182,1.08791607246383e-05,7.22136914898934e-06,9.70679907426977e-06,2.28814919239718e-05,2.15544406888992e-05,1.59747518632066e-05,4.64239598588414e-05,1.70749583981548e-06,1.61513619785966e-06,2.23673077346718e-06,0,3.10734586629803e-05,0,0,2.2667538008597e-07,0,0,0,0,0,1.81894800741885e-06,3.99581684987597e-06,3.27202039691465e-06,2.37091183346112e-07,1.24651230394387e-06,2.71981764761769e-06,1.69511310370097e-05
"RCP_SFM_noAF",2020,0.00046411835756756,1.09660289618803e-05,7.25647405537972e-06,9.78521476754462e-06,2.32976784801672e-05,2.17171476472496e-05,1.62091123485082e-05,4.66333700856409e-05,1.7908243008751e-06,1.77779993966771e-06,2.25513497591795e-06,0,3.13731377860785e-05,0,0,2.29732999439987e-07,0,2.36757926464785e-06,1.11644703853326e-05,3.80395262238024e-05,6.64164431161022e-05,1.89512458173539e-06,4.14473247887368e-06,3.15402743109209e-06,2.36870652894416e-07,1.30377831886446e-06,2.69424500843973e-06,1.72331297715904e-05
"RCP_SFM_noAF",2030,0.00045503142670333,1.09466955072142e-05,7.24461068194415e-06,9.76893757003782e-06,2.29394442625757e-05,2.17577591413699e-05,1.57571223397047e-05,4.66239296612201e-05,1.77774120667058e-06,1.78212812420845e-06,2.25300500731971e-06,0,3.12809181316516e-05,0,0,2.37481136387263e-07,0,4.04815417588481e-06,1.0974974743151e-05,4.29519081860672e-05,4.72197424358599e-05,1.76673096969919e-06,4.2257934376101e-06,3.14002528981594e-06,2.39353575322631e-07,1.34727060387841e-06,2.71978016775016e-06,1.74929805228505e-05
"RCP_SFM_noAF",2040,0.000453812313060369,1.09489795863372e-05,7.25507654149203e-06,9.86790074567608e-06,2.29683376574553e-05,2.18223814412571e-05,1.56165380868875e-05,4.66709244603426e-05,1.76033656385918e-06,1.82358631042058e-06,2.25081577352875e-06,0,3.22498258746844e-05,0,0,2.48845409711068e-07,0,4.15505537219809e-06,1.02611789875411e-05,3.90988233813059e-05,3.22783640599128e-05,1.7466562840007e-06,4.36407725604988e-06,3.1337378659482e-06,2.35896602079413e-07,1.37872752158388e-06,2.66945821876514e-06,1.75644838702473e-05
"RCP_SFM_noAF",2050,0.000415931005380676,1.09515360672238e-05,7.30476041365757e-06,9.90645222356484e-06,2.25852463303276e-05,2.18493214533872e-05,1.52944342803654e-05,4.66391467479367e-05,1.81705522016575e-06,1.8801971067273e-06,2.25289688615215e-06,0,3.42644708244359e-05,0,0,2.60192412218116e-07,0,4.19270442092138e-06,9.70335278012424e-06,4.09646095622374e-05,3.32988404532979e-05,1.6771464106039e-06,4.67180301571645e-06,3.12280584196923e-06,2.36028697138715e-07,1.42326366533636e-06,2.66260239173339e-06,1.76197654434208e-05
"RCP_SFM_noAF",2060,0.000353973060132837,1.08739425770218e-05,7.28437540739949e-06,9.90533271482791e-06,2.23101530063884e-05,2.18699184948354e-05,1.48801139177401e-05,4.66191026509595e-05,1.85738137285638e-06,1.93150481711848e-06,2.24325483041168e-06,0,3.43917497805613e-05,0,0,2.84654153624334e-07,0,4.10679213345901e-06,9.43403028620991e-06,4.09562648504052e-05,4.3575098269811e-05,1.60158398085597e-06,4.73715942875429e-06,3.11742272559168e-06,2.35791591416677e-07,1.48014306959155e-06,2.638542785488e-06,1.78127034379337e-05
"RCP_SFM_noAF",2070,0.00027226055965154,1.07237980788618e-05,7.20782284732167e-06,9.84701002218795e-06,2.16617922819732e-05,2.18942011317631e-05,1.45319043668366e-05,4.66008970285122e-05,2.03906409128988e-06,2.05257865906887e-06,2.2199117527756e-06,0,3.43190272122375e-05,0,0,2.91714739131718e-07,0,5.07760865053987e-06,8.9357167126665e-06,3.82791128962321e-05,3.98832239851608e-05,1.49035426081242e-06,4.67274908388217e-06,3.05486223429747e-06,2.34216024677761e-07,1.59051736307776e-06,2.57170481613544e-06,1.85935938492151e-05
"RCP_SFM_noAF",2080,0.000172192004911504,1.0577601418433e-05,7.29063033212828e-06,9.77624611785252e-06,2.08536363178873e-05,2.19440124728477e-05,1.40323556046498e-05,4.65985480129254e-05,2.12803156647757e-06,2.3764076627018e-06,2.20394058488e-06,0,3.52860069001929e-05,0,0,2.98812582793735e-07,0,5.15215056580302e-06,8.78427307108675e-06,3.6818432273583e-05,3.66268242136961e-05,1.43405821487919e-06,4.87236544895713e-06,2.92193629793391e-06,2.34824899977124e-07,1.76201754472354e-06,2.56661862001839e-06,1.96284487022984e-05
"RCP_SFM_noAF",2090,0.000127569428772267,1.05157358329032e-05,7.23687272173421e-06,9.70128793683024e-06,1.9804852110282e-05,2.19470575304673e-05,1.33508389964387e-05,4.65591528487508e-05,2.14370811985993e-06,2.44371408391528e-06,2.19697447076353e-06,0,3.49508668318902e-05,0,0,3.50095222494707e-07,0,6.80622520261499e-06,8.47442991820725e-06,3.51837604381149e-05,3.89827690744904e-05,1.30523566652813e-06,5.14357336407603e-06,2.76271621243128e-06,2.35881988509782e-07,1.96072011562751e-06,2.57181527049648e-06,2.09554217674305e-05
"RCP_SFM_noAF",2100,8.6740929020497e-05,1.04834647602227e-05,7.23932251379078e-06,9.64917235271289e-06,1.88653002744143e-05,2.18664388681795e-05,1.2450755214674e-05,4.6365513201977e-05,2.13562649540533e-06,2.47293432248924e-06,2.19050566878771e-06,0,3.4340933587175e-05,0,0,4.60743485802752e-07,0,7.72428097779843e-06,8.26223181554345e-06,3.27906659703272e-05,4.38739711437262e-05,1.1857802290337e-06,5.20871383721515e-06,2.59713025769988e-06,2.36191900154455e-07,2.11163104782022e-06,2.56829397033038e-06,2.20148786113639e-05
"REF_MFM_AF0",2000,0.000458819663144463,1.09196787143929e-05,7.37694618142463e-06,9.77384970350126e-06,2.22323360244115e-05,2.14615862742912e-05,1.55227790033422e-05,4.6308391397202e-05,1.75995848963669e-06,1.3706691431838e-06,2.24128865236886e-06,0,3.16109944549582e-05,0,0,2.19991085514504e-07,0,0,0,0,0,0,0,3.479356560963e-06,2.37108057116021e-07,1.26362760268658e-06,2.73990960351403e-06,1.71484055382693e-05
"REF_MFM_AF0",2010,0.000459922876812407,1.10524050717812e-05,7.42827135308972e-06,9.99674902497878e-06,2.28835379482586e-05,2.15575054641433e-05,1.59756507656511e-05,4.6426154893544e-05,1.72996290778044e-06,1.58839700797317e-06,2.26671765227594e-06,0,3.13645760594779e-05,0,0,2.30118085981164e-07,0,0,0,0,0,0,3.99601527590757e-06,3.2721953983688e-06,2.40179431179691e-07,1.24643642232916e-06,2.78857418257055e-06,1.69519060120231e-05
"REF_MFM_AF0",2020,0.000474313970531442,1.11322813607954e-05,7.45003546595581e-06,1.00851650036758e-05,2.32994664023089e-05,2.17201534006969e-05,1.62101283396103e-05,4.66355384051967e-05,1.81440418348466e-06,1.75922171613767e-06,2.28747855616476e-06,0,3.16251993593177e-05,0,0,2.33352918674526e-07,0,2.37676711573991e-06,1.12434765570309e-05,3.80401908994598e-05,0,0,4.14480251476197e-06,3.15331764262502e-06,2.40368643000697e-07,1.30313974878534e-06,2.77619754129606e-06,1.72318951050953e-05
"REF_MFM_AF0",2030,0.000502977030079137,1.11029768541479e-05,7.26924292447718e-06,1.03466347502824e-05,2.38463228147098e-05,2.19550544867462e-05,1.67044217328559e-05,4.69892378940765e-05,1.81257900216742e-06,1.76323070694434e-06,2.27663888308111e-06,1.85017677834061e-07,3.12499289268722e-05,0,0,2.38726378024784e-07,0,5.05404596676115e-06,1.06374054471742e-05,3.78576926966694e-05,3.91268809325299e-05,0,4.44346567102328e-06,3.11903035839109e-06,2.37925872598582e-07,1.36628427203641e-06,2.74235196373015e-06,1.7491176995247e-05
"REF_MFM_AF0",2040,0.000528460008246719,1.10940378256932e-05,7.3482794964754e-06,1.03621330458448e-05,2.42111173878108e-05,2.21327137382401e-05,1.70697020921261e-05,4.72380372854199e-05,1.78525935954194e-06,1.76762318117142e-06,2.27698841490334e-06,2.10389608430014e-07,3.18005631583522e-05,0,0,2.43098385311106e-07,0,4.80081804146117e-06,1.07758296166979e-05,3.71713625642532e-05,3.87761115072344e-05,0,4.57744096376432e-06,3.07782500259313e-06,2.34231947769494e-07,1.41703409947266e-06,2.65087605963364e-06,1.77032610866623e-05
"REF_MFM_AF0",2050,0.000548104783524814,1.10093799757738e-05,7.32633277358315e-06,1.03083737755702e-05,2.45135093250511e-05,2.22768646035961e-05,1.73047071598938e-05,4.7410481061952e-05,1.75483503859371e-06,1.77253082081565e-06,2.26024011381422e-06,2.13269435798046e-07,3.22321125738787e-05,0,0,2.44205380374355e-07,0,4.57943907745771e-06,1.04425937263462e-05,3.52873039030055e-05,3.71472052262804e-05,0,4.68856372597719e-06,3.00361801421767e-06,2.33256890080367e-07,1.45913074734974e-06,2.60959308999859e-06,1.78063899651389e-05
"REF_MFM_AF0",2060,0.000562706027715032,1.07460089226466e-05,7.17282855830921e-06,1.02085851806113e-05,2.48700908117143e-05,2.23989676485254e-05,1.7515040924087e-05,4.75706034033908e-05,1.73428380354268e-06,1.79445225564109e-06,2.20398479877309e-06,2.09938730113387e-07,3.30358655818111e-05,0,0,2.41487824050605e-07,0,4.30972278215813e-06,9.76194049383962e-06,3.39220338530229e-05,3.32613646780847e-05,0,4.7687678202218e-06,2.91707079834339e-06,2.34665257280347e-07,1.48820886795103e-06,2.56756739607626e-06,1.80807738292998e-05
"REF_MFM_AF0",2070,0.000579055639792577,1.07301247557649e-05,7.12787298330266e-06,1.01956011748187e-05,2.49102702005772e-05,2.24783196686093e-05,1.76798201024507e-05,4.76676884146871e-05,1.74148707241232e-06,1.83804038937971e-06,2.19793588866383e-06,2.11646756671452e-07,3.33769110611074e-05,0,0,2.42239151308298e-07,0,3.73237845896443e-06,9.70339901202853e-06,3.29605910953251e-05,3.40191458713637e-05,0,4.79283182212956e-06,2.85617012866745e-06,2.34930299989839e-07,1.51296873041634e-06,2.57401944131371e-06,1.83982118673442e-05
"REF_MFM_AF0",2080,0.000593773712457019,1.07139666917796e-05,7.09168464713784e-06,1.01920657242444e-05,2.47651428461413e-05,2.25210911806107e-05,1.77195864916283e-05,4.7680030790582e-05,1.74812169855839e-06,1.85989919852461e-06,2.19400172382416e-06,2.12227259365631e-07,3.22843230120871e-05,0,0,2.44101139869545e-07,0,3.44969992352761e-06,9.8079063840531e-06,3.23060910448453e-05,3.27585541213796e-05,0,4.78016483353751e-06,2.82827576679236e-06,2.34088337716853e-07,1.55129866759132e-06,2.55650186088104e-06,1.872322635832e-05
"REF_MFM_AF0",2090,0.000610205173743039,1.06994639721179e-05,7.01614008913136e-06,1.02089127335412e-05,2.46828728453979e-05,2.2544665089096e-05,1.77067955827982e-05,4.76606881573748e-05,1.75506239752619e-06,2.03525083851595e-06,2.19428630836948e-06,2.11515242106025e-07,3.16911480204008e-05,0,0,2.46719421605619e-07,0,3.45487801352579e-06,9.87450026453786e-06,3.1854587835325e-05,2.83058543479172e-05,0,4.74886254152936e-06,2.77806433276305e-06,2.33290466365913e-07,1.58902848076998e-06,2.54241096933489e-06,1.89938925605964e-05
"REF_MFM_AF0",2100,0.000625436862358615,1.06956089228364e-05,6.89082800865183e-06,1.02221138560763e-05,2.46914235252568e-05,2.25579296927672e-05,1.76750921283223e-05,4.76113747632896e-05,1.83648184585384e-06,2.19700015897407e-06,2.19849770596068e-06,2.0220951885933e-07,3.13822511106005e-05,0,0,2.50192251470367e-07,0,3.45798930510574e-06,9.91708670045566e-06,3.13473276144086e-05,2.63084711865791e-05,0,4.6621054755009e-06,2.73847726035042e-06,2.3272720773136e-07,1.62460681888099e-06,2.53239570984518e-06,1.9271982830529e-05
