Ecoregion,A_org,A_new,Annual,Permanent,Pasture,Urban,For_PlantationNonTimber,For_ClearCut,For_Retention_EU,For_PlantationFuel,For_SlashAndBurn,For_SelectionSystem,For_Selective_im,For_Agroforestry,For_TimberPlant,For_ReducedImpactLogging_im,Secondary,ForOther_Extensive,ForOther_Intensive
NT0174,6.167902192,0,0.441154915,0.636425661,0.369882126,0.033689506,0,0,0,0.574447795,0,0,0,0,0.015212282,0,1.060421354,1.64351104,1.393157513
NT0175,7.006114469,1.059139065,0.294835313,0.049412808,1.072182767,0.037932516,0,1.26E-05,0,0.112048573,0,0,0,0,2.13E-05,0,3.984016996,0.24506025,0.151452282
NT0176,0.778427318,0.163500372,0.00156956,0.015916892,0.256441887,0.018584387,0,0,0,0.108122616,0,0,0,0,0.000218069,0,0.167224751,0.02895438,0.017894403
NT0177,6.710611291,0.035969781,0.193429,0.709797722,0.824352814,0.244057981,0,0,0,1.059962365,0,0,0,0,0.02319611,0,1.379997489,0.973061455,1.266786573
NT0178,75.45655493,10.81504522,10.63229491,1.284174974,12.85351814,0.096486065,0,0.180800415,0,0.349549365,0,0,0,0,0.10141555,0,7.485174509,18.87290133,12.78519445
NT0179,1.389436332,0.002157986,0.017383409,0.398175977,0.076347155,0.025797506,0,0,0,0.267069538,0,0,0,0,0.002281254,0,0.26388113,0.179429227,0.15691315
NT0180,21.89605969,8.527102939,2.130534699,0.435061364,2.339002926,0.033010624,0,0,0,2.597260437,0,0,0,0,0.007575595,0,1.80338801,2.388300794,1.634822302
NT0181,6.231969318,0.000646625,0.530562171,1.801379334,0.390602857,0.058723269,0,0,0,1.472717782,0,0,0,0,0.009513376,0,0.795098567,0.503741925,0.668983413
NT0182,2.030626165,0.633602117,0.048106084,0.072300346,0.809376112,0.009674065,0,0,0,0.256287632,0,0,0,0,0.001037439,0,0.177595143,0.013996872,0.008650355
NT0201,1.255434325,0.00380234,0.092217826,0.219470001,0.168336881,0.072555485,0,0,0,0.33876152,0,0,0,0,0.00083949,0,0.24512354,0.049109048,0.065218194
NT0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT0204,2.43578671,0.001499518,0.133778054,0.555196692,0.157144394,0.009758925,0,0,0,0.416553802,0,0,0,0,0.003686622,0,0.433162006,0.392389387,0.332617311
NT0205,0.192990807,6.30E-05,0.014937334,0.024418404,0.020994037,0.036320172,0,0,0,0.031798747,0,0,0,0,0.000100787,0,0.013937405,0.021658197,0.028762693
NT0206,1.858372207,0.345173558,0.015974386,0.049038533,0.598875159,0.016378022,0,0,0,0.104337061,0,0,0,0,3.65E-08,0,0.697347169,0.01931266,0.011935622
NT0207,0.024091543,0.000342243,0.000532573,0.004678844,0.000352902,0.002121505,0,0,0,0.001644342,0,0,0,0,8.91E-05,0,0.001819711,0.005373779,0.007136529
NT0209,2.070720156,0.24515134,0.006049771,0.053718624,0.737779796,0.011116688,0,0,0,0.385850159,0,0,0,0,7.70E-08,0,0.471273346,0.098750508,0.061029848
NT0210,3.291185128,0.924721769,0.047209767,0.087420371,1.420932265,0.007213118,0,0,0,0.293842473,0,0,0,0,1.93E-06,0,0.435368372,0.046028504,0.028446563
NT0211,1.142952679,0.379490642,0.0597712,0.02621049,0.342522343,0.005600774,0,0,0,0.078724139,0,0,0,0,0.000614344,0,0.157797589,0.056996282,0.035224876
NT0212,0.481829603,5.19E-20,0.028117817,0.041541721,0.07844151,0.004667312,0,0,0,0.031455714,0,0,0,0,0.00041207,0,0.11647816,0.077625911,0.103089388
NT0213,0.227405384,0.043516186,0.001322845,0.009254714,0.071173677,0,0,0,0,0.022943572,0,0,0,0,0.000211671,0,0.053497511,0.015750856,0.009734353
NT0214,0.123484744,0.002795465,0,0.009373645,0.002866308,0.057535226,0,6.27E-05,0,0.0001541,0,0,0,0,0,0,0.042399864,0.001318049,0.006979388
NT0215,0.387905096,0.148510081,1.65E-06,0.019049598,0.131201247,0.002121505,0,0,0,0.000385057,0,0,0,0,0.000385057,0,0.009851318,0.041349116,0.035050468
NT0216,7.533150825,0.914155635,0.642892065,0.355110316,0.360431697,0.039120559,0,0,0,0.220658408,0,0,0,0,0.0220972,0,0.941822021,2.18483798,1.852024946
NT0217,2.629359123,0.358195519,0.09910931,0.082270655,0.517659346,0.003309548,0,0,0,0.220350975,0,0,0,0,0.000227263,0,1.336558068,0.007217732,0.004460707
NT0218,3.95439759,0.001840961,0.299121845,0.644069096,0.300332827,0.020705893,0,0,0,0.381606049,0,0,0,0,0.008985331,0,0.684188235,0.873286907,0.740260446
NT0219,3.543459256,1.319172005,0.373676661,0.06929935,1.349335184,0.048370323,0,0,0,0.129495436,0,0,0,0,0.001294417,0,0.208138071,0.027612633,0.017065176
NT0220,0.640835842,0,0.057790268,0.092578727,0.039341308,0.007297979,0,0,0,0.092349621,0,0,0,0,0.001480151,0,0.078007943,0.147206817,0.124783027
NT0221,4.892129944,0,0.345431694,0.056254307,0.101724435,0.052019312,0,0,0,0.147503109,0,0,0,0,0.016150874,0,0.639206141,1.912591075,1.621248997
NT0222,0.201298872,0.011899924,0.00012973,0.006606834,0.012385635,0.004752172,0,0,0,0.034734386,0,0,0,0,2.92E-05,0,0.020229971,0.047478388,0.063052632
NT0223,0.271051712,0,0.001243958,0.007708829,0.005262731,0,0,0,0,0.010049702,0,0,0,0,0.001497161,0,0.020334141,0.096629445,0.128325746
NT0224,11.41699882,0.019213737,0.229242409,1.426433399,1.416426654,0.491934671,0,0,0,1.682345456,0,0,0,0,0.041336196,0,2.673403269,1.526837605,1.909825423
NT0225,0.60526535,1.97E-05,0.028181262,0.153531231,0.0164717,0.011031828,0,0,0,0.124583163,0,0,0,0,0.001679845,0,0.065242106,0.087853094,0.116671374
NT0226,1.059355114,2.37E-17,0.044173913,0.208855223,0.177578878,0.007552559,0,0,0,0.270523245,0,0,0,0,0.000420317,0,0.263928697,0.037079571,0.049242711
NT0227,1.692446689,0.008374787,0.006486834,0.142314576,0.085795916,0,0,0,0,0.042698022,0,0,0,0,0.012237511,0,0.05608949,0.574928444,0.763521108
NT0228,0.104553311,0.038525005,0,0.006792078,0.031382124,0,0,0,0,0.00012073,0,0,0,0,0.00012073,0,0.00273963,0.013461816,0.011411198
NT0229,1.48735664,0,0.063319732,0.262884394,0.133207793,0.079259442,0,0,0,0.116818734,0,0,0,0,0.003347915,0,0.275209058,0.29946317,0.253846403
NT0230,6.008234359,0,0.303197319,0.693161314,0.568679517,0.006873677,0,0,0,0.474533079,0,0,0,0,0.015834027,0,1.22868065,1.470648185,1.246626592
NT0232,9.572403388,0.022175467,0.695901129,1.06658459,0.796778184,0.532158413,0,0,0,0.785399495,0,0,0,0,0.019527317,0,1.698476502,2.140749713,1.814652578
NT0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT0235,11.25315665,3.117651309,0.001006683,1.062119204,3.783349788,0.008910323,0,0.002186171,0,0.021861677,0,0,0,0,0.021861677,0,0.801308903,1.485608748,0.947292171
NT0301,22.67252496,5.854154655,0.375827117,0.663913682,6.192948163,0.266121637,0,0.005238679,0,2.561072114,0,0,0,0,0.092803898,0,1.705682431,3.025487312,1.929275271
NT0302,10.40467185,3.773074498,0.032264126,0.043536919,1.562283571,0,0,0,0,2.00436856,0,0,0,0,0.000304357,0,1.186631144,1.113833995,0.688374683
NT0303,2.589058184,0.449397744,0.075578869,0.221698531,0.610859702,0.008486022,0,0,0,0.455151199,0,0,0,0,0.000904378,0,0.711188578,0.030742085,0.025051076
NT0304,186.0109487,53.35582604,15.3607416,5.426911369,41.54603438,0.422094713,0,0,0,36.65358156,0,0,0,0,0.029553926,0,30.43901779,1.531197072,1.245990285
NT0305,9.639533638,4.209476513,0.129992154,0.393166711,0.757204618,0.030973979,0,0,0,1.290164023,0,0,0,0,0.00564323,0,0.566203638,1.273089013,0.98361976
NT0306,24.9266107,0.100202949,2.642457917,0.717642634,2.856610253,0.081550667,0,0.053550707,0,3.242660757,0,0,0,0,0.028629267,0,3.960926637,6.720176344,4.52220257
NT0307,34.69775609,5.710010604,0.763418418,1.301544479,5.426742275,0.053377076,0,0,0,9.522607755,0,0,0,0,0.03794558,0,8.639766718,2.003894883,1.238448309
NT0308,33.83615185,0.418276228,0.503505705,1.722052437,2.804703839,0.148420518,0,0.003574616,0,9.232328249,0,0,0,0,0.020139892,0,18.06148718,0.533567082,0.388096104
NT0309,24.104401,3.775620435,8.215918972,1.025065769,6.128943368,0.063645162,0,0.01954335,0,1.951388967,0,0,0,0,0.00022112,0,0.267048614,1.559158783,1.09784646
NT0310,29.21152332,12.43391248,0.090645362,0.012653728,15.72422772,0.076543915,0,0.001600006,0,0.010629075,0,0,0,0,0.000218086,0,0.012458778,0.497979074,0.350655094
NT0401,31.13301208,0.226403776,15.24639545,1.138439205,2.948337647,0.277747486,0,0.009677211,0,9.344220538,0,0,0,0,0.001763919,0,0.625979653,0.771091515,0.542955676
NT0402,50.34360933,19.62549344,0.096235107,0.933465066,26.19023408,0.01951785,0,0.009110321,0,0.909376566,0,0,0,0,0.023707614,0,0.06581982,1.453645276,1.01700419
NT0404,0.488345771,1.47E-05,0.051569991,0.120801057,0.034379679,8.49E-05,0,0,0,0.122545207,0,0,0,0,0.000891332,0,0.049505839,0.046628758,0.0619243
NT0702,0.033298451,6.03E-19,0.001230462,0.006686074,0.005718404,0,0,0,0,0.008377232,0,0,0,0,1.31E-05,0,0.008468713,0.001204653,0.001599813
NT0703,1.206004832,0,0.064985331,0.373831832,0.023019684,0.280547874,0,0.007069001,0,0.049656139,0,0,0,0,0,0,0.320379049,0.013743062,0.07277286
NT0704,0.283173025,0.033882398,0.01402383,0.020633291,0.136117724,0,0,0,0,0.041639685,0,0,0,0,0.000661148,0,0.021579128,0.009045511,0.005590312
NT0705,0.473992471,0.115043719,0.013731893,0.019445635,0.110917127,0.000254581,0,0,0,0.0373054,0,0,0,0,0.001665288,0,0.10935826,0.040957802,0.025312765
NT0707,13.95779217,5.268651803,1.084451704,0.155179229,1.394673953,0,0,0,0,2.685597622,0,0,0,0,0.006166685,0,1.641960028,0.965553382,0.755557767
NT0708,2.543764759,2.38E-18,0.667459008,0.138928207,0.167534087,0.046418538,0,0.004592294,0,0.78029888,0,0,0,0,0.000178818,0,0.082209352,0.385052933,0.271092643
NT0709,2.343213165,0.013723887,0.051941833,0.33535433,0.148983185,0.006788817,0,0.004613532,0,0.679155387,0,0,0,0,0.000369683,0,0.391715404,0.416911388,0.29365572
NT0710,10.04250825,4.330824757,0.079922203,0.137179121,5.028380155,0.020621032,0,0.000578623,0,0.042364263,0,0,0,0,0.000125801,0,0.150256435,0.154647484,0.097608376
NT0801,14.26349405,4.692728275,0.53807271,0.432146717,5.50082203,0.024694323,0,0.007304957,0,0.062404198,0,0,0,0,6.36E-05,0,2.298397186,0.425848142,0.281011929
NT0802,10.53634617,3.447832111,0.205278727,0.708877828,4.233491833,0.036235312,0,0,0,0.397078501,0,0,0,0,6.45E-06,0,0.804887039,0.434270348,0.268388019
NT0803,1.214987842,0.356423377,0.057749787,0.02946456,0.411501578,0,0,0,0,0.088896253,0,0,0,0,0.000151876,0,0.14483946,0.077848793,0.048112158
NT0805,0.305934803,0.048884242,0.002957247,0.010559811,0.144938814,0.002460946,0,0,0,0.04881016,0,0,0,0,6.80E-06,0,0.019658146,0.017094119,0.010564518
NT0902,3.094556419,0.356831307,0.094580096,0.161039534,1.265344827,0.009589204,0,0,0,0.510251673,0,0,0,0,0.003880687,0,0.4988019,0.120046179,0.074191011
NT0903,0.138554452,0.046812909,0.00102152,0.003454415,0.062159285,0,0,0,0,0.005328364,0,0,0,0,0,0,0.019777959,0,0
NT0904,9.198587498,4.038328255,0.134218936,0.144148233,4.383881977,0.008146581,0,5.96E-05,0,0.329187033,0,0,0,0,0.001257891,0,0.013464074,0.086452564,0.059442356
NT0905,8.114327567,3.34423443,0.264295366,0.07662501,3.963351623,0.028852473,0,0.002775488,0,0.000560566,0,0,0,0,6.35E-06,0,0.003932318,0.252144682,0.177549262
NT0906,12.28741745,4.36853236,0.294603299,0.283136229,4.854360867,0.138491872,0,2.15E-05,0,1.123916273,0,0,0,0,0.01504458,0,0.391666896,0.505335701,0.312307871
NT0907,0.401306049,0.09120477,0.009651005,0.011693425,0.111493876,0.052019312,0,0,0,0.038882447,0,0,0,0,0,0,0.069230005,0.010587757,0.006543452
NT0908,3.380675949,1.623848699,0.00215729,0.00161968,1.708638961,0.04319385,0,0,0,1.30E-05,0,0,0,0,1.30E-05,0,0.000393575,0.000493191,0.000304802
NT0909,68.65462895,26.4147897,6.77394401,2.463282843,22.33439893,0.390441853,0,0,0,1.845035567,0,0,0,0,0.037096482,0,1.394607061,3.857575634,3.143456866
NT1001,0.076455305,0.006253688,3.35E-05,0.006749774,0.006442507,0.02757957,0,0,0,0.003888542,0,0,0,0,3.13E-07,0,0.011654108,0.005950662,0.007902646
NT1002,0.205444392,0.000523465,0.015855987,0.04665776,0.013614182,0.010098366,0,0,0,0.043740379,0,0,0,0,0.000494263,0,0.012281473,0.026708663,0.035469854
NT1003,0.334446629,0.006171768,0,0.057420571,0.006079286,0,0,0,0,0.087891824,0,0,0,0,0,0,0.17688318,0,0
NT1004,3.221328484,0.908057515,0.059437023,0.076195839,1.171872265,0.069585377,0,0,0,0.16329212,0,0,0,0,0.000157894,0,0.771921502,0.000499962,0.000308987
NT1005,7.018282231,0.713659469,0.49648075,0.329742332,1.036664635,0.20052469,0,0,0,1.382675289,0,0,0,0,0.005839509,0,2.300136933,0.341502838,0.211055787
NT1006,0.226998895,1.96E-05,0.006419387,0.027086895,0.031668742,0.00016972,0,0,0,0.031178285,0,0,0,0,0.000807971,0,0.052413359,0.033176119,0.044058817
NT1007,1.631687599,0.446438351,0.021232494,0.03948422,0.648886945,0.026221807,0,0,0,0.129347249,0,0,0,0,0.000203189,0,0.296226528,0.014614658,0.009032159
NT1008,0.287373989,0.1089297,0.0033423,0.012882876,0.096133404,0.002545806,0,0,0,0.000287152,0,0,0,0,0.000287152,0,0.007153524,0.030206709,0.025605367
NT1010,12.64223849,5.354114646,0.860367783,0.217447343,5.519271817,0.222842927,0,0,0,0.224827039,0,0,0,0,9.02E-05,0,0.154863332,0.054642925,0.033770453
NT1201,0.968308973,0,0.087205316,0.139613736,0.059992795,0.004327871,0,0,0,0.138742109,0,0,0,0,0.002260949,0,0.119671402,0.225416038,0.191078757
NT1301,2.427064456,0.601489181,0.042815439,0.131840991,0.458786172,0.128648087,0,0,0,0.129007696,0,0,0,0,0.002217508,0,0.396128564,0.31219527,0.223935549
NT1303,0.766478971,0.013375748,0.045606275,0.140896908,0.049117987,0.044721334,0,0,0,0.166942475,0,0,0,0,0.000874205,0,0.091721675,0.091199684,0.122022681
NT1304,1.990480141,0.00196268,0.040457746,0.187593278,0.071837183,0.052867914,0,0,0,0.180158758,0,0,0,0,0.007298889,0,0.249699765,0.597588253,0.601015675
NT1305,0.482276446,0.049452044,0.050730506,0.025340294,0.061046266,0.008316301,0,0,0,0.01848797,0,0,0,0,0.001124584,0,0.040712035,0.122893297,0.104173149
NT1306,0.854346535,0.215450671,0.013496399,0.0479039,0.245974212,0.018244946,0,0,0,0.071600458,0,0,0,0,0.001093947,0,0.14780735,0.05383784,0.038936812
NT1307,0.915717912,0.080632791,0.149165652,0.066434985,0.103516708,0.166241163,0,0,0,0.127036902,0,0,0,0,0.000470043,0,0.139090993,0.04580398,0.037324696
NT1308,0.543952696,0.006686491,0.016252217,0.067716885,0.06208759,0.01162585,0,0,0,0.093469947,0,0,0,0,0.001209193,0,0.099871841,0.083779838,0.101252843
NT1309,0.832400746,0.070927997,0,0.130541066,0.003947779,0.004158151,0,0,0,0,0,0,0,0,0,0,0.037111427,0.24201428,0.343700046
NT1312,0.543704373,0.297434148,0,0.067922391,0.091680517,0.08647256,0,0,0,0,0,0,0,0,0,0,9.86E-05,1.53E-05,8.08E-05
NT1313,0.068397334,0,0,0,0,0.068397334,0,0,0,0,0,0,0,0,0,0,0,0,0
NT1314,0.611323232,0.037797053,0,0.154467193,0.001310321,0.009589204,0,0,0,0,0,0,0,0,0,0,0.044462372,0.150277849,0.21341924
NT1315,0.52392351,0.286579515,0,0.063377983,0.087885553,0.086048259,0,0,0,0,0,0,0,0,0,0,1.63E-05,2.52E-06,1.34E-05
NT1316,0.138647459,0.094443573,0,0.018150065,0.026053821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT1318,0.116303186,0.054919875,0,0.013496053,0.018864595,0.029022194,0,0,0,0,0,0,0,0,0,0,2.38E-07,3.68E-08,1.95E-07
NT1401,29.78107654,0.016865458,0.730055037,0.428760055,1.676730147,1.813208231,0,0.489349396,0,6.89420889,0,0,0,0,0,0,8.923805981,3.248057919,5.560035425
NT1402,24.03830528,0.31077329,0.231332067,1.204720885,2.174132313,0.227510239,0,0.394365713,0,6.640321502,0,0,0,0,0.006927237,0,5.445349188,2.729871136,4.673001713
NT1403,1.706697023,0.074055462,0,0.868136678,0.176737391,0.008740602,0,0.404578728,0.099134591,0,0,0.001607321,0,0,0,0,0.073706249,0,0
NT1404,39.7222249,5.013264924,2.128289714,9.789092503,10.57308862,3.122940802,0,4.104488691,1.234335728,0,0,0.011368978,0,0,0,0,3.745354947,0,0
NT1405,23.94653828,3.124575796,4.018675718,3.965578042,3.083143597,0.333585508,0,1.486304703,0.872701011,1.315785051,0,0.059112949,0,0,0,0,2.421937248,1.797085972,1.468052684
NT1406,11.04054483,1.037327082,0.514902072,3.21701918,2.854541912,0.449080262,0,1.264397429,1.208805208,0.000672287,0,0,0,0,0,0,0.493799396,0,0
NT1407,8.946798334,0.301494006,0,1.61926842,1.013079585,0.82577476,0,4.472307762,0,0,0,0.112546215,0,0,0,0,0.602327587,0,0
OC0103,4.728294975,0.004900237,0.339600483,0.357944404,2.659580472,0.063730022,0,0.104955709,0,0.144734785,0,0,0,0,0,0,0.528653185,0.051292618,0.47290306
OC0105,15.05488179,1.159722782,1.008123232,1.86395161,3.751563818,0.144516948,0,0.045405543,0,0.744483761,0,0,0,0,0,0,4.103313796,1.848105471,0.385694833
OC0106,21.32565052,1.397440618,0,5.620072993,8.797149741,1.260004484,0,2.121622957,0,0,0,0.228362058,0,0,0,0,1.900997668,0,0
OC0108,9.849839684,0.304183964,4.639321221,2.296402894,0.956384137,0.092412775,0,0.011687154,0,0.196614846,0,0,0,0,0,0,0.775476191,0.293104832,0.28425167
OC0109,35.88229454,4.548778055,1.635229566,1.755057632,6.343970968,0.677099662,0,0.338699883,0,0.909392035,0,0,0,0,0,0,13.18929814,2.391312533,4.093456067
OC0110,74.05565915,0.71262355,7.92230783,17.60597844,11.31104287,1.772984489,0,5.546906315,3.631732097,2.763359815,0,0,0,0,0,0,16.08790646,3.192047887,3.508769404
OC0112,11.99529479,0.007504277,0.486091966,0.737859366,1.119237167,1.224872355,0,0.997922893,0,1.737586294,0,0,0,0,0.044308844,0,1.458519811,2.441729952,1.739661864
OC0114,9.90046037,0.057177577,0.142391544,0.262886196,0.385882747,0.194669335,0,0.167201898,0,0.918995454,0,0,0,0,0.109622603,0,1.910081745,2.13988315,3.611668122
OC0115,38.6387448,0.158818263,5.974248466,0.275959394,0.939822462,2.48928957,0,0.442345657,0,10.37768515,0,0,0,0,0,0,9.591838879,3.093416752,5.295320205
OC0117,2.962408139,0.313622087,0.23030048,0.523994394,0.577704861,0.069585377,0,0.026286763,0,0.47051562,0,0,0,0,0,0,0.314715664,0.296174457,0.139508436
OC0201,13.82228099,0.026384593,0.629757395,0.413425013,0.493947505,0.97920203,0,0.206641167,0,2.436204632,0,0,0,0,0,0,4.919968798,1.370582525,2.346167335
OC0202,5.099330651,0.046514696,0.145510939,1.012026852,0.550408946,0.090036689,0,0.496606951,0.060473404,0.289293305,0,0.121524798,0,0,0,0,1.09099008,0.669471672,0.52647232
OC0203,71.53243941,5.92901662,13.1938293,11.18595888,15.44712194,0.757462286,0,0.64137691,0.083812027,4.54377789,0,0,0,0,0,0,9.598920381,7.572808915,2.578354258
OC0701,7.782558697,0.921363792,2.346676651,0.964933886,2.254985839,0.056262323,0,0.007346634,0,0.330082277,0,0,0,0,0,0,0.551318466,0.177474705,0.172114124
OC0702,4.531681142,0.275071728,0,1.192104577,1.374677624,0.647313726,0,0.181666564,0,0,0,0,0,0,0,0,0.860846924,0,0
PA0101,7.327064049,0.156582874,0.831989619,0.413265699,0.905921328,0.261369465,0,0.048623261,0.001589433,1.125863784,0,0,0,0,0,0,0.725602526,1.5191298,1.33712626
PA0102,2.495156375,0.325543761,0.000883969,0.159666187,0.517244667,0.08664228,0,0.037216765,0,0.061125184,0,0,0,0,0,0,0.010340977,0.567289438,0.729203147
PA0401,41.28040058,5.496276953,5.383733595,0.29991432,6.956271089,0.977759407,0,0.162007567,0,4.920780501,0,0,0,0,0,0,13.98897588,1.141189543,1.95349173
PA0402,53.4201672,4.262071419,1.212945413,2.57621337,5.382316504,1.638481047,0,1.160924558,0,4.987169075,0,0,0,0,0.09383231,0,10.17944923,10.19743504,11.72932923
PA0403,2.375250222,0.00018182,0.10116269,0.152465342,0.02753723,0.296756175,0,0.028226245,0,0.156909645,0,0,0,0,0,0,0.329587077,0.561133629,0.721290368
PA0404,8.609302836,0.241897627,0.280438239,0.589527493,0.480060711,0.467070628,0,0.113665077,0,0.427839283,0,0,0,0,0,0,0.995158865,2.193755552,2.81988936
PA0405,3.669776472,0.468595015,0,0.578084584,1.800921032,0,0,0.58359452,0,2.22E-07,0,0.115352542,0,0,0,0,0.123228556,0,0
PA0406,23.66529929,3.00702208,0.363186015,1.001185778,4.10704505,0.621685941,0,0.176587853,0,3.592914327,0,0,0,0,0.000467481,0,7.424684982,1.2429101,2.127609689
PA0407,30.99533981,0.254899567,2.51237803,9.446178977,3.283986678,0.943051578,0,4.293964558,2.379688128,1.463997318,0,0.275192747,0,0,0,0,4.626399655,0.794062901,0.721539671
PA0408,4.42627495,0.364523894,5.32E-06,0.768174939,0.878954351,0.37372439,0,0.846072638,0.226322113,0,0,0.151059596,0,0,0,0,0.817437709,0,0
PA0409,2.386973495,0.105508178,0,0.457463763,0.261487668,0.03139828,0,0.936774909,0.027327309,0,0,0.000596547,0,0,0,0,0.563785609,0.001264003,0.001367228
PA0410,7.716463437,0.085911096,0.179699169,0.220076457,0.37429435,0.537250026,0,0.164278262,0,0.818303678,0,0,0,0,0,0,2.386737278,1.087805078,1.862108042
PA0411,4.65262332,1.759020845,0.454130991,0.584329523,0.439810341,0.091224732,0,0.43942931,0.281070467,0.039573295,0,0.013228847,0,0,0,0,0.281065676,0.150996047,0.118743246
PA0412,83.41436584,4.698936796,2.408438958,8.046413351,15.53177819,1.865566982,0,11.668841,1.837411856,3.654007323,0,0.014013903,0,0,0,0,12.38218059,18.68280765,2.623969238
PA0413,9.806998415,0.140936343,1.205108222,0.239186637,0.362930889,0.147147614,0,0.079256306,0,2.293628341,0,0,0,0,0,0,3.928616875,0.520018293,0.890168895
PA0414,0.753974303,0.053861582,0.010181285,0.010701928,0.060481526,0.006873677,0,0.014560632,0,0.005083675,0,0,0,0,0,0,0.157683253,0.385462446,0.049084298
PA0415,1.38967836,2.61E-18,0.011268459,0.106952226,0.118908101,0.140698238,0,0.124072054,0,0.16702875,0,0,0,0,0,0,0.31193184,0.270387998,0.138430694
PA0416,15.74959176,0.073942394,0.084496136,0.851650997,0.347320137,3.028830823,0,0.175895315,0,0.411230028,0,0,0,0,0,0,2.718929603,3.52552661,4.531769717
PA0417,4.486124601,0.112348795,0.039027684,0.321206804,0.195681823,0.402661724,0,0.053728707,0,0.098682786,0,0,0,0,0,0,0.840469837,1.059901576,1.362414866
PA0418,1.146258155,0.211670171,0.012364829,0.00689624,0.310294274,0,0,3.54E-05,0,0,0,0,0,0,0,0,0.604315547,0.000251381,0.000430314
PA0419,21.05635321,1.773421682,0.019575429,0.882526942,1.95469865,0.138152431,0,0.454540235,0,0.244974393,0,0,0,0,4.74E-05,0,4.316186721,9.998972873,1.273256507
PA0420,23.12869393,2.435462575,0.955169813,2.046131578,4.433219295,0.169635571,0,0.402041097,0,0.000651213,0,0,0,0,0,0,3.464011175,8.180657123,1.041714489
PA0421,54.41278332,4.553481357,2.377345466,9.189614011,11.5711975,3.882779174,0,9.714611924,9.551337897,0.00086335,0,0.062116583,0,0,0,0,3.509436052,0,0
PA0422,30.15183196,0.195454353,0.810741617,4.286280423,23.03663887,0.184061808,0,0.09777307,0,0.165837553,0,0,0,0,0,0,1.375044265,0,0
PA0423,15.45337629,1.149147428,0.002350554,1.473794374,3.191461548,1.300228227,0,4.007308852,1.857655733,0.000259987,0,0.707890036,0,0,0,0,1.339998154,0.167413971,0.255867426
PA0424,5.86624276,1.245531049,0.24674809,0.555680784,1.434931409,0,0,0.008421291,0,0.007032268,0,0,0,0,0.00027046,0,0.634378536,0.826787374,0.9064615
PA0425,2.475033828,0.42163182,0,0.20887248,1.29603593,0.004158151,0,0.5176343,0,0,0,0.022169841,0,0,0,0,0.004531306,0,0
PA0426,12.4682241,0.087455205,0.794111778,2.104158313,1.554928404,0.278426368,0,1.591272161,1.46405709,0.282806705,0,0,0,0,0,0,2.587730268,0.300167955,1.423109848
PA0427,25.04678233,5.360234541,0.046359627,0.819195994,2.664652638,0.062626839,0,0.62528958,0,0.371581249,0,0,0,0,0,0,3.683278728,6.452973818,4.960589315
PA0428,0.412749806,0.110449565,0.003591089,0.009666114,0.13221548,0.015105118,0,0,0,0.007598682,0,0,0,0,0.001980775,0,0.058398947,0.012188681,0.061555356
PA0429,4.280961338,0.03265346,0.15778812,0.521482413,2.81012083,0.034113807,0,0.048163282,0,0.059445539,0,0,0,0,0,0,0.411209353,0.010883434,0.1951011
PA0430,0.959885344,0.359470894,0.024558949,0.057677218,0.438235341,0.013747355,0,4.56E-05,0,0,0,0,0,0,0,0,0.066149987,0,0
PA0431,7.929271381,1.544989549,0.014128472,0.557521045,1.573775837,0.017056903,0,0.155626146,0,0.379486718,0,0,0,0,4.15E-05,0,1.13917696,0.939400175,1.608068076
PA0432,4.494387205,0.379757711,0.000654592,0.311895532,0.794839235,0.022742538,0,0.068004933,0,0.06139749,0,0,0,0,0,0,0.011598446,1.244191969,1.599304759
PA0433,1.206028927,0.041402958,0.055507919,0.090048083,0.074646449,0.054055957,0,0.015625984,0,0.070432483,0,0,0,0,0,0,0.131830678,0.294247655,0.378230761
PA0434,0.277032569,0.107003505,0,0.002329107,0.122558313,0,0,0,0,0.001128417,0,0,0,0,0.001128417,0,0.006055697,0.013793668,0.023035446
PA0435,2.185210472,2.38E-06,0.068175139,0.188139811,0.748210326,0.033689506,0,0.068363335,0,0.058584369,0,0,0,0,0,0,0.583694939,0.023055099,0.413295572
PA0436,3.555319508,0.928154667,0.05594963,0.514661275,0.750577606,0,0,0.025732555,0,0.153716633,0,0,0,0,0.009372585,0,0.384358196,0.269884699,0.462911662
PA0437,10.08078537,0.497943541,2.229664306,0.66488885,1.466582146,0.044381893,0,0.055035319,0,1.302707295,0,0,0,0,0,0,0.457839974,1.706645434,1.655096615
PA0438,7.008801707,1.849437955,0.036822168,0.572797637,1.909788993,0,0,0.097488924,0,0.235250601,0,0,0,0,0.000611759,0,0.784398878,0.566956095,0.955248698
PA0439,0.270096561,0.071852648,0.006272238,0.028767588,0.081623792,0,0,0.002110587,0,0.007725046,0,0,0,0,0,0,0.037116924,0.012769267,0.021858471
PA0440,5.521389703,0.673195573,0.047014272,0.296324048,0.937671488,0.041242065,0,0.103172637,0,0.694711759,0,0,0,0,0,0,0.817331327,0.704596353,1.206130181
