Ecoregion,A_org,A_new,Annual,Permanent,Pasture,Urban,For_PlantationNonTimber,For_ClearCut,For_Retention_EU,For_PlantationFuel,For_SlashAndBurn,For_SelectionSystem,For_Selective_im,For_Agroforestry,For_TimberPlant,For_ReducedImpactLogging_im,Secondary,ForOther_Extensive,ForOther_Intensive
AT1011,3.355606673,1.049809213,0.001301307,0.465913455,1.293676464,0.008995183,0,0,0,0.079577578,0,0,0,0,0.005210128,0,0.006135998,0.193013402,0.251973945
AT1012,1.838823182,0.085756304,0.025812336,0.157304741,1.419911126,0.130684732,0,0.012624453,0,0,0,0,0,0,0,0,0.00672949,0,0
AT1013,0.427626548,0.029176802,0.099374265,0.00862609,0.290449391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1014,0.141307332,0.010794678,0.000197915,0.002733766,0.125481626,0,0,0.002099347,0,0,0,0,0,0,0,0,0,0,0
AT1015,5.152078752,1.383776488,0.520354366,0.476734656,1.969846413,0.024779183,0,0.007008499,0,0,0,0,0,0,0,0,0.756689399,0.003799319,0.009090429
AT1201,1.344087795,0.071074112,0.000110819,0.05496549,0.83106566,0.367020433,0,0,0,0,0,0,0,0,0,0,0.019851281,0,0
AT1202,1.999947774,0.970920379,0,0.002118461,1.01141836,0.014511097,0,0,0,7.40E-06,0,0,0,0,7.40E-06,0,0,0.000315742,0.000648935
AT1203,57.1128649,21.72320647,0.399687182,1.185517348,33.46155666,0.013747355,0,0,0,0.00041566,0,0,0,0,0.00041566,0,0.286749764,0.018888326,0.022680479
AT1302,1.115009459,0.372345523,0.156355152,0.001712297,0.40174007,0.006873677,0,0,0,0.021570814,0,0,0,0,0,0,0.106380726,0.023073454,0.024957746
AT1303,4.149528459,1.47294762,0.062140019,0.112865868,1.736615909,0,0,0,0,0.084582317,0,0,0,0,0.000585614,0,0.596285049,0.040115036,0.043391028
AT1304,7.863918454,3.093850674,0.064531931,0.294762419,3.480063334,0,0,0,0,0.416296834,0,0,0,0,0.000657263,0,0.461799224,0.02495924,0.026997535
AT1305,9.878591645,3.937451566,0.429780906,0.406522592,4.756966543,0,0,0,0,0.055418255,0,0,0,0,0.000745873,0,0.262428587,0.007178012,0.022099312
AT1306,31.8499332,11.30463139,0.006840494,3.034753983,16.38556022,0,0,0,0,0.109415182,0,0,0,0,0.010067666,0,0.219765763,0.339835678,0.43906282
AT1307,2.273092523,0.99279731,4.17E-05,1.31E-05,1.273573805,0.005685634,0,0,0,0,0,0,0,0,0,0,0.000675832,0.000146585,0.000158556
AT1308,11.55623382,4.812019296,0.169096421,0.014467492,6.429030261,0,0,0,0,0.008279911,0,0,0,0,0,0,0.086245297,0.017819939,0.019275203
AT1309,0.283189076,0,0,0.276586457,0,0,0,0.000822409,0,0,0,0,0,0,0,0,0,0.000305404,0.005474806
AT1310,2.468416299,1.055337113,9.08E-07,0.159734698,1.098981901,0,0,0,0,8.20E-05,0,0,0,0,8.20E-05,0,0.126925969,0.008926111,0.018345535
AT1311,8.322968696,0.289471035,0.140058611,1.099804745,6.523364061,0.178545894,0,0.038449657,0,0,0,0,0,0,0,0,0.053274693,0,0
AT1312,3.601330428,0.031497739,0.065351776,0.462801056,2.902495873,0.108451356,0,0.010956121,0,0,0,0,0,0,0,0,0.019776507,0,0
AT1313,6.256310125,2.477972663,0.009295468,0.665322095,2.911355059,0.005346194,0,0,0,0.02329588,0,0,0,0,0.001865571,0,0.02534588,0.05967315,0.076838165
AT1314,2.41795395,0.06804436,0.296010817,0.159646069,0.126241875,0.350727272,0,0,0,0.151938078,0,0,0,0,0.005808826,0,0.271906509,0.419464604,0.568165541
AT1315,1.010026565,0.016304927,0.103334226,0.018586966,0.04860408,0.021978796,0,0,0,0.056971995,0,0,0,0,0.004058649,0,0.290344382,0.136353908,0.313488637
AT1316,1.641319433,0.00182461,0.444240964,0.031712564,0.149826019,0.025033764,0,0,0,0.12228875,0,0,0,0,0.002176599,0,0.410787231,0.14840897,0.305019962
AT1318,0.412444759,0.094930048,0.010226075,0.001385197,0.044748883,0,0,0,0,0.160606338,0,0,0,0,0.000122217,0,0.085154514,0.007336189,0.007935299
AT1319,0.114695469,3.28E-05,0.002449865,0.000327942,0.004787177,0.028343312,0,0,0,0.004944125,0,0,0,0,0.000521481,0,0.023171245,0.021814584,0.028302976
AT1320,0.41366821,0,0.335482729,0,0,8.49E-05,0,0,0,0.011630572,0,0,0,0,0.000298083,0,0.066171967,0,0
AT1321,40.19115134,6.541719305,0.382082148,4.172970986,0.929729157,0.28708211,0,0,0,4.983560198,0,0,0,0,0.302499037,0,9.291197991,5.137297748,8.163012657
AT1322,11.13327958,2.094883606,0,0.37490777,0,0.005431054,0,0,0,0.815064019,0,0,0,0,0.02907785,0,2.378977845,2.104500669,3.330436767
AT1401,5.720634785,0.800262021,0.244069593,0.701621597,0.134238457,0.113033807,0,0,0,0.902850267,0,0,0,0,0.046496752,0,1.312497973,0.569946632,0.895617687
AT1402,5.796895234,0.062597223,0.713770466,0.69371829,0.458196509,0.084435915,0,0.001977961,0,1.374165112,0,0,0,0,0.027804815,0,0.522844106,0.120401689,1.736983148
AT1403,4.471812078,0.110735044,0.420470006,0.377069612,0.247938125,0.023845721,0,0,0,0.531559929,0,0,0,0,0.044406907,0,1.057062406,0.643922133,1.014802195
AT1404,4.248036668,0.624684781,1.482864073,0.369601716,0.658339111,0.107178453,0,0,0,0.567688767,0,0,0,0,0.000506843,0,0.180056309,0.110567816,0.1465488
AT1405,2.078372829,0.270737461,0.531072181,0.158333629,0.322552152,0.002206366,0,0,0,0.437645997,0,0,0,0,0.000393775,0,0.150026082,0.088330359,0.117074828
IM0101,3.029711403,0.038881167,0.134883391,0.216683705,0.235060634,0.007467699,0,0,0,1.391035708,0,0,0,0,0.002056887,0,0.492624619,0.219484472,0.291533121
IM0102,35.53531096,1.15E-16,5.800082895,1.363606926,0.886615014,0.549554758,0,0,0,9.183913732,0,0,0,0,0.147851462,0,2.885656681,0.946991122,13.77103837
IM0103,1.599241127,0.015905961,1.167108429,0.003224013,0.027720002,0.077477377,0,0,0,0.190206123,0,0,0,0,0.000401641,0,0.09071051,0.010973476,0.015513597
IM0104,5.046301485,0.039335672,3.766976831,0.007014245,0.126234408,0.268073422,0,0,0,0.583243111,0,0,0,0,0.00274593,0,0.229288457,0.009690128,0.013699282
IM0105,3.183337457,0.002652429,0.280685772,0.330713086,0.143597139,0.122707872,0,0,0,1.108137284,0,0,0,0,9.53E-05,0,0.898963579,0.127196361,0.168588607
IM0106,4.093858146,0.053129905,1.39166219,0.423569222,0.358706146,0.368887358,0,0.000830579,0,0.558840094,0,0,0,0,0.028428061,0,0.152625043,0.113433415,0.643746134
IM0107,1.546856228,0.530979907,0.216672887,0.0402407,0.642514407,0.02359114,0,0,0,0.013144244,0,0,0,0,4.66E-05,0,0.066151059,0.005811975,0.007703308
IM0108,14.5558066,0.946167936,1.15099383,0.392770142,2.543904626,0.221485163,0,0.001975366,0,2.569058587,0,0,0,0,0.002049034,0,3.113457888,1.554103755,2.059840278
IM0109,74.93329819,0.537461805,1.467746345,0.283572211,1.889409728,5.868338504,0,1.654470048,0,14.62608393,0,0,0,0,9.60E-05,0,17.24043375,11.56635841,19.7993275
IM0110,12.45490916,1.11538509,0.846471807,0.385359841,2.288999522,0.117616259,0,6.02E-05,0,3.495831582,0,0,0,0,0.001224517,0,2.614537201,0.683499372,0.905923772
IM0111,25.2582614,0.040464569,7.553954788,0.85706208,0.728932121,1.230982282,0,0.00221626,0,3.591848292,0,0,0,0,0.042834947,0,9.057930877,0.229536865,1.922498318
IM0112,7.433939062,0.44806567,0.339761913,0.302777362,0.538936594,0.144856388,0,0,0,2.911181059,0,0,0,0,0.032753069,0,1.632353634,0.420192618,0.663060754
IM0113,0.828026752,7.94E-19,0.025964337,0.082888857,0.016448573,0.001272903,0,0,0,0.115905131,0,0,0,0,9.28E-05,0,0.3183252,0.11487343,0.152255548
IM0114,9.36186401,0.002154676,0.453645557,1.006761721,0.229287064,0.636112178,0,0,0,1.259000603,0,0,0,0,0.000780917,0,3.557410282,0.95325187,1.263459143
IM0115,4.050326494,1.14E-17,0.689288551,0.180291882,0.057102732,0.748382243,0,0,0,0.511395459,0,0,0,0,0.015755245,0,0.281082452,0.100826102,1.466201828
IM0116,0.016498779,7.01E-20,0.000557043,0.002023064,0.000260696,0.00398843,0,0,0,5.32E-05,0,0,0,0,7.25E-07,0,0.007325025,0.000918995,0.001371576
IM0117,4.446044227,0.004844395,0.376100489,0.366936637,0.225114008,0.173793722,0,8.20E-05,0,0.934335601,0,0,0,0,0.012780827,0,1.232478824,0.072119063,1.047458662
IM0118,0.463899857,0.004146049,0.071136727,0.020728882,0.004927436,0,0,0,0,0.043521057,0,0,0,0,0.003098876,0,0.109502229,0.085692309,0.121146294
IM0119,1.84359383,3.69E-18,0.114985603,0.163207739,0.08956863,0.004921893,0,0,0,0.571743826,0,0,0,0,0.000150954,0,0.456090715,0.190470737,0.252453734
IM0120,10.466354,0.015216966,0.669812616,0.922324077,0.470093892,0.72368792,0,0,0,2.656479461,0,0,0,0,0.000842917,0,2.647248468,1.015148934,1.345498752
IM0121,0.935414724,5.24E-18,0.041650805,0.15126707,0.019492584,0,0,0,0,0.003979632,0,0,0,0,5.42E-05,0,0.54953722,0.072861322,0.096571857
IM0122,14.679836,0.141861366,0.721847102,0.767949491,1.390007856,0.632123748,0,0.005916978,0,4.652967382,0,0,0,0,0.017116543,0,1.835190392,1.115294576,3.399560572
IM0123,6.430055651,1.047723286,0.740428646,0.133677567,1.617646984,0.301847788,0,0,0,1.433536881,0,0,0,0,0.000581277,0,0.655859007,0.214436008,0.284318208
IM0124,0.11914322,3.48E-18,0.118559325,0,3.63E-18,0,0,0,0,0.000548145,0,0,0,0,3.58E-05,0,0,0,0
IM0125,5.0545685,4.33E-17,0.962414984,0.111485542,0.137534023,0.250507357,0,0,0,1.227703937,0,0,0,0,0.016139781,0,0.743197572,0.10330697,1.502278335
IM0126,3.339229439,2.26E-17,0.608337063,0.038774671,0.051790319,0.1885594,0,0,0,0.639242601,0,0,0,0,0.013841458,0,0.423471322,0.088484272,1.286728335
IM0127,4.788681942,0.188640547,0.335868673,0.132930844,0.518081767,0.006194796,0,0,0,1.258187736,0,0,0,0,0.04449589,0,0.870918343,0.5368399,0.896523446
IM0128,45.426282,0.71849139,1.203531437,1.950378973,4.4227119,1.106577214,0,0.284429144,0,12.08639768,0,0,0,0,0.097816233,0,10.1221539,5.245667541,8.188126583
IM0129,1.818981629,0.077903698,0.540578544,0.108304504,0.143885349,0.065851527,0,0,0,0.369181239,0,0,0,0,0.007163977,0,0.28757244,0.089631733,0.128908617
IM0130,4.371805041,0.47257641,0.206184731,0.236028873,0.532752547,0.060165893,0,0.000161843,0,1.512035196,0,0,0,0,0.00986872,0,0.870335006,0.194841243,0.276854578
IM0131,5.866748666,0.283401553,0.162088732,0.136983793,1.279860355,0.01968757,0,0.021311803,0,0.746120692,0,0,0,0,0.00545675,0,0.8041976,1.035193772,1.372446047
IM0132,2.227939635,2.33E-05,0.077806654,0.062421243,0.188392564,0.085454237,0,1.00E-05,0,0.57079357,0,0,0,0,0.022740431,0,0.535502273,0.256477519,0.428317845
IM0133,2.230869823,0.004779147,0.617173453,0.026273935,0.032074274,0.053122495,0,0,0,0.547275947,0,0,0,0,0.007824974,0,0.163495828,0.050112946,0.728736824
IM0134,1.217930626,0.043476719,0.031482811,0.137907945,0.052554181,0.004497591,0,0,0,0.187470507,0,0,0,0,0.000156392,0,0.278151573,0.207374537,0.27485837
IM0135,1.609779015,0,0,0.187056334,0.008986649,0,0,0,0,0.258178004,0,0,0,0,0.006620369,0,0.201480501,0.326826117,0.620631041
IM0136,0.331269669,0.000788978,0,0.060734865,0,0.00381871,0,0,0,0.077180242,0,0,0,0,0.004218357,0,0.053282442,0.044840274,0.086405801
IM0137,11.55724552,0.045586184,0,1.64214394,0.111584397,0.439491057,0,0,0,2.164751139,0,0,0,0,0.104925321,0,1.890807304,1.808566031,3.349390143
IM0138,1.108666692,0,0.072928672,0.11968675,0.07142282,0.039884301,0,0.002537958,0,0.321936513,0,0,0,0,0.002124828,0,0.397652655,0.030146873,0.050345323
IM0139,22.91324204,0.287238227,0.345643822,0.90343413,1.036968326,1.11200831,0,0.367384427,0,6.921079246,0,0,0,0,0.006318448,0,4.51854652,2.74308811,4.671532479
IM0140,2.897301035,2.14E-18,0.756028376,0.118441853,0.07594167,0.418785165,0,0,0,0.095867781,0,0,0,0,0.012550172,0,0.170516785,0.080374358,1.168794875
IM0141,3.156364297,2.61E-18,0.598656235,0.115264546,0.052586234,0.781647448,0,0,0,0.135488188,0,0,0,0,0.013330828,0,0.133544802,0.085307915,1.240538101
IM0142,4.789788887,4.99E-06,0.174713818,0.279527299,0.391930154,0.020621032,0,0,0,0.923516466,0,0,0,0,0.060456756,0,0.907413167,0.760900356,1.270704849
IM0143,3.151965227,0.339309223,0.418569637,0.386618633,0.12087279,0.067463872,0,0,0,0.645770941,0,0,0,0,0.023607581,0,0.57384585,0.23859372,0.337312979
IM0144,1.303701872,0.00158239,0.28956249,0.186072297,0.094839032,0.084690495,0,0,0,0.314918184,0,0,0,0,0.010236026,0,0.139360334,0.030154445,0.152286179
IM0145,0.310154203,5.44E-19,0.071263252,0.04550116,0.024596091,0.000763742,0,0,0,0.079715516,0,0,0,0,0.002722734,0,0.037226403,0.007993992,0.040371313
IM0146,0.206816575,0.005467782,0.007684489,0.012805531,0.016915621,0.082823571,0,0,0,0.018083723,0,0,0,0,0.00015817,0,0.016251502,0.020050652,0.026575536
IM0147,1.535243455,0.197608835,0.087050827,0.258212021,0.10214162,0.014256516,0,0,0,0.257139726,0,0,0,0,0.008838686,0,0.422689258,0.077600025,0.109705943
IM0148,23.94341069,3.10221627,2.062254581,3.027574506,1.501498221,0.426507445,0,0,0,3.700584991,0,0,0,0,0.103196574,0,5.953281895,1.684648344,2.381647863
IM0149,7.059223403,0.862495815,0.435314521,0.650097664,0.327483175,0.277577766,0,0,0,0.974376279,0,0,0,0,0.019170986,0,1.976858498,0.636295252,0.899553448
IM0150,7.183779132,1.330579793,0.351784168,1.383156789,0.878394857,0.057789807,0,0,0,0.823720302,0,0,0,0,0.049680262,0,1.46540906,0.349360545,0.493903549
IM0151,6.971283778,1.561772743,0.154419901,0.651389755,0.441599083,0.074931571,0,0,0,1.518192559,0,0,0,0,0.054933036,0,1.077010183,0.594238075,0.842796873
IM0152,1.479004762,0.000773129,0.782740251,0.008121604,0.022738643,0.121095528,0,0,0,0.102532969,0,0,0,0,0.000170755,0,0.435017537,0.00068126,0.005133087
IM0153,10.11843158,0.572639166,0.722089017,1.275920806,0.704700161,0.115579614,0,0,0,2.253850662,0,0,0,0,0.000976689,0,2.166554186,0.98621294,1.319908339
IM0154,2.347918053,0.004812039,0.266436149,0.233127247,0.182112568,0.040138882,0,0,0,0.632300425,0,0,0,0,0.011828711,0,0.547497826,0.160922832,0.268741374
IM0155,2.911888239,0.001291695,0.380408647,0.265492193,0.218091456,0.017396344,0,0,0,1.156059828,0,0,0,0,0.010157746,0,0.512158012,0.131397798,0.219434521
IM0156,26.1788023,0.015552865,12.23041891,0.59296011,0.669289804,0.485485295,0,2.74E-05,0,2.806600461,0,0,0,0,0.038101716,0,7.314375068,0.13035766,1.895633014
IM0157,2.551087867,0.060374616,0.863743026,0.04023654,0.067639058,0.173793722,0,0,0,0.393010887,0,0,0,0,0.00567696,0,0.801996273,0.059914088,0.084702697
IM0158,4.086627266,0.082913821,1.183331815,0.061263984,0.09247211,0.552270284,0,0,0,0.628793934,0,0,0,0,0.012386519,0,1.246759658,0.093811067,0.132624075
IM0159,1.638526003,0.05048116,0.001188517,0.02155104,0.108656614,0.02376086,0,0.036108774,0,0.487557995,0,0,0,0,0,0,0.218600628,0.254672041,0.435948374
IM0160,0.297310768,0.012682049,0.000841285,0.025721905,0.024257523,0.047776302,0,0.001015687,0,0.001871934,0,0,0,0,0,0,0.045010819,0.06044118,0.077692084
IM0161,0.223250044,0.129232019,0.000300556,0.004844961,0.053855228,8.49E-05,0,0,0,0.03493242,0,0,0,0,0,0,0,0,0
IM0162,3.331113256,1.888343787,0.004876619,0.049905102,0.665070127,0.31839553,0,0,0,0.404521299,0,0,0,0,0,0,7.92E-07,0,0
IM0163,23.87143467,0.103416418,5.803413664,1.913947951,1.085819065,0.369311659,0,0,0,2.5053,0,0,0,0,0.047775041,0,7.286595814,0.306002411,4.449852645
IM0164,33.91874282,2.189622468,9.864307061,2.293778108,3.207546034,0.135182324,0,0.001181206,0,4.89916565,0,0,0,0,0.14180411,0,5.678261629,2.255138914,3.252755316
IM0165,11.83137972,9.85E-18,4.445602069,0.222297203,0.26738707,0.138491872,0,0,0,2.334952695,0,0,0,0,0.02525887,0,1.88287927,0.161789272,2.352721401
IM0166,2.464777894,0.000287869,0.643532674,0.216025279,0.15227362,0.072300904,0,0,0,0.118248195,0,0,0,0,0.004026556,0,0.85724079,0.025791076,0.375050932
IM0167,3.620773774,0.313820247,0.269807762,0.157109083,0.620517311,0.021978796,0,0.000380359,0,0.383704076,0,0,0,0,0.000252471,0,1.23372022,0.266396366,0.353087085
IM0168,26.8930948,0.095720038,8.784651894,1.18090415,1.268503256,0.376100476,0,0,0,0.743353925,0,0,0,0,0.041462991,0,10.27597755,0.265503177,3.860917341
IM0169,17.17844851,0.00041642,6.172082787,0.555175193,0.509726204,0.185928733,0,0,0,2.940752061,0,0,0,0,0.037434422,0,3.050350559,0.239776676,3.486805451
IM0170,5.972784283,5.49E-18,0.950149197,0.147359936,0.134776594,0.044212172,0,0,0,1.931638679,0,0,0,0,0.025300432,0,0.220706332,0.162055023,2.356585919
IM0171,8.523709227,0.001200846,3.193786312,0.307105183,0.395835558,0.168277808,0,0,0,0.304429648,0,0,0,0,0.026716124,0,1.467129478,0.171100728,2.488127542
IM0172,12.9680623,0.148948999,1.770256424,1.039968025,0.984766979,0.17311484,0,0,0,2.368735551,0,0,0,0,0.117231722,0,2.56185715,1.446931786,2.356250822
IM0201,3.525167551,0,0.247917252,0.263823493,0.338894103,0.065342366,0,0,0,0.814256492,0,0,0,0,0.036013903,0,0.549084299,0.453121707,0.756713937
IM0202,4.89154151,0.004113503,1.17539669,0.591978788,0.400422466,0.305242196,0,0,0,1.401461657,0,0,0,0,0.022021288,0,0.593614745,0.065665554,0.331624623
IM0203,8.184745494,0.153648313,1.919443879,0.776113656,1.100746148,0.862773814,0,0.000648207,0,1.040341617,0,0,0,0,0.04825881,0,0.864670563,0.163112816,1.25498767
IM0204,0.707266537,0,0.026728508,0.082002835,0.023347659,0,0,0,0,0.18929535,0,0,0,0,6.22E-05,0,0.212605771,0.074491578,0.098732631
IM0205,1.208702608,0.003534228,0.054077764,0.043618737,0.073029485,0.179649077,0,0,0,0.261356311,0,0,0,0,0.001467683,0,0.121143492,0.030743903,0.440081928
IM0206,0.272821089,0.047330774,0.011846804,0.018969988,0.013715199,0.013577635,0,0,0,0.03748736,0,0,0,0,0.000533908,0,0.076348398,0.021962231,0.031048794
IM0207,8.63967307,0.460995582,1.23693134,1.093057494,0.981811633,0.355988605,0,0.017368717,0,1.196196829,0,0,0,0,0.043810954,0,0.584888004,0.367373197,2.301250715
IM0208,1.16564611,0.074584727,0.03746887,0.039085026,0.239760649,0,0,0.002392354,0,0.118074158,0,0,0,0,0.001626442,0,0.162833868,0.210493418,0.279326598
IM0209,5.062047665,0.099258402,1.093318841,0.8948748,1.042854614,0.104208345,0,5.11E-05,0,0.5888246,0,0,0,0,0.025363779,0,0.616319696,0.052486173,0.544487315
IM0210,2.535750758,0.234801455,0.323621185,0.330943918,0.376301958,0.007637419,0,0.005468044,0,0.347347807,0,0,0,0,0.015085399,0,0.177338224,0.11759139,0.59961396
IM0211,3.598355289,0.074576693,0.68471766,0.476409233,0.596071326,0.184231529,0,2.51E-05,0,0.342845632,0,0,0,0,0.029187224,0,0.381395355,0.126761813,0.702133725
IM0212,3.566695548,0.013135313,1.110305064,0.369252225,0.342105673,0.173284561,0,0.001122171,0,0.503655713,0,0,0,0,0.028180937,0,0.274578412,0.097835994,0.653239486
IM0301,2.105259492,0.449496141,0.429003292,0.12805215,0.609059926,0.004921893,0,0,0,0.000637211,0,0,0,0,0.000637211,0,0.4825237,7.12E-05,0.000856773
IM0302,0.436303351,0.027848386,0,0.053551827,0,0,0,0,0,0.040375429,0,0,0,0,0.000547487,0,0.088535351,0.07702333,0.14842154
IM0303,33.06227729,1.677754141,10.87293057,2.057340035,3.721434492,0.234723357,0,0,0,1.035544048,0,0,0,0,0.045098365,0,8.928000653,0.292006399,4.197445228
IM0304,1.836410866,0.489065451,0.565164549,0.00865791,0.515371546,0.020621032,0,0,0,0.006884067,0,0,0,0,0.005178517,0,0.056263047,0.027966771,0.141237976
IM0401,44.54972366,8.877620477,13.71824623,1.654258524,10.73742447,0.769936738,0,0,0,0.605468271,0,0,0,0,0.039485812,0,6.39278561,0.202341567,1.552155959
IM0402,23.26565347,8.235632458,1.875754114,1.88794096,10.10826909,0.473859445,0,0,0,0.001171699,0,0,0,0,0.000841694,0,0.635152216,0.004588739,0.042443058
IM0403,0.544840534,0.006020866,0.138015742,0.062757299,0.018968852,0.008146581,0,0,0,0.092794731,0,0,0,0,0.000784554,0,0.139256753,0.005024818,0.073070339
IM0501,2.417898597,0.053819015,0.276758307,0.219076079,0.128903146,0.088848646,0,0.000545973,0,0.904188014,0,0,0,0,0.004462191,0,0.54142643,0.077958617,0.12191218
IM0502,0.410686093,0.081499544,0.036465262,0.011466318,0.095375807,0.064663484,0,0,0,0.030835825,0,0,0,0,0.000514116,0,0.041091415,0.00562598,0.043148342
IM0701,1.404195236,0.264319489,0.185956855,0.072829514,0.343246368,0.060675054,0,0,0,0.176494451,0,0,0,0,6.84E-05,0,0.148978959,0.064176507,0.087449671
IM0901,2.074871462,0.254769163,0.045244177,0.287367478,0.110992542,0.131363614,0,0,0,0.344645683,0,0,0,0,0.015775307,0,0.458050193,0.167979632,0.258683674
IM1001,1.40433312,0.008814254,0.607949207,0.025774455,0.023347191,0.018754108,0,0,0,0.151326913,0,0,0,0,0.000283923,0,0.558108944,0.001429949,0.008544177
IM1301,4.912392929,2.368666272,0.27066585,0.01188067,0.599775329,0.020621032,0,0,0,0.009221394,0,0,0,0,0.008973422,0,0.373531095,0.676017272,0.573040593
IM1302,21.93975789,5.836458688,0.774676621,1.515641505,2.023554352,0.026730968,0,0,0,0.266663433,0,0,0,0,0.040655342,0,4.92260849,3.490093358,3.042675137
IM1303,6.539422078,1.506242437,0.224919604,0.294036603,2.3464195,0.04310899,0,0,0,0.170673157,0,0,0,0,0.005607052,0,1.093170688,0.451631431,0.403612616
IM1304,8.501433243,0.20020405,0.275121415,0.652527006,0.264138532,0.409874842,0,0.140638932,0,0.214611492,0,0,0,0,0,0,3.259281332,0.490058203,2.594977439
IM1401,20.73315208,0.113437107,0.145261701,1.564067696,0.432843522,1.707387542,0,0.19049795,0,0.73351384,0,0,0,0,0,0,8.283584394,1.201313105,6.361245222
IM1402,17.81003067,0.066391471,0.087886057,1.091482089,0.325617063,2.270180493,0,0.172986784,0,0.378299728,0,0,0,0,0,0,6.99896324,1.019535449,5.3986883
IM1403,31.04516166,0.830062368,0.800889658,5.31429561,1.459855263,2.242431203,0,0.461875464,0,4.788108508,0,0,0,0,0,0,8.960762886,0.982786584,5.204094117
IM1404,5.295831036,0.201077508,0.340008803,1.320948668,0.489839394,0.120331786,0,0.055476035,0,0.426990082,0,0,0,0,0,0,1.602786766,0.117290461,0.621081533
IM1405,32.87832718,2.208987648,0.087673393,1.477133572,1.144540989,0.25559897,0,3.53024862,0,0.46231028,0,0,0,0,0,0,16.86744474,1.460288551,5.384100413
IM1406,12.26886011,0.290699725,0.095567124,1.634411085,0.226083759,1.555318035,0,0.585935347,0,0.603370296,0,0,0,0,0,0,4.979763739,0.46210114,1.835609857
NA0201,3.834762802,0.032298368,0.015932752,0.119959363,0.034080726,0.131787915,0,0.462083729,0,0.103030728,0,0,0,0,0,0,2.056820714,0.194596682,0.684171824
NA0302,11.51475309,0.264469721,2.78257245,1.546457803,0.234300303,0.756868265,0,0.177926827,0,0.843902014,0,0,0,0,0,0,2.809075049,0.333455046,1.765725613
NA0303,23.4683395,2.195683122,0.063930796,0.488968146,0.217626533,0.626607833,0,1.599640713,0,0.168877479,0,0,0,0,0,0,10.97431364,1.302016629,5.830674613
NA0401,13.3554345,0.245100565,0.052645648,0.144136302,0.115566706,5.273638111,0,0.238937288,0,0.302994632,0,0,0,0,0,0,3.540095184,0.546812868,2.8955072
NA0402,6.220835184,0.427850432,0.209504297,0.64268895,0.29504123,0.218175615,0,0.123686379,0,0.357951016,0,0,0,0,0,0,2.05700563,0.300056969,1.588874667
NA0403,38.71571557,0.147040483,0.600373471,4.385991026,0.580129572,4.970602281,0,0.824613391,0,1.941869305,0,0,0,0,0,0,13.65524176,1.84422645,9.765627832
NA0404,28.60626807,1.008641732,6.029570204,5.167039393,1.597267021,5.428253424,0,0.233421724,0,1.580897752,0,0,0,0,0,0,4.26036152,0.537377311,2.763437992
NA0405,17.53935338,0.92450835,3.872839059,1.972734563,2.30306228,1.58849838,0,0.227001068,0,0.111943367,0,0,0,0,0,0,3.380759289,0.501649714,2.656357307
NA0406,24.06650922,3.252654329,0.770598652,1.655823128,0.889665155,0.187880518,0,0.968860098,0,0.870576748,0,0,0,0,0,0,9.118484295,1.083076109,5.268890185
NA0407,1.86925302,0.091834066,0.003878599,0.206878631,0.05210239,0.441782284,0,0.002068814,0,0.030723653,0,0,0,0,0,0,0.529787436,0.081044865,0.429152282
NA0408,3.463969539,0.782985725,0.114842442,0.081927415,0.484978269,0,0,0.018316846,0,0.050717526,0,0,0,0,0,0,1.359837463,0.126302789,0.444061064
NA0409,11.78057142,1.874820195,1.037983412,0.645430568,0.683804981,0.003309548,0,0.553825292,0,0.262975525,0,0,0,0,0,0,4.865499048,0.410315841,1.442607008
NA0410,10.89475878,5.113049654,0.064456462,0.014203266,3.766430543,0.073828388,0,0,0,0.000290182,0,0,0,0,0,0,0.943911477,0.145917919,0.772670887
NA0411,1.262724973,0.00229575,0.002132701,0.026409008,0.014369887,0.521805467,0,0.021099887,0,0.101624922,0,0,0,0,0,0,0.29101843,0.04479079,0.237178131
NA0412,6.414549575,2.713384499,0.404635823,0.1585274,1.687543746,0.007043398,0,0,0,0.043659785,0,0,0,0,0,0,0.710017864,0.109564797,0.580172263
NA0413,10.07536816,2.72235384,0.0439086,0.146550154,1.35698935,0.037168775,0,0.002833339,0,0.274145502,0,0,0,0,0,0,3.807710722,0.355873802,1.327834077
NA0414,4.195698767,1.212157094,0.041336174,0.035978434,0.473414781,0.000509161,0,0,0,0.091728888,0,0,0,0,0,0,1.479627761,0.165801218,0.695145255
NA0415,4.384167566,1.118240553,0.07516035,0.247352635,0.34515767,0.021045334,0,0.003233242,0,0.110832004,0,0,0,0,0,0,1.250540885,0.192622402,1.019982491
NA0416,6.516318306,2.496659099,0.037829738,0.174992902,0.645344657,0,0,0,0,0.002060503,0,0,0,0,0,0,2.24176109,0.203211196,0.714459121
NA0417,6.860744886,0.396127271,0.011538842,0.289286323,0.151561248,0.175745507,0,0.006734393,0,0.206150891,0,0,0,0,0,0,3.376775639,0.402906025,1.843918747
NA0501,13.23705632,5.391140371,0.267202612,0.354209784,3.168636552,0.091733893,0,0,0,0.075689048,0,0,0,0,0,0,1.99373089,0.300975365,1.593737799
NA0502,5.424040421,2.343861396,0.076676274,0.057689276,0.981934791,0.030379957,0,0,0,0.04865392,0,0,0,0,0,0,0.95526777,0.1476634,0.781913637
