Mitigation_scenario,Forest_use,Management_scenario,Region,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
REF,SFM,noAF,IndonesiaReg,0,0,0,0,0,0,0,0,0,0.164418754,0.147976878,Wood_EP_im
REF,SFM,noAF,MalaysiaReg,0,0,0,0,1.614416516,4.452566708,6.050695535,5.837463216,5.911337422,5.79672072,5.7243473,Wood_EP_im
REF,SFM,noAF,MexicoReg,0,0,0,0,0,0,0.048450163,0.0568433,0.052575492,0.047317943,0.042586149,Wood_EP_im
REF,SFM,noAF,RCEU,0,0,0,0,0,0,0,0,0,0,0.000523402,Wood_EP_im
REF,SFM,noAF,RSAM,0,0,0,0,0,0.007867687,0.01746193,0.777154671,1.171170818,0.983333714,0.856167267,Wood_EP_im
REF,SFM,noAF,RSEA_PAC,0,0,0,0,5.016110589,12.78777321,14.46503842,15.45464986,15.70479126,15.50436765,15.65755075,Wood_EP_im
REF,SFM,noAF,SouthAfrReg,0,0,0,0.103704177,0.090944186,0.358209365,0.322388428,0.290149585,0.342361958,0.308125762,0.277313186,Wood_EP_im
REF,SFM,noAF,UkraineReg,0,0,0,0,0.809187002,1.951077951,2.271765642,2.580090649,2.565822179,2.648780958,2.781302164,Wood_EP_im
REF,SFM,AF0,ANZ,0,0,0,0,0.020530518,0.018477467,0.01662972,0.035497266,0.03194754,0.049283304,0.044354974,Wood_EP_im
REF,SFM,AF0,ArgentinaReg,0,0,0,0,0,0.175697134,0.322694626,0.372633345,0.452751345,0.44906511,0.3911217,Wood_EP_im
REF,SFM,AF0,CanadaReg,0,0,0,0,0,0,0.261331705,0.255042604,1.143973041,2.452379645,2.22210393,Wood_EP_im
REF,SFM,AF0,Former_USSR,0,0,0,0,0,0.2034825,0.213571696,0.859325073,0.746226505,0.979405347,0.786636607,Wood_EP_im
REF,SFM,AF0,IndonesiaReg,0,0,0,0,0.081716189,0.062219563,0.063588668,0.057229801,0.206325115,0.340510898,0.306459808,Wood_EP_im
REF,SFM,AF0,MalaysiaReg,0,0,0.059612731,0.07714685,1.670938708,4.269663934,6.343175215,6.066727076,6.065851603,5.955167116,5.865758672,Wood_EP_im
REF,SFM,AF0,MexicoReg,0,0,0,0,0,0,0.020873751,0.013728368,0.010549588,0.022176915,0.032840904,Wood_EP_im
REF,SFM,AF0,RCEU,0,0,0,0.002329845,0.002096861,0.001887175,0.016187894,0.014569105,0.013112195,0.011800975,0.015134422,Wood_EP_im
REF,SFM,AF0,RSAM,0,0,0,0,0,0,0,0.360608077,0.528920249,0.487070007,0.438363007,Wood_EP_im
REF,SFM,AF0,RSEA_PAC,0,0,0,0.828146722,5.614708768,12.96219737,14.63642919,15.20658761,15.41770859,15.19194424,15.39826613,Wood_EP_im
REF,SFM,AF0,SouthAfrReg,0,0,0,0.502883773,0.438995541,0.794093212,0.750139654,0.76358954,0.69665421,0.626988789,0.56428991,Wood_EP_im
REF,SFM,AF0,UkraineReg,0,0,0,0,0.827111109,1.974876439,2.270477984,2.360384321,2.321654354,2.286469509,2.288825957,Wood_EP_im
REF,SFM,AF25,ANZ,0,0,0,0,0,0,0,0,0.020530518,0.018477467,0.01662972,Wood_EP_im
REF,SFM,AF25,ArgentinaReg,0,0,0,0,0,0.165021807,0.442965566,0.688438592,0.636991594,0.545094888,0.535094791,Wood_EP_im
REF,SFM,AF25,CanadaReg,0,0,0,0,0,0,0.375,0.366956795,0.352011549,0.33968566,1.505357098,Wood_EP_im
REF,SFM,AF25,Former_USSR,0,0,0,0,0,0,0,0,0,3.450869297,3.316567435,Wood_EP_im
REF,SFM,AF25,IndonesiaReg,0,0,0.0282,0.023027772,0.019472179,0.793868934,0.825520694,0.895027664,0.805524897,0.724972408,0.804534206,Wood_EP_im
REF,SFM,AF25,MalaysiaReg,0,0,0,0,1.775245649,4.458514205,6.868460701,6.936972391,6.945244294,7.004505801,7.059412981,Wood_EP_im
REF,SFM,AF25,MexicoReg,0,0,0,0,0,0,0,0.052782061,0.07962554,0.071662986,0.064496688,Wood_EP_im
REF,SFM,AF25,MidEastNorthAfr,0,0,0,0.002355182,0.002119663,0.002119663,0.004181054,0.010053995,0.010090247,0.010090247,0.011475853,Wood_EP_im
REF,SFM,AF25,RCEU,0,0,0,0,0,0,0,0.005267108,0.004740397,0.004266357,0.003839722,Wood_EP_im
REF,SFM,AF25,RSAM,0,0,0,0,0,0,0.093799497,0.105681435,0.0850226,0.188360115,0.169524104,Wood_EP_im
REF,SFM,AF25,RSEA_PAC,0,0,0,0,5.665219342,13.68558615,15.63661345,16.32163595,16.58795929,16.40799277,16.66621254,Wood_EP_im
REF,SFM,AF25,SouthAfrReg,0,0,0,0.274364603,0.241213529,0.365557305,0.511148278,0.569424099,0.512481689,0.461233521,0.415110168,Wood_EP_im
REF,SFM,AF25,UkraineReg,0,0,0,0,0.880991113,2.130024716,2.452142886,2.517628643,2.668920218,2.67378634,2.720347874,Wood_EP_im
REF,SFM,AF25,USAReg,0,0,0,0,0,0,0,0,0.300331696,0.270298526,0.243268674,Wood_EP_im
REF,SFM,AF50,ANZ,0,0,0,0,0.020530518,0.018477467,0.01662972,0.014966748,0.013470073,0.012123066,0.010910759,Wood_EP_im
REF,SFM,AF50,ArgentinaReg,0,0,0,0,0,0.249683214,0.597689197,0.94815097,1.114413284,1.175542521,1.274452876,Wood_EP_im
REF,SFM,AF50,CanadaReg,0,0,0,0,0.375,0.3375,0.30375,0.301249022,1.02338976,0.962071834,0.903430073,Wood_EP_im
REF,SFM,AF50,Former_USSR,0,0,0,0,0.2034825,0.18313425,0.212258459,2.581012661,6.046801894,5.55593577,4.740998247,Wood_EP_im
