Ecoregion,EU,RoW
AT1001,0,0.036134729
AT1002,0,0.101190964
AT1003,0,0.005907509
AT1004,0,0.180335329
AT1005,0,0.003028318
AT1006,0,0.00066439
AT1007,0,0.375916396
AT1008,0,0.018130137
AT1009,0,0.404034964
AT1010,0,0.005666224
AT1011,0,0.000584325
AT1012,0,0.024853424
AT1013,0,0.005385007
AT1014,0,0.008579443
AT1015,0,0.044638232
AT1201,0,0.012746174
AT1202,0,0.092791915
AT1203,0,0.075671763
AT1302,0,6.010728151
AT1303,0,2.349591037
AT1304,0,0.262452693
AT1305,0,9.686264467
AT1306,0,5.000369736
AT1307,0,0.46048532
AT1309,0,0.282452057
AT1310,0,2.5534504
AT1311,0,0.052676844
AT1312,0,0.041824234
AT1313,0,0.106920987
AT1314,0,0.714604814
AT1315,0,5.148883045
AT1316,0,3.815314953
AT1318,0,0.059829751
AT1319,0,3.652581287
AT1320,0,19.41336427
AT1321,0,5.215939437
AT1322,0,1.217687132
AT1401,0,0.0735071
AT1402,0,0.019420697
AT1403,0,0.100006366
AT1404,0,0.019477907
AT1405,0,0.003560623
IM0101,0,0
IM0102,0,0.412641494
IM0103,0,0.044247814
IM0104,0,0.118635204
IM0105,0,0.053922396
IM0106,0,0.129982577
IM0107,0,0.05329107
IM0108,0,0.051180773
IM0109,0,0.018890487
IM0111,0,0.773785443
IM0112,0,0.051401284
IM0113,0,0.13733656
IM0114,0,0.195196834
IM0115,0,0.117164002
IM0116,0,0.017473997
IM0117,0,0.039134964
IM0118,0,1.466090851
IM0119,0,0.061324273
IM0120,0,0.98126993
IM0121,0,0.04748551
IM0122,0,0.031675934
IM0123,0,0.467356463
IM0124,0,0.149916305
IM0125,0,0.000843114
IM0126,0,0.023230793
IM0127,0,0.045533869
IM0128,0,0.050491747
IM0129,0,0.436208751
IM0130,0,0.063040729
IM0131,0,0.04933198
IM0132,0,0.109548376
IM0133,0,0
IM0134,0,0.223752372
IM0135,0,0.115959961
IM0136,0,0.108796324
IM0137,0,0.085704979
IM0138,0,0.020278646
IM0139,0,0.009785136
IM0140,0,0.008893879
IM0141,0,0.052325271
IM0142,0,0.062959727
IM0143,0,0.128257351
IM0144,0,0.030699443
IM0145,0,0.006970793
IM0146,0,0.238325928
IM0147,0,0.016781889
IM0149,0,0.403172365
IM0150,0,0.050829554
IM0151,0,0.059429107
IM0152,0,0.070817959
IM0153,0,0.079491988
IM0154,0,0.031892409
IM0155,0,0.002090733
IM0156,0,0.018364993
IM0157,0,0.020551016
IM0158,0,0.402950796
IM0159,0,0.120910887
IM0160,0,0.14714816
IM0161,0,0.121894081
IM0162,0,0.028679776
IM0163,0,0.265422851
IM0164,0,0.03592923
IM0165,0,0.037468232
IM0166,0,0.748518809
IM0167,0,0.119183545
IM0168,0,0.213380761
IM0169,0,0.043548789
IM0170,0,0.007089841
IM0171,0,0.010133077
IM0172,0,0.121195502
IM0201,0,0.892515683
IM0202,0,0.286626224
IM0203,0,0.737141775
IM0204,0,0.089179637
IM0205,0,0.005989222
IM0206,0,0.448319672
IM0207,0,0.343623947
IM0208,0,0.117532382
IM0209,0,0.131632643
IM0210,0,0.162161213
IM0211,0,0.079424588
IM0212,0,0.161706175
IM0301,0,0.479533277
IM0302,0,0.009817234
IM0303,0,0.000656442
IM0304,0,0.004997958
IM0401,0,0.222263768
IM0402,0,0.003673952
IM0403,0,0.750374538
IM0501,0,0.122205544
IM0502,0,0.469070827
IM0701,0,0.106398329
IM0901,0,0.120249298
IM1001,0,0.005134296
IM1301,0,1.341937503
IM1302,0,0.152405281
IM1303,0,2.910986299
IM1304,0,0.476072937
IM1401,0,0.045087883
IM1402,0,0.049026911
IM1403,0,0.055764127
IM1404,0,0.088123515
IM1405,0,0.064821412
IM1406,0,0.084009533
Lake,0.005121141,1.097373017
NA0201,0,0.091766787
NA0302,0,0.130752286
NA0303,0,0.03899992
NA0401,0,0.431944801
NA0402,0,0.376963912
NA0403,0,0.405955136
NA0404,0,0.668833576
NA0405,0,0.109056492
NA0406,0,1.892301351
NA0407,0,0.489064523
NA0408,0,0.288198424
NA0409,0,0.445372457
NA0410,0,1.414863827
NA0411,0,1.03391016
NA0412,0,0.177285824
NA0413,0,1.094481986
NA0414,0,1.322639501
NA0415,0,0.672849102
NA0416,0,1.69104861
NA0417,0,0.06592599
NA0501,0,0.224214015
NA0502,0,0.234048989
NA0503,0,0.022841902
NA0504,0,0.120163275
NA0505,0,0.031647464
NA0506,0,1.482427499
NA0507,0,0.241392509
NA0508,0,0.094464389
NA0509,0,0.445487282
NA0510,0,0.585892232
NA0511,0,0.046554321
NA0512,0,0.040686225
NA0513,0,0.018686473
NA0514,0,0.903185559
NA0515,0,0.002905973
NA0516,0,0.039948703
NA0517,0,0.852017409
NA0518,0,0.879001235
NA0519,0,0.114713599
NA0520,0,1.435824879
NA0521,0,0.30422659
NA0522,0,0.139281576
NA0523,0,0.345497888
NA0524,0,0.135732816
NA0525,0,0.13948439
NA0526,0,0.011863756
NA0527,0,0.059625382
NA0528,0,0.02955136
NA0529,0,0.853311723
NA0530,0,0.037445751
NA0601,0,1.251779073
NA0602,0,3.458360625
NA0603,0,0.37969406
NA0604,0,0.408723324
NA0605,0,4.892236171
NA0606,0,8.448759725
NA0607,0,1.772686228
NA0608,0,2.203754401
NA0609,0,6.263423058
NA0610,0,0.917608399
NA0611,0,0.148390864
NA0612,0,6.163706892
NA0613,0,3.304561123
NA0614,0,2.298154783
NA0615,0,0.018244364
NA0616,0,3.08630588
NA0617,0,0.839134264
NA0701,0,0.971630044
NA0801,0,0.130346393
NA0802,0,1.021521998
NA0803,0,0.257490749
NA0804,0,1.164220697
NA0805,0,0.353728764
NA0806,0,0.049019188
NA0807,0,0.061132967
NA0808,0,0.023468537
NA0809,0,0.022019353
NA0810,0,0.244660566
NA0811,0,0.396047438
NA0812,0,0.240457326
NA0813,0,0.059911915
NA0814,0,0.161215411
NA0815,0,0.18442311
NA1101,0,2.70394661
NA1102,0,0.647158269
NA1103,0,1.335704321
NA1104,0,0.496856784
NA1105,0,0.172130997
NA1106,0,1.648187627
NA1107,0,0.394679985
NA1108,0,0.459783633
NA1109,0,0.992081553
NA1110,0,22.25259404
NA1111,0,2.048970995
NA1112,0,4.542643952
NA1113,0,1.727922426
NA1114,0,7.707348705
NA1115,0,11.10437986
NA1116,0,1.348852222
NA1117,0,2.338669654
NA1118,0,0.539634208
NA1201,0,0.290906647
NA1202,0,0.235584594
NA1203,0,0.084140238
NA1301,0,0.32625389
NA1302,0,0.032315358
NA1303,0,0.155522493
NA1304,0,0.051888124
NA1305,0,0.20014379
NA1306,0,0.121601463
NA1307,0,0.063199166
NA1308,0,0.122381754
NA1309,0,0.129806989
NA1310,0,0.300245072
NA1311,0,0.005596206
NA1312,0,0.167050718
NA1313,0,0.030813706
NT0101,0,0.145477483
NT0102,0,0.044713885
NT0103,0,0.328030536
NT0104,0,0.207471954
NT0105,0,0.353203396
NT0106,0,0.017069988
NT0107,0,0.047503643
NT0108,0,0.031525563
NT0109,0,0.031387253
NT0111,0,0.175866271
NT0112,0,0.024923629
NT0113,0,0.008213535
NT0114,0,0.004605701
NT0115,0,0.176355792
NT0117,0,0.057662901
NT0118,0,0.042679365
NT0119,0,0.041912585
NT0120,0,0.146659947
NT0121,0,0.114022887
NT0122,0,0.010350854
NT0124,0,0.088123425
NT0125,0,0.306329279
NT0126,0,0.029902492
NT0127,0,0.217984833
NT0128,0,0.04544302
NT0129,0,0.271546188
NT0130,0,0.137403046
NT0131,0,0.05574765
NT0132,0,0.531494525
NT0133,0,0.14470163
NT0134,0,0.007247923
NT0135,0,0.887901368
NT0136,0,0.071489139
NT0137,0,0.117965673
NT0138,0,0.333208263
NT0139,0,0.507046259
NT0140,0,0.239673388
NT0141,0,0.223846791
NT0142,0,0.067903911
NT0143,0,0.090004445
NT0144,0,0.059184734
NT0145,0,0.104039871
NT0146,0,0.012601362
NT0147,0,0.090321175
NT0148,0,0.065414696
NT0149,0,0.010501903
NT0150,0,1.07989964
NT0151,0,0.118442812
NT0152,0,0.206436737
NT0153,0,0.561519985
NT0154,0,0.31816038
NT0155,0,0.054942453
NT0156,0,0.171395833
NT0157,0,0.22690741
NT0158,0,0.062381358
NT0159,0,0.004306651
NT0160,0,0.25388048
NT0161,0,0.031914307
NT0162,0,0.016852664
NT0163,0,0.123555654
NT0164,0,0.02260128
NT0165,0,0.579312085
NT0166,0,0.29789406
NT0167,0,0.068292621
NT0168,0,0.491573358
NT0169,0,0.01928119
NT0170,0,0.483272448
NT0171,0,0.039619809
NT0173,0,1.011760455
NT0174,0,0.096478418
NT0175,0,0.03334413
NT0176,0,0.130324836
NT0177,0,0.003581444
NT0178,0,0.050144941
NT0179,0,0
NT0180,0,0.284579213
NT0181,0,0.211595519
NT0182,0,0.234352816
NT0201,0,0.031412959
NT0202,0,0.117322268
NT0204,0,0.02765418
NT0205,0,0.06916308
NT0206,0,0.423888955
NT0207,0,0.007743297
NT0209,0,0.15149351
NT0210,0,1.462890591
NT0211,0,0.030957353
NT0212,0,0.184966663
NT0213,0,0.400366925
NT0214,0,0.052349806
NT0215,0,0.060982753
NT0216,0,0.008109853
NT0217,0,0.057061854
NT0218,0,0.017702711
NT0219,0,0.045484733
NT0220,0,0.002475905
NT0221,0,0.014503365
NT0222,0,0.056099037
NT0223,0,0.02716526
NT0224,0,0.027471192
NT0225,0,0.002220276
NT0226,0,0.008396312
NT0227,0,0.017008616
NT0228,0,0.101002757
NT0229,0,0.08097786
NT0230,0,0.102236044
NT0232,0,0.665867728
NT0233,0,0.013306191
NT0235,0,0.089536937
NT0301,0,0.175702343
NT0302,0,0.008054764
NT0303,0,0.216894177
NT0304,0,0.058031108
NT0305,0,0.042246944
NT0306,0,0.092948007
NT0307,0,0.005001207
NT0308,0,0.016832404
NT0309,0,0.088464332
NT0310,0,0.104483327
NT0401,0,0.007140109
NT0402,0,2.52478287
NT0404,0,1.649586146
NT0702,0,0.292196509
NT0703,0,0.032327777
NT0704,0,1.545414831
NT0707,0,0.04553965
NT0708,0,0.575066377
NT0709,0,0.404184416
NT0710,0,0.631714494
NT0801,0,0.596385502
NT0802,0,1.051516095
NT0803,0,0.647156831
NT0805,0,2.060897957
NT0902,0,0.03352124
NT0903,0,0.001310715
NT0904,0,0.164600441
NT0905,0,0.00304928
NT0906,0,0.015965953
NT0907,0,0.567051365
NT0908,0,0.078291975
NT0909,0,0.038957837
NT1001,0,15.09630622
NT1002,0,6.214519346
NT1003,0,0.761714824
NT1004,0,0.049279407
NT1005,0,0.003979932
NT1006,0,0.027331831
NT1007,0,0.00031622
NT1008,0,3.117523487
NT1010,0,2.764679546
NT1201,0,2.996844129
NT1301,0,0.02191537
NT1303,0,7.173631264
NT1304,0,4.460932624
NT1305,0,0.007482066
NT1306,0,0.017013467
NT1307,0,0.349165324
NT1308,0,0.086724533
NT1309,0,0.124636477
NT1312,0,0.005778916
NT1313,0,0.041652287
NT1314,0,0.011690747
NT1315,0,6.312219956
NT1316,0,0.020111505
NT1401,0,0.106448136
NT1402,0,0.206520448
NT1403,0,0.127311396
NT1404,0,0.022166089
NT1405,0,0.032223442
NT1406,0,0.043560967
NT1407,0,0.017555416
OC0105,0,0.132035561
OC0106,0,0.182250737
OC0112,0,0.21606
OC0114,0,0
OC0201,0,0.032944439
OC0202,0,0.156835853
OC0701,0,0.050930241
OC0702,0,0.025167867
PA0101,0,0.244406745
PA0102,0,0.192580596
PA0401,0.046488713,0.000112779
PA0402,1.381581999,0
PA0404,0.213323542,0.08608332
PA0405,0.550855121,0.002165059
PA0406,0.060791645,0
PA0407,0,0.754978264
PA0408,0,0.988354151
PA0409,0.766748592,0
PA0410,0,0.244137451
PA0411,0,0.616636563
PA0412,0.750000204,0.318289576
PA0413,0,0.066006995
PA0414,0,0.048080815
PA0415,0,2.23600463
PA0416,0,0.15322271
PA0417,0,0.205950675
PA0418,0.068423853,0.009074838
PA0419,0.047410721,0.912040033
PA0420,0,0.33517735
PA0421,0.352180432,0
PA0422,0.000247302,0.104022058
PA0423,0,0.011828285
PA0424,0,1.469442127
PA0425,0.009028921,0
PA0426,0,0.367381503
PA0427,0,0.016554561
PA0428,0,0.030291797
PA0429,0.202204596,0.001976545
PA0430,0,0.275225563
PA0431,0.373450438,0.061476652
PA0432,0.159452563,0.001033032
PA0433,0.016068844,0
PA0434,0,0.080581965
PA0435,0.049992096,0.004264266
PA0436,1.099474404,0.712984667
PA0437,0,0.318958132
PA0438,0,0.041837015
PA0439,0,0.011159239
PA0440,0,0.15858537
PA0441,0,0.099509983
PA0442,0,4.308630932
PA0443,0,0.261981229
PA0444,0,0.211432445
PA0445,0.785649774,0.093726967
PA0446,0,9.549001872
PA0501,0.237537068,0.073633852
PA0502,0,3.939412649
PA0503,0.072388726,0
PA0504,0.086282577,0.012857306
PA0505,0,0.071601552
PA0506,0,0.196861359
PA0507,0,2.109423902
PA0508,0,0.690356255
PA0509,0,0.297662753
PA0510,0,0.016391959
PA0511,0,0.01072994
PA0512,0,0.005377209
PA0513,0,0.198063256
PA0514,0,0.285260972
PA0515,0,0.065229079
PA0516,0,0.401966279
PA0517,0,0.011734203
PA0518,0,0.103541964
PA0519,0,1.480892042
PA0520,0.006752925,0.314250248
PA0521,0,0.321499456
PA0601,0,12.72039411
PA0602,0,1.414137772
PA0603,0,0.892776794
PA0604,0,0.119211042
PA0605,0,12.45425424
PA0606,0,1.205448774
PA0607,0,0.287912072
PA0608,3.328576563,4.23563483
PA0609,0,0.284418374
PA0610,0,0.160549503
PA0611,0,5.962419455
PA0801,0,3.087559212
PA0802,0,0.95832398
PA0803,0,0.076884155
PA0804,0,0.219748033
PA0805,0,0.264444612
PA0806,0,1.564463712
PA0807,0,0
PA0808,0,1.49173462
PA0809,0,0.905637544
PA0810,0,4.960943293
PA0811,0,0.879613306
PA0812,0,4.931674446
PA0813,0,4.548281847
PA0814,0.159398868,6.536431846
PA0815,0,0.20685266
PA0816,0,1.05957733
PA0817,0,0.42024109
PA0818,0,1.676142175
PA0901,0,0.164291539
PA0902,0,0.051670731
PA0903,0,0.024997143
PA0904,0,3.004037215
PA0905,0,4.297491067
PA0906,0,1.148921385
PA0907,0,0.102120294
PA0908,0,0.01157822
PA1001,0,1.71013558
PA1002,0,1.764170561
PA1003,0,1.062127332
PA1004,0,0.001292941
PA1005,0,0.135600511
PA1006,0,3.663894653
PA1007,0,0.509357438
PA1008,0,2.474277273
PA1009,0,9.96937937
PA1010,0,0.132753914
PA1011,0,0.053028471
PA1012,0,1.0459809
PA1013,0,1.194408913
PA1014,0,0.368277035
PA1015,0,0.993937778
PA1016,0,0.60907957
PA1017,0,1.127175441
PA1018,0,0.490368458
PA1019,0,3.386447615
PA1020,0,0.415037695
PA1021,0,0.448979254
PA1022,0,0.582573728
PA1101,0,4.735800214
PA1102,0,3.324197747
PA1103,0,8.78324024
PA1104,0,7.047104491
PA1105,0,0.934767045
PA1106,0.000570478,0.399554471
PA1107,0,2.664076518
PA1108,0,2.912930802
PA1109,0,1.383173035
PA1110,0.912938571,4.026328232
PA1111,0,12.16836484
PA1112,0,1.240775624
PA1113,0,0.441942947
PA1114,0,2.010254128
PA1201,0.407227973,0.095368317
PA1202,0.010118134,0.100043695
PA1203,0.129121764,0.058286009
PA1204,0.018694595,0
PA1205,0.057630149,0
PA1206,0.029945437,0.001178809
PA1207,0.012058453,2.255380045
PA1208,0.024313318,0
PA1209,0.231220092,0
PA1210,0.108129513,0.02228209
PA1211,0.279752377,0.000771381
PA1212,0.130535317,2.82934345
PA1213,0.000278863,13.15499608
PA1214,0.00826613,4.706271854
PA1215,0.304145407,0.000452491
PA1216,0.019475211,0
PA1217,0.061394437,0.020318123
PA1218,0.048697622,0
PA1219,0.005681612,0
PA1220,0.004507712,0.411064126
PA1221,0.13533568,0
PA1222,0.309805845,0.004497925
PA1301,0,0.013558166
PA1302,0,52.79847084
PA1303,0,170.7870036
PA1304,0.014155061,3.686852728
PA1305,0,0.149321369
PA1306,0,2.886218546
PA1307,0,7.914728197
PA1308,0,15.12787474
PA1309,0,0.427576772
PA1310,0,50.6048552
PA1311,0,5.076263518
PA1312,0,40.36450926
PA1313,0,42.20844568
PA1314,0,17.65372097
PA1315,0,9.667595519
PA1316,0,9.060677597
PA1317,0,19.10176415
PA1318,0,38.12769497
PA1319,0,1.829644601
PA1320,0,12.15652174
PA1321,0.000348626,149.3546035
PA1322,0,0.419662542
PA1323,0,6.508111418
PA1324,0,10.285133
PA1325,0,59.1930087
PA1326,0,10.66805683
PA1327,0,412.6657444
PA1328,0,26.04779366
PA1329,0,101.7055524
PA1330,0,51.45946742
PA1331,0,5.185445824
PA1332,0,13.22333309
PA1333,0,1.845060853
Rock and Ice,0,3.718199617
