Ecoregion,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,Category
AA1203,0.198445685,0.198445685,0.198445685,0.198445685,0.198445685,0.198445685,0.198445685,0.198445685,0.198445685,0.198445685,0.198445685,NotRel
AA1204,0.037811574,0.037811574,0.037811574,0.037811574,0.037811574,0.037811574,0.037811574,0.037811574,0.037811574,0.037811574,0.037811574,NotRel
AA1205,0.109559989,0.109559989,0.109559989,0.109559989,0.109559989,0.109559989,0.109559989,0.109559989,0.109559989,0.109559989,0.109559989,NotRel
AA1206,0.086728142,0.086728142,0.086728142,0.086728142,0.086728142,0.086728142,0.086728142,0.086728142,0.086728142,0.086728142,0.086728142,NotRel
AA1207,0.304631577,0.304631577,0.304631577,0.304631577,0.304631577,0.304631577,0.304631577,0.304631577,0.304631577,0.304631577,0.304631577,NotRel
AA1208,0.072060775,0.072060775,0.072060775,0.072060775,0.072060775,0.072060775,0.072060775,0.072060775,0.072060775,0.072060775,0.072060775,NotRel
AA1209,0.300869779,0.300869779,0.300869779,0.300869779,0.300869779,0.300869779,0.300869779,0.300869779,0.300869779,0.300869779,0.300869779,NotRel
AA1210,0.098872227,0.098872227,0.098872227,0.098872227,0.098872227,0.098872227,0.098872227,0.098872227,0.098872227,0.098872227,0.098872227,NotRel
AA1301,0.224332738,0.224332738,0.224332738,0.224332738,0.224332738,0.224332738,0.224332738,0.224332738,0.224332738,0.224332738,0.224332738,NotRel
AA1302,0.632898222,0.632898222,0.632898222,0.632898222,0.632898222,0.632898222,0.632898222,0.632898222,0.632898222,0.632898222,0.632898222,NotRel
AA1303,0.108586047,0.108586047,0.108586047,0.108586047,0.108586047,0.108586047,0.108586047,0.108586047,0.108586047,0.108586047,0.108586047,NotRel
AA1304,1.239396396,1.239396396,1.239396396,1.239396396,1.239396396,1.239396396,1.239396396,1.239396396,1.239396396,1.239396396,1.239396396,NotRel
AA1305,0.36826682,0.36826682,0.36826682,0.36826682,0.36826682,0.36826682,0.36826682,0.36826682,0.36826682,0.36826682,0.36826682,NotRel
AA1306,0.131873683,0.131873683,0.131873683,0.131873683,0.131873683,0.131873683,0.131873683,0.131873683,0.131873683,0.131873683,0.131873683,NotRel
AA1307,0.19375622,0.19375622,0.19375622,0.19375622,0.19375622,0.19375622,0.19375622,0.19375622,0.19375622,0.19375622,0.19375622,NotRel
AA1308,23.60531741,23.60531741,23.60531741,23.60531741,23.60531741,23.60531741,23.60531741,23.60531741,23.60531741,23.60531741,23.60531741,NotRel
AA1309,10.11799249,10.11799249,10.11799249,10.11799249,10.11799249,10.11799249,10.11799249,10.11799249,10.11799249,10.11799249,10.11799249,NotRel
AA1310,0.270870905,0.270870905,0.270870905,0.270870905,0.270870905,0.270870905,0.270870905,0.270870905,0.270870905,0.270870905,0.270870905,NotRel
AA1401,0.049621472,0.049621472,0.049621472,0.049621472,0.049621472,0.049621472,0.049621472,0.049621472,0.049621472,0.049621472,0.049621472,NotRel
AT0101,0.220021643,0.220021643,0.220021643,0.220021643,0.220021643,0.220021643,0.220021643,0.220021643,0.220021643,0.220021643,0.220021643,NotRel
AT0102,0.212761018,0.212761018,0.212761018,0.212761018,0.212761018,0.212761018,0.212761018,0.212761018,0.212761018,0.212761018,0.212761018,NotRel
AT0103,0.021382,0.021382,0.021382,0.021382,0.021382,0.021382,0.021382,0.021382,0.021382,0.021382,0.021382,NotRel
AT0104,0.259767976,0.259767976,0.259767976,0.259767976,0.259767976,0.259767976,0.259767976,0.259767976,0.259767976,0.259767976,0.259767976,NotRel
AT0105,0.01798,0.01798,0.01798,0.01798,0.01798,0.01798,0.01798,0.01798,0.01798,0.01798,0.01798,NotRel
AT0106,0.027790664,0.027790664,0.027790664,0.027790664,0.027790664,0.027790664,0.027790664,0.027790664,0.027790664,0.027790664,0.027790664,NotRel
AT0107,0.058972053,0.058972053,0.058972053,0.058972053,0.058972053,0.058972053,0.058972053,0.058972053,0.058972053,0.058972053,0.058972053,NotRel
AT0108,0.069542281,0.069542281,0.069542281,0.069542281,0.069542281,0.069542281,0.069542281,0.069542281,0.069542281,0.069542281,0.069542281,NotRel
AT0109,0.014272615,0.014272615,0.014272615,0.014272615,0.014272615,0.014272615,0.014272615,0.014272615,0.014272615,0.014272615,0.014272615,NotRel
AT0110,0.122331945,0.122331945,0.122331945,0.122331945,0.122331945,0.122331945,0.122331945,0.122331945,0.122331945,0.122331945,0.122331945,NotRel
AT0111,0.326487347,0.326487347,0.326487347,0.326487347,0.326487347,0.326487347,0.326487347,0.326487347,0.326487347,0.326487347,0.326487347,NotRel
AT0112,1.098225233,1.098225233,1.098225233,1.098225233,1.098225233,1.098225233,1.098225233,1.098225233,1.098225233,1.098225233,1.098225233,NotRel
AT0114,0.006151259,0.006151259,0.006151259,0.006151259,0.006151259,0.006151259,0.006151259,0.006151259,0.006151259,0.006151259,0.006151259,NotRel
AT0115,0.00346355,0.00346355,0.00346355,0.00346355,0.00346355,0.00346355,0.00346355,0.00346355,0.00346355,0.00346355,0.00346355,NotRel
AT0116,0.034257616,0.034257616,0.034257616,0.034257616,0.034257616,0.034257616,0.034257616,0.034257616,0.034257616,0.034257616,0.034257616,NotRel
AT0117,0.086123555,0.086123555,0.086123555,0.086123555,0.086123555,0.086123555,0.086123555,0.086123555,0.086123555,0.086123555,0.086123555,NotRel
AT0118,0.085210664,0.085210664,0.085210664,0.085210664,0.085210664,0.085210664,0.085210664,0.085210664,0.085210664,0.085210664,0.085210664,NotRel
AT0119,0.118293961,0.118293961,0.118293961,0.118293961,0.118293961,0.118293961,0.118293961,0.118293961,0.118293961,0.118293961,0.118293961,NotRel
AT0120,0.02566,0.02566,0.02566,0.02566,0.02566,0.02566,0.02566,0.02566,0.02566,0.02566,0.02566,NotRel
AT0121,0.001852589,0.001852589,0.001852589,0.001852589,0.001852589,0.001852589,0.001852589,0.001852589,0.001852589,0.001852589,0.001852589,NotRel
AT0122,0.021171918,0.021171918,0.021171918,0.021171918,0.021171918,0.021171918,0.021171918,0.021171918,0.021171918,0.021171918,0.021171918,NotRel
AT0123,0.091657191,0.091657191,0.091657191,0.091657191,0.091657191,0.091657191,0.091657191,0.091657191,0.091657191,0.091657191,0.091657191,NotRel
AT0124,0.322033633,0.322033633,0.322033633,0.322033633,0.322033633,0.322033633,0.322033633,0.322033633,0.322033633,0.322033633,0.322033633,NotRel
AT0125,0.154341695,0.154341695,0.154341695,0.154341695,0.154341695,0.154341695,0.154341695,0.154341695,0.154341695,0.154341695,0.154341695,NotRel
AT0126,0.050925681,0.050925681,0.050925681,0.050925681,0.050925681,0.050925681,0.050925681,0.050925681,0.050925681,0.050925681,0.050925681,NotRel
AT0127,0,0,0,0,0,0,0,0,0,0,0,NotRel
AT0128,0.232285935,0.232285935,0.232285935,0.232285935,0.232285935,0.232285935,0.232285935,0.232285935,0.232285935,0.232285935,0.232285935,NotRel
AT0129,0.138909664,0.138909664,0.138909664,0.138909664,0.138909664,0.138909664,0.138909664,0.138909664,0.138909664,0.138909664,0.138909664,NotRel
AT0130,0.22835301,0.22835301,0.22835301,0.22835301,0.22835301,0.22835301,0.22835301,0.22835301,0.22835301,0.22835301,0.22835301,NotRel
AT0201,0.0688,0.0688,0.0688,0.0688,0.0688,0.0688,0.0688,0.0688,0.0688,0.0688,0.0688,NotRel
AT0202,0.222496134,0.222496134,0.222496134,0.222496134,0.222496134,0.222496134,0.222496134,0.222496134,0.222496134,0.222496134,0.222496134,NotRel
AT0203,0.001436309,0.001436309,0.001436309,0.001436309,0.001436309,0.001436309,0.001436309,0.001436309,0.001436309,0.001436309,0.001436309,NotRel
AT0701,0.629680609,0.629680609,0.629680609,0.629680609,0.629680609,0.629680609,0.629680609,0.629680609,0.629680609,0.629680609,0.629680609,NotRel
AT0702,0.889635943,0.889635943,0.889635943,0.889635943,0.889635943,0.889635943,0.889635943,0.889635943,0.889635943,0.889635943,0.889635943,NotRel
AT0704,1.539047885,1.539047885,1.539047885,1.539047885,1.539047885,1.539047885,1.539047885,1.539047885,1.539047885,1.539047885,1.539047885,NotRel
AT0705,0.413957846,0.413957846,0.413957846,0.413957846,0.413957846,0.413957846,0.413957846,0.413957846,0.413957846,0.413957846,0.413957846,NotRel
AT0706,0.307558369,0.307558369,0.307558369,0.307558369,0.307558369,0.307558369,0.307558369,0.307558369,0.307558369,0.307558369,0.307558369,NotRel
AT0707,0.79715369,0.79715369,0.79715369,0.79715369,0.79715369,0.79715369,0.79715369,0.79715369,0.79715369,0.79715369,0.79715369,NotRel
AT0708,0.010880237,0.010880237,0.010880237,0.010880237,0.010880237,0.010880237,0.010880237,0.010880237,0.010880237,0.010880237,0.010880237,NotRel
AT0709,0.472920276,0.472920276,0.472920276,0.472920276,0.472920276,0.472920276,0.472920276,0.472920276,0.472920276,0.472920276,0.472920276,NotRel
AT0710,0.002498056,0.002498056,0.002498056,0.002498056,0.002498056,0.002498056,0.002498056,0.002498056,0.002498056,0.002498056,0.002498056,NotRel
AT0711,0.185778673,0.185778673,0.185778673,0.185778673,0.185778673,0.185778673,0.185778673,0.185778673,0.185778673,0.185778673,0.185778673,NotRel
AT0712,0.100072885,0.100072885,0.100072885,0.100072885,0.100072885,0.100072885,0.100072885,0.100072885,0.100072885,0.100072885,0.100072885,NotRel
AT0713,113.1169119,113.1169119,113.1169119,113.1169119,113.1169119,113.1169119,113.1169119,113.1169119,113.1169119,113.1169119,113.1169119,NotRel
AT0714,0.025270452,0.025270452,0.025270452,0.025270452,0.025270452,0.025270452,0.025270452,0.025270452,0.025270452,0.025270452,0.025270452,NotRel
AT0715,11.36126938,11.36126938,11.36126938,11.36126938,11.36126938,11.36126938,11.36126938,11.36126938,11.36126938,11.36126938,11.36126938,NotRel
AT0716,0.345777504,0.345777504,0.345777504,0.345777504,0.345777504,0.345777504,0.345777504,0.345777504,0.345777504,0.345777504,0.345777504,NotRel
AT0717,0.284034563,0.284034563,0.284034563,0.284034563,0.284034563,0.284034563,0.284034563,0.284034563,0.284034563,0.284034563,0.284034563,NotRel
AT0718,0.120350961,0.120350961,0.120350961,0.120350961,0.120350961,0.120350961,0.120350961,0.120350961,0.120350961,0.120350961,0.120350961,NotRel
AT0719,0.309475826,0.309475826,0.309475826,0.309475826,0.309475826,0.309475826,0.309475826,0.309475826,0.309475826,0.309475826,0.309475826,NotRel
AT0721,0.386458394,0.386458394,0.386458394,0.386458394,0.386458394,0.386458394,0.386458394,0.386458394,0.386458394,0.386458394,0.386458394,NotRel
AT0722,1.069315836,1.069315836,1.069315836,1.069315836,1.069315836,1.069315836,1.069315836,1.069315836,1.069315836,1.069315836,1.069315836,NotRel
AT0723,0.158023251,0.158023251,0.158023251,0.158023251,0.158023251,0.158023251,0.158023251,0.158023251,0.158023251,0.158023251,0.158023251,NotRel
AT0724,0,0,0,0,0,0,0,0,0,0,0,NotRel
AT0725,0.285106665,0.285106665,0.285106665,0.285106665,0.285106665,0.285106665,0.285106665,0.285106665,0.285106665,0.285106665,0.285106665,NotRel
AT0726,0.026572551,0.026572551,0.026572551,0.026572551,0.026572551,0.026572551,0.026572551,0.026572551,0.026572551,0.026572551,0.026572551,NotRel
AT0801,2.072496073,2.072496073,2.072496073,2.072496073,2.072496073,2.072496073,2.072496073,2.072496073,2.072496073,2.072496073,2.072496073,NotRel
AT0901,0.002800743,0.002800743,0.002800743,0.002800743,0.002800743,0.002800743,0.002800743,0.002800743,0.002800743,0.002800743,0.002800743,NotRel
AT0902,0.072390223,0.072390223,0.072390223,0.072390223,0.072390223,0.072390223,0.072390223,0.072390223,0.072390223,0.072390223,0.072390223,NotRel
AT0903,0.914924886,0.914924886,0.914924886,0.914924886,0.914924886,0.914924886,0.914924886,0.914924886,0.914924886,0.914924886,0.914924886,NotRel
AT0904,0.04552186,0.04552186,0.04552186,0.04552186,0.04552186,0.04552186,0.04552186,0.04552186,0.04552186,0.04552186,0.04552186,NotRel
AT0905,0,0,0,0,0,0,0,0,0,0,0,NotRel
AT0906,0.021534481,0.021534481,0.021534481,0.021534481,0.021534481,0.021534481,0.021534481,0.021534481,0.021534481,0.021534481,0.021534481,NotRel
AT0907,0.102099631,0.102099631,0.102099631,0.102099631,0.102099631,0.102099631,0.102099631,0.102099631,0.102099631,0.102099631,0.102099631,NotRel
AT0908,0.249795401,0.249795401,0.249795401,0.249795401,0.249795401,0.249795401,0.249795401,0.249795401,0.249795401,0.249795401,0.249795401,NotRel
AT1001,0.036133939,0.036133939,0.036133939,0.036133939,0.036133939,0.036133939,0.036133939,0.036133939,0.036133939,0.036133939,0.036133939,NotRel
AT1002,0.101188754,0.101188754,0.101188754,0.101188754,0.101188754,0.101188754,0.101188754,0.101188754,0.101188754,0.101188754,0.101188754,NotRel
AT1003,0.005907588,0.005907588,0.005907588,0.005907588,0.005907588,0.005907588,0.005907588,0.005907588,0.005907588,0.005907588,0.005907588,NotRel
AT1004,0.180336311,0.180336311,0.180336311,0.180336311,0.180336311,0.180336311,0.180336311,0.180336311,0.180336311,0.180336311,0.180336311,NotRel
AT1005,0.003028318,0.003028318,0.003028318,0.003028318,0.003028318,0.003028318,0.003028318,0.003028318,0.003028318,0.003028318,0.003028318,NotRel
AT1006,0.000664376,0.000664376,0.000664376,0.000664376,0.000664376,0.000664376,0.000664376,0.000664376,0.000664376,0.000664376,0.000664376,NotRel
AT1007,0.375912954,0.375912954,0.375912954,0.375912954,0.375912954,0.375912954,0.375912954,0.375912954,0.375912954,0.375912954,0.375912954,NotRel
AT1008,0.018130137,0.018130137,0.018130137,0.018130137,0.018130137,0.018130137,0.018130137,0.018130137,0.018130137,0.018130137,0.018130137,NotRel
AT1009,0.404040708,0.404040708,0.404040708,0.404040708,0.404040708,0.404040708,0.404040708,0.404040708,0.404040708,0.404040708,0.404040708,NotRel
AT1010,0.005666135,0.005666135,0.005666135,0.005666135,0.005666135,0.005666135,0.005666135,0.005666135,0.005666135,0.005666135,0.005666135,NotRel
AT1011,0.000584312,0.000584312,0.000584312,0.000584312,0.000584312,0.000584312,0.000584312,0.000584312,0.000584312,0.000584312,0.000584312,NotRel
AT1012,0.024853785,0.024853785,0.024853785,0.024853785,0.024853785,0.024853785,0.024853785,0.024853785,0.024853785,0.024853785,0.024853785,NotRel
AT1013,0.005385068,0.005385068,0.005385068,0.005385068,0.005385068,0.005385068,0.005385068,0.005385068,0.005385068,0.005385068,0.005385068,NotRel
AT1014,0.008579256,0.008579256,0.008579256,0.008579256,0.008579256,0.008579256,0.008579256,0.008579256,0.008579256,0.008579256,0.008579256,NotRel
AT1015,0.044638071,0.044638071,0.044638071,0.044638071,0.044638071,0.044638071,0.044638071,0.044638071,0.044638071,0.044638071,0.044638071,NotRel
AT1201,0.01274636,0.01274636,0.01274636,0.01274636,0.01274636,0.01274636,0.01274636,0.01274636,0.01274636,0.01274636,0.01274636,NotRel
AT1202,0.092793266,0.092793266,0.092793266,0.092793266,0.092793266,0.092793266,0.092793266,0.092793266,0.092793266,0.092793266,0.092793266,NotRel
AT1203,0.075672865,0.075672865,0.075672865,0.075672865,0.075672865,0.075672865,0.075672865,0.075672865,0.075672865,0.075672865,0.075672865,NotRel
AT1302,6.01074901,6.01074901,6.01074901,6.01074901,6.01074901,6.01074901,6.01074901,6.01074901,6.01074901,6.01074901,6.01074901,NotRel
AT1303,2.349554035,2.349554035,2.349554035,2.349554035,2.349554035,2.349554035,2.349554035,2.349554035,2.349554035,2.349554035,2.349554035,NotRel
AT1304,0.262449864,0.262449864,0.262449864,0.262449864,0.262449864,0.262449864,0.262449864,0.262449864,0.262449864,0.262449864,0.262449864,NotRel
AT1305,9.686183424,9.686183424,9.686183424,9.686183424,9.686183424,9.686183424,9.686183424,9.686183424,9.686183424,9.686183424,9.686183424,NotRel
AT1306,5.000390556,5.000390556,5.000390556,5.000390556,5.000390556,5.000390556,5.000390556,5.000390556,5.000390556,5.000390556,5.000390556,NotRel
AT1307,0.460478068,0.460478068,0.460478068,0.460478068,0.460478068,0.460478068,0.460478068,0.460478068,0.460478068,0.460478068,0.460478068,NotRel
AT1309,0.282446991,0.282446991,0.282446991,0.282446991,0.282446991,0.282446991,0.282446991,0.282446991,0.282446991,0.282446991,0.282446991,NotRel
AT1310,2.55339457,2.55339457,2.55339457,2.55339457,2.55339457,2.55339457,2.55339457,2.55339457,2.55339457,2.55339457,2.55339457,NotRel
AT1311,0.052654534,0.052654534,0.052654534,0.052654534,0.052654534,0.052654534,0.052654534,0.052654534,0.052654534,0.052654534,0.052654534,NotRel
AT1312,0.04182332,0.04182332,0.04182332,0.04182332,0.04182332,0.04182332,0.04182332,0.04182332,0.04182332,0.04182332,0.04182332,NotRel
AT1313,0.106920985,0.106920985,0.106920985,0.106920985,0.106920985,0.106920985,0.106920985,0.106920985,0.106920985,0.106920985,0.106920985,NotRel
AT1314,0.714595653,0.714595653,0.714595653,0.714595653,0.714595653,0.714595653,0.714595653,0.714595653,0.714595653,0.714595653,0.714595653,NotRel
AT1315,5.148770467,5.148770467,5.148770467,5.148770467,5.148770467,5.148770467,5.148770467,5.148770467,5.148770467,5.148770467,5.148770467,NotRel
AT1316,3.815231533,3.815231533,3.815231533,3.815231533,3.815231533,3.815231533,3.815231533,3.815231533,3.815231533,3.815231533,3.815231533,NotRel
AT1318,0.05983,0.05983,0.05983,0.05983,0.05983,0.05983,0.05983,0.05983,0.05983,0.05983,0.05983,NotRel
AT1319,3.652524061,3.652524061,3.652524061,3.652524061,3.652524061,3.652524061,3.652524061,3.652524061,3.652524061,3.652524061,3.652524061,NotRel
AT1320,19.413439,19.413439,19.413439,19.413439,19.413439,19.413439,19.413439,19.413439,19.413439,19.413439,19.413439,NotRel
AT1321,5.215960857,5.215960857,5.215960857,5.215960857,5.215960857,5.215960857,5.215960857,5.215960857,5.215960857,5.215960857,5.215960857,NotRel
AT1322,1.217666121,1.217666121,1.217666121,1.217666121,1.217666121,1.217666121,1.217666121,1.217666121,1.217666121,1.217666121,1.217666121,NotRel
AT1401,0.073506951,0.073506951,0.073506951,0.073506951,0.073506951,0.073506951,0.073506951,0.073506951,0.073506951,0.073506951,0.073506951,NotRel
AT1402,0.019420504,0.019420504,0.019420504,0.019420504,0.019420504,0.019420504,0.019420504,0.019420504,0.019420504,0.019420504,0.019420504,NotRel
AT1403,0.100004791,0.100004791,0.100004791,0.100004791,0.100004791,0.100004791,0.100004791,0.100004791,0.100004791,0.100004791,0.100004791,NotRel
AT1404,0.019477482,0.019477482,0.019477482,0.019477482,0.019477482,0.019477482,0.019477482,0.019477482,0.019477482,0.019477482,0.019477482,NotRel
